sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,tired_seed_candidate,tired_seed_candidate_reason,tired_seed_manual_keep,tired_seed_manual_note,service_label_original,tired_seed_version,tired_seed_applied
train-051361,train,노년,남성,재정,만성질환 무,상처,상처,SAD,퇴직 후 수입이 없어지니 경제적으로 어려워. 생계가 막막하고 걱정이 돼. 가족들이 돈 쓸 일이 많은데 돈이 없어서 뒷바라지를 제대로 못 하니 삶이 비관적이야. 노년 일자리 상담 센터에라도 가서 구직 활동을 해봐야겠어.,Pro_10891,Pro_10891_00057,E40,S13_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-023421,train,중년,여성,"재정,은퇴,노후준비",해당없음,분노,좌절한,SAD,적금 금리가 많이 떨어져 돈을 모으기가 힘들어. 앞으로 노후 준비를 해야 하는데 너무 막막해. 은행에 전화를 해서 금리를 다시 알아봐야겠어.,Pro_08703,Pro_08703_00022,E12,S08_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-026982,train,노년,남성,대인관계,만성질환 무,기쁨,신뢰하는,CALM,경제적으로 어려워서 도움을 요청 했는데 내 친구가 나를 믿고 큰돈을 빌려 줬어. 작은 돈은 아니었는데 나를 믿어 준 거에 대해서 너무 고마워하고 있어. 아직 전하지 못 했어. 조그마한 선물을 사 주면 어떨까?,Pro_09833,Pro_09833_00001,E62,S04_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-020128,train,노년,여성,"건강,죽음",만성질환 유,상처,괴로워하는,TIRED,항암치료로 살이 빠지고 머리도 빠지고 있어. 치료 후에는 몸이 축 쳐져. 열심히 치료해서 최대한 빨리 항암치료를 끝내야지.,Pro_12159,Pro_12159_00009,E48,S11_D01,True,auto-v2-strong-physical-fatigue,True,auto-keep-physical-fatigue-seed,SAD,auto_v2,True
train-000142,train,청년,남성,대인관계,해당없음,상처,질투하는,ANGRY,나랑 이십년지기 친구가 나보다 다른 친구를 더 좋아하는 것 같아 질투나. 응. 나는 그 친구가 제일 친한 친구인데 그 친구는 아닌가 봐.,Pro_03572,Pro_03572_00004,E41,S04_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-034339,train,청소년,남성,학교폭력/따돌림,해당없음,기쁨,느긋,HAPPY,일 년 내내 나를 왕따시켰던 무리가 드디어 징계를 받았어. 맞아. 근데 이제 징계받는다고 생각하니까 후련해. 이제 다른 친구들이랑도 친하게 지내게 되었어.,Pro_00357,Pro_00357_00012,E66,S03_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-002943,train,중년,여성,건강,해당없음,슬픔,환멸을 느끼는,ANGRY,운동을 시작해 보려고 헬스장을 등록했는데 다들 얼마나 건강미가 넘치던지 나는 기가 죽더라고. 나도 나름대로 건강하다고 자부하고 있었는데 몇 시간 운동하고 나니 매우 힘들어서 도저히 못 일어나겠더라고. 내 체력에 환멸을 느꼈다니까. 열심히 운동해서 젊을 때의 체력까지는 아니더라도 다른 회원들처럼 건강미 넘치는 몸을 만들어야겠다는 목표가 생겼지.,Pro_08840,Pro_08840_00015,E29,S09_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-005517,train,청년,여성,"진로,취업,직장",해당없음,슬픔,슬픔,SAD,오늘도 면접 봤는데 또 떨어졌어. 정말 가고 싶었던 회사였는데 내가 준비가 부족했나 봐. 단정한 복장과 자신감 있는 어조 그리고 지각하지 않는 것이지! 그런데 오늘 지각을 하고 말았지 뭐야.,Pro_05351,Pro_05351_00018,E20,S06_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-012845,train,청소년,남성,학업 및 진로,해당없음,기쁨,신뢰하는,CALM,공부는 내가 하고 싶은 일의 밑거름이라고 생각해. 다른 건 몰라도 공부를 하다 보면 지식도 생기고 어떤 일을 하고 싶을지 생각날 거 같아. 열심히 공부하다 보면 나의 미래가 밝아질 꺼라 생각해.,Pro_00233,Pro_00233_00001,E62,S02_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-019801,train,중년,남성,건강,해당없음,상처,희생된,TIRED,밤새웠더니 머리부터 발끝까지 온 몸이 아파. 중요한 사업 계획서를 오늘 아침까지 작성해야 했거든. 그래서 너무 피곤하고 힘들어. 오늘 오후에는 휴가를 내고 병원 다녀와서 쉬어야겠어.,Pro_07297,Pro_07297_00009,E46,S09_D02,True,auto-v2-context-plus-fatigue,True,auto-keep-physical-fatigue-seed,SAD,auto_v2,True
train-027789,train,청소년,여성,학업 및 진로,해당없음,분노,안달하는,ANXIOUS,선생님은 왜 저렇게 수업을 오래 하시는 거야? 너무 짜증나! 응. 저 선생님은 항상 수업을 너무 오랫동안 하셔서 너무 지루해. 수업이 끝나고 친구들과 선생님 욕 좀 해야겠어.,Pro_01747,Pro_01747_00010,E16,S02_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-036501,train,청소년,여성,학업 및 진로,해당없음,분노,방어적인,ANGRY,이번 시험 점수가 너무 안나왔어. 하지만 나는 진짜 최선을 다했어. 엄마는 뭐라고 혼내겠지만 난 할 만큼 했어. 운이 나빴을 뿐이야.,Pro_01745,Pro_01745_00023,E14,S02_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-046589,train,중년,여성,"대인관계(부부, 자녀)",해당없음,슬픔,후회되는,SAD,우리 부모님이 병을 앓고 계셔서 자식들에게 신경을 쓰지 못하고 있는 것 같아. 부모님과 자식들에게 모두 신경을 쓰고 있지만 그래도 소홀했던 것 같아. 일주일에 한 번씩 자식들과의 시간을 가지면 극복할 수 있을 것 같아.,Pro_08594,Pro_08594_00048,E23,S07_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-037522,train,청소년,남성,가족관계,해당없음,기쁨,편안한,CALM,요새 학교 과제가 없어서 너무 행복해. 그냥 편하게 집에서만 쉬고 싶어. 최근 너무 쉬질 못해서.,Pro_00114,Pro_00114_00003,E63,S01_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-019015,train,노년,남성,"건강,죽음",만성질환 무,불안,당혹스러운,TIRED,요즘 앉았다가 일어서면 현기증이 나. 어디가 안 좋은지 불안해. 기립성 저혈압이 아닐까 의심돼. 어머니도 저혈압이셨거든. 이번 주말에 병원에 가서 바로 검사를 받아봐야겠어.,Pro_10646,Pro_10646_00011,E35,S11_D02,True,auto-v2-strong-physical-fatigue,True,auto-keep-physical-fatigue-seed,ANXIOUS,auto_v2,True
train-035473,train,청소년,여성,가족관계,해당없음,불안,혼란스러운,ANXIOUS,엄마랑 아빠랑 이혼하셔서 현재 엄마랑 같이 살고 있는데 오늘 학교로 아빠가 찾아오셨어. 쭉 안보고 살았다가 갑자기 찾아오시니까 너무 혼란스러워. 아빠가 학교 마치고 대화 좀 같이 하자고 했어. 곧 학교 끝나는데 잘 대화 할 수 있을까?,Pro_01645,Pro_01645_00017,E34,S01_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-001725,train,청년,남성,"진로,취업,직장",해당없음,분노,방어적인,ANGRY,나는 시키는 대로 했는데 일을 못 한다는 소리를 들었어. 응 완전 안 좋아. 상사와 대화를 좀 해야겠어. 말로 하면 감정이 격해질 수 있으니까 메일로 차분히 정중하게 이야기해 보려고.,Pro_03785,Pro_03785_00002,E14,S06_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-020753,train,청소년,남성,학교폭력/따돌림,해당없음,불안,조심스러운,ANXIOUS,친구가 괴롭힘을 당하고 있어. 너무 속상해. 괴롭힘을 당해서 울고 있는 친구를 봤어. 마음이 아프더라. 그 친구하고 대화를 나눈 다음에 선생님께 말해봐야겠어.,Pro_00329,Pro_00329_00036,E38,S03_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-025615,train,노년,여성,재정,만성질환 유,기쁨,신뢰하는,CALM,나를 걱정해 주고 늘 안부를 물어주는 사람들이 있어서 정말 신뢰가 돼. 맞아. 당뇨병이 있지만 내게는 충분한 돈과 걱정해 주는 사람들이 많아서 기뻐. 보답을 하고 싶어. 다른 사람들도 상황이 안 좋을 때 걱정해 주고 도움을 주려고.,Pro_12413,Pro_12413_00005,E62,S13_D01,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-051268,train,노년,여성,재정,만성질환 무,상처,희생된,SAD,노후준비를 해야 하는데 아직 준비를 하나도 못했어. 너무 속상해. 노후준비를 아무것도 못해서 경제적으로 어려워. 너무 절망적이야. 남편과 진지한 대화를 나눠봐야겠어.,Pro_12457,Pro_12457_00012,E46,S13_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-006484,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,신뢰하는,CALM,남편한테 정말 고마워. 내가 요즘 육아 때문에 정말 예민했거든. 근데 다 받아주고 오늘은 꽃을 가져다준 거야.,Pro_05273,Pro_05273_00014,E62,S05_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-029266,train,노년,여성,"건강,죽음",만성질환 무,분노,안달하는,ANXIOUS,좀 더 오래 건강하게 잘 살아야 할텐데 요즘 부쩍 안달이 나네. 글쎄. 친구들이 많이 아프다보니까 나도 걱정이 되서 말이야.,Pro_12187,Pro_12187_00032,E16,S11_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-003813,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,편안한,CALM,직장가면 아프던 몸도 낫는 듯해. 오래 하니 익숙해져서 그런가 봐. 그런 거 같아. 이 회사 오래 다니고 싶어.,Pro_08994,Pro_08994_00018,E63,S10_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-024188,train,노년,남성,재정,만성질환 유,분노,성가신,ANGRY,생활비에서 매달 약값으로 나가는 돈이 너무 많아. 금액이 적지 않아서 더 힘들지. 버는 만큼 약값이 더 늘어나는 기분이야! 하지만 오히려 쓸데없는 곳에 돈을 안 쓰게 되는 것 같아.,Pro_10810,Pro_10810_00006,E19,S13_D01,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-043335,train,노년,남성,대인관계,만성질환 유,당황,죄책감의,TIRED,요즘 부쩍 기력이 없어. 아침에 눈 뜨기도 힘들어. 마누라 있을 땐 끼니도 잘 먹었는데 그땐 고마운 줄을 몰랐어. 내가 할 줄 아는 거라고 해 봐야 뭐 간편식 그런 거 데워먹는 거 정도야.,Pro_09766,Pro_09766_00022,E55,S04_D01,True,auto-v2-strong-physical-fatigue,True,auto-keep-physical-fatigue-seed,SAD,auto_v2,True
train-036881,train,청소년,여성,학업 및 진로,해당없음,기쁨,흥분,HAPPY,내가 간호사로 근무하고 있을 걸 생각하면 흥분되고 마음이 벅차. 간호사는 나랑 잘 맞는 일 같거든. 오늘 하루도 꿈을 위해 알차게 지낼거야.,Pro_01796,Pro_01796_00008,E65,S02_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-034726,train,중년,남성,"대인관계(부부, 자녀)",해당없음,불안,당혹스러운,ANXIOUS,가족들과 여름휴가를 보내기 위해 세 시간이나 걸려 도착한 금산사 계곡이 다 말라 있었어. 세 시간이나 걸려서 왔는데 실망한 딸과 아내를 보니까 더 마음이 아프고 기름값도 아까워. 세 시간이나 걸려서 왔는데 되돌아갈 수는 없잖아. 근처 계곡을 알아봐야겠어.,Pro_07046,Pro_07046_00001,E35,S07_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-043958,train,중년,여성,"직장, 업무 스트레스",해당없음,상처,괴로워하는,TIRED,내가 다니는 회사는 매일 야근을 시켜. 너무 지치고 스트레스야. 심지어 이 회사랑 맞지도 않는 거 같아서 온 게 후회돼. 다른 회사로 갈걸. 다른 회사를 알아봐야 할 것 같아. 일단 이직할 준비를 해야겠다.,Pro_08979,Pro_08979_00005,E48,S10_D02,True,auto-v2-context-plus-fatigue,True,auto-keep-physical-fatigue-seed,SAD,auto_v2,True
train-032119,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,감사하는,HAPPY,이번에 승진 연차가 아닌데 승진을 시켜줬어. 너무 감사해. 내가 잘해서도 있겠지만 그래도 이례적인 처우라고 하더라고. 앞으로는 더 열심히 해서 보답을 해야지.,Pro_08992,Pro_08992_00009,E61,S10_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-029232,train,노년,여성,"건강,죽음",만성질환 무,불안,걱정스러운,ANXIOUS,친한 친구들이 점점 죽고 있어서 나도 걱정스러워. 자식들과 손주들을 자주 만나면 즐겁게 지낼 수 있을 것 같아.,Pro_12208,Pro_12208_00016,E37,S11_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-016121,train,중년,남성,건강,해당없음,기쁨,신이 난,HAPPY,일이 힘들 때 조기 축구 할 생각만 하면 힘이 나! 처음엔 건강 때문에 억지로 시작했는데 할수록 재밌어서 멤버가 더 모이면 좋겠어. 조기 축구회 홍보를 해야겠지.,Pro_07319,Pro_07319_00021,E68,S09_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-020607,train,청년,남성,대인관계,해당없음,분노,방어적인,ANGRY,난 옷 가게 직원이 말 건네는 게 부담스러워서 온라인 쇼핑만 해. 친절의 표시라고는 하더라도 어떨 땐 부담스러움을 넘어서 짜증이 나기도 하지. 온라인 쇼핑이 색상이나 디자인 사이즈가 내 생각과 완전히 달라 황당하기도 하지만 마음은 편해.,Pro_03545,Pro_03545_00006,E14,S04_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-006409,train,청년,여성,"진로,취업,직장",해당없음,기쁨,흥분,HAPPY,디자인을 전공했는데 요즘은 경영학에 관심이 생겼어. 도대체 어떻게 해야 할까? 나는 왜 하나에 집중 못 하고 여러 가지로 매일 고민할까. 정말 이런 성격 때문에 화가 나.,Pro_05396,Pro_05396_00016,E65,S06_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-002317,train,청년,여성,"진로,취업,직장",해당없음,분노,툴툴대는,TIRED,직장생활 오 년째인데 아직도 신입사원 때랑 월급이 비슷해. 일한 만큼 보상도 없고 회사도 집이랑 멀어서 출퇴근도 힘들어. 큰 성과를 내면 연봉 협상에서 인상을 요구할 수 있어. 올해에는 분발해서 내년 연봉을 올려 받을 거야.,Pro_05342,Pro_05342_00047,E11,S06_D02,True,auto-v2-context-plus-fatigue,True,auto-keep-physical-fatigue-seed,ANGRY,auto_v2,True
train-029524,train,노년,여성,재정,만성질환 무,분노,악의적인,ANGRY,세상 사람들은 다 나쁜 사람들 뿐이야. 작년에 믿었던 친구에게 돈을 빌려줬는데 아직도 안갚아.,Pro_12426,Pro_12426_00019,E15,S13_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-011039,train,청년,여성,대인관계,해당없음,당황,외로운,SAD,사회생활을 하다 보면 대인 관계 문제로 스트레스를 많이 받아. 나 혼자 동떨어진 것 같고 외로운 기분이 들어.,Pro_05144,Pro_05144_00021,E53,S04_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-046508,train,청년,여성,대인관계,해당없음,당황,혼란스러운,ANXIOUS,이 정도 스펙이면 남들만큼은 되는 줄 알았는데 착각인가 봐. 현실은 서류에서부터 탈락이야. 일 학년 때부터 놀지 말고 착실히 준비했어야 했는데 안일했던 과거의 내 모습이 후회돼. 솔직히 잘 모르겠어. 취업에 성공한 선배를 찾아뵙고 얘기를 좀 들어봐야겠어.,Pro_05150,Pro_05150_00059,E59,S04_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-051493,train,중년,여성,"대인관계(부부, 자녀)",해당없음,분노,툴툴대는,ANGRY,남편이 얼마 전에 죽었어. 정말 너무 괴롭고 슬퍼. 결혼 생활 동안 잘 대해줄 걸 매번 짜증만 냈던 것 같아. 내 행동이 너무 실망스러워. 남편과 찍은 사진을 보면서 위로해야겠어.,Pro_08582,Pro_08582_00016,E11,S07_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-038824,train,노년,여성,대인관계,만성질환 무,분노,악의적인,ANGRY,우울증에 걸린 사람이 있으면 잘 대해줘야겠어. 이름난 연예인들 젊은 사람들이 자살했다는 뉴스를 들으니 마음이 아파. 베르테르 효과가 나올까 걱정도 돼. 모두 마음 굳건하게 먹고 혼자라고 비관하지 말았으면 좋겠어. 내가 좋아하는 사람이었는데 고인의 명복을 빌고 있어.,Pro_11346,Pro_11346_00023,E15,S04_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-008621,train,청년,여성,"진로,취업,직장",해당없음,슬픔,우울한,TIRED,야근 때문에 쉬지도 못하고 피곤하고 너무 힘들어. 상사는 빨리하라고 닦달하는 바람에 스트레스 풀 시간도 없다고. 정말 우울해. 모르겠어! 해결할 방법이 있으면 이러고 있지도 않지.,Pro_05355,Pro_05355_00019,E24,S06_D02,True,auto-v2-context-plus-fatigue,True,auto-keep-physical-fatigue-seed,SAD,auto_v2,True
train-012244,train,청년,남성,"연애,결혼,출산",해당없음,불안,초조한,ANXIOUS,연애하는데 요즘 초조함을 느끼고 있어. 난 빨리 결혼을 하고 싶은데 여자친구는 그럴 생각이 없더라고. 얘기를 해봤는데 서로 아직 준비도 안 됐고 좀 두렵다고 말하더라고.,Pro_03690,Pro_03690_00018,E39,S05_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-011298,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,극적으로 양가 부모님 이견이 조율되어서 결혼할 수 있게 되었어. 정말이지 너무나 힘들었거든. 이제 드디어 식을 올릴 수 있어서 다행이고 기뻐.,Pro_05278,Pro_05278_00005,E67,S05_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-013515,train,청년,여성,"연애,결혼,출산",해당없음,슬픔,눈물이 나는,SAD,내가 먼저 헤어지자고 한 연인이 자꾸 생각나. 잊고 싶은데 자꾸 생각나면 어떡하지. 다른 일에 더 집중하는 게 좋을 것 같아.,Pro_05238,Pro_05238_00023,E27,S05_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-029305,train,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,불안,ANXIOUS,자식들이 크고나니까 대화가 줄어서 걱정이야. 응 이미 다 큰애들이라 말을 거는게 더 조심스러워지더라고.,Pro_08601,Pro_08601_00037,E30,S07_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-011247,train,중년,남성,"재정,은퇴,노후준비",해당없음,기쁨,자신하는,HAPPY,내 재정 상태를 점검해 보니 걱정이 좀 놓이네! 그래도 사람 욕심은 끝이 없는지 더 노력해야지.,Pro_07200,Pro_07200_00006,E69,S08_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-028987,train,노년,남성,대인관계,만성질환 유,분노,분노,ANGRY,폐가 좋지 않은데 옆에서 자꾸 담배를 피워. 내 몸이 더 안 좋아질까 봐 무서워. 그런 것 같아 최대한 그쪽으로 가지 않아야겠어.,Pro_09721,Pro_09721_00016,E10,S04_D01,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-020032,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,감사하는,HAPPY,일하다 아파 병원에 실려 갔을 때 바로 남편이 달려와 옆에 있어주어서 고마웠어. 응. 이렇게 자상한 사람이랑 사니 빨리 건강해져 남편에 보답하고 싶었어. 남편이 최고라고 칭찬해줘.,Pro_08632,Pro_08632_00021,E61,S07_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-030269,train,청소년,남성,학업 및 진로,해당없음,기쁨,감사하는,HAPPY,나 오늘 선생님한테 감사하려고 해. 내가 좋은 대학교 가기 위해 신경 많이 써주셨거든.,Pro_00232,Pro_00232_00002,E61,S02_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-015772,train,청년,여성,"진로,취업,직장",해당없음,상처,"가난한, 불우한",TIRED,왕복 세 시간 거리를 출퇴근을 하니까 너무 힘들고 피곤해. 회사 근처에 집값이 너무 비싸니까 여기서 왕복하는데 잘못해서 버스라도 놓치면 바로 지각이야. 회사 출근 시간보다 한 시간 일찍 도착한다고 생각하고 출근해야겠어.,Pro_05376,Pro_05376_00023,E45,S06_D02,True,auto-v2-context-plus-fatigue,True,auto-keep-physical-fatigue-seed,SAD,auto_v2,True
train-017394,train,청년,남성,"연애,결혼,출산",해당없음,불안,회의적인,ANXIOUS,아내가 남자와 자주 연락을 하는 것 같아 불안해. 아내에게 직접 물어보는 것이 쉽지 않아. 나 혼자 불안해하는 것보다는 확인을 하는 게 가장 좋은 방법인 것 같아.,Pro_03687,Pro_03687_00014,E36,S05_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-004189,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,느긋,HAPPY,드디어 바쁜 시기가 끝났어. 다음 주면 명절 연휴에 너무 홀가분하고 오히려 심심하네. 연휴가 길어서 못 만났던 친구도 만나고 쇼핑도 하고 싶네.,Pro_08997,Pro_08997_00001,E66,S10_D02,False,auto-v2-missing-signal,False,,HAPPY,auto_v2,False
train-032339,train,중년,여성,건강,해당없음,분노,노여워하는,ANGRY,요즘 몸이 안 좋아 보약을 사두었는데 그걸 남편이 다 먹어버렸어. 사주지는 못할망정 마누라 건강 때문에 먹는 걸 홀랑 먹어치우다니 기가 막혀. 평생 자기 몸 밖에 챙길 줄 모르는 인간이에요.,Pro_08829,Pro_08829_00018,E18,S09_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-028587,train,청년,여성,대인관계,해당없음,상처,"가난한, 불우한",SAD,나는 돈이 없는 게 지긋지긋해. 오늘 친구들이랑 점심 약속이 있는데 아르바이트비가 안 들어와서 약속에 갈 수가 없었어. 나는 언제쯤 돈 걱정 없이 약속을 잡아볼 수 있을까?,Pro_05136,Pro_05136_00008,E45,S04_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-036018,train,청소년,여성,학교폭력/따돌림,해당없음,분노,툴툴대는,ANGRY,그 애한테 무슨 일이 생기면 다 나를 지목한다니까. 나보고 챙겨주라는데 너무 귀찮은 경우가 있어! 그 애를 챙겨줄 사람은 나뿐이 없으니까.,Pro_01862,Pro_01862_00002,E11,S03_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-046196,train,노년,여성,대인관계,만성질환 무,당황,당황,ANXIOUS,아들 집에서 살고 있는데 돈을 못 버니 매일 내가 잘못 사는 거 같아. 매일 얻어먹고 얹혀사는 기분이야. 내가 집안일을 거들어서 조금이라도 집에 도움이 되면 좋을 거 같아.,Pro_11381,Pro_11381_00047,E50,S04_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-048765,train,청년,여성,대인관계,해당없음,불안,취약한,ANXIOUS,독립하고 싶은데 부모님이 나에게 장애가 있어서 독립하지 말라고 하셔. 부모님이 매우 반대하셔서 설득하기 힘들어. 하지만 부모님을 설득하고 싶어. 부모님과 진지하게 대화를 하면서 풀어나가야겠어.,Pro_05124,Pro_05124_00023,E33,S04_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-035228,train,청소년,남성,학교폭력/따돌림,해당없음,불안,당혹스러운,ANXIOUS,친구가 내게 길가의 오토바이를 훔치라고 말해서 많이 당혹스러웠어. 훔치면 경찰서에 갈까 봐 안 훔치면 친구와 멀어질까 봐 걱정되고 불안해. 내 마음을 친구에게 솔직하게 말해보려고.,Pro_00326,Pro_00326_00028,E35,S03_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-016656,train,노년,여성,대인관계,만성질환 무,기쁨,신뢰하는,CALM,그 과일장수는 항상 품질이 좋은 과일만 가져다 줘서 자주 가게 돼. 가격이 비싸긴 하지만 품질이 좋으니 믿고 먹고 있어. 가격을 조금 깎아달라고 하고 싶어. 하지만 안 된다고 하면 어쩔 수 없어.,Pro_11393,Pro_11393_00001,E62,S04_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-020353,train,중년,남성,"직장, 업무 스트레스",해당없음,슬픔,우울한,TIRED,이젠 내가 가진 업무지식은 옛 시대의 산물이 되어 버렸어. 자주 그리고 너무 빨리 바뀌는 업무환경에 적응을 잘 못하는 거 같아 힘들어. 정말 필사적으로 따라가기 위해 야근도 불사하며 노력하고 있어.,Pro_07395,Pro_07395_00008,E24,S10_D02,True,auto-v2-context-plus-fatigue,True,auto-keep-physical-fatigue-seed,SAD,auto_v2,True
train-006805,train,청년,남성,대인관계,해당없음,불안,당혹스러운,ANXIOUS,왜 이렇게 이기적인 사람이 많을 걸까? 여자친구 친구들 만나는 자리였는데 무례한 사람이 한 명 있었어. 말을 너무 막 하시더라고. 응. 다른 자리였으면 뭐라 했을 텐데 그러지도 못하고 중간에 껴서 힘들었어.,Pro_03566,Pro_03566_00033,E35,S04_D02,False,auto-v2-missing-signal,False,,ANXIOUS,auto_v2,False
train-011721,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,첫 아이가 건강하게 태어났어. 경험이 없어서 이런저런 걱정이 많았는데 정말 다행이야.,Pro_03718,Pro_03718_00036,E67,S05_D02,False,auto-v2-missing-signal,False,,CALM,auto_v2,False
train-019170,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,우울한,SAD,회사에서 젊은 직원들을 따라 잡기가 힘들어. 슬퍼. 젊은 직원들처럼 잘 하고 싶어. 젊은 직원들과 자주 소통을 해서 배워야겠어.,Pro_08955,Pro_08955_00028,E24,S10_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
train-023138,train,중년,남성,"직장, 업무 스트레스",해당없음,불안,스트레스 받는,TIRED,야근에 회식까지 회사에 시간이 너무 많이 빼앗기는 것 같아서 스트레스가 많아. 이직 전 회사도 회식이 너무 잦아서 힘들었는데 여기도 다를 바가 없네. 말도 꺼내기 힘들어서 조용히 나왔어. 이번 직장에서는 적당히 치고 빠져야겠어.,Pro_07403,Pro_07403_00016,E32,S10_D02,True,auto-v2-context-plus-fatigue,True,auto-keep-physical-fatigue-seed,ANXIOUS,auto_v2,True
train-015110,train,청년,남성,"연애,결혼,출산",해당없음,분노,악의적인,ANGRY,요즘 집안일 때문에 기분이 별로인데 자꾸 여자친구한테 그걸 풀고 있어. 사랑하긴 하는데 옆에 있으니까 자꾸 거슬리고 짜증이 나더라고. 복싱으로 스트레스를 푸는 게 좋은 것 같아.,Pro_03666,Pro_03666_00018,E15,S05_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-006609,train,청년,남성,"진로,취업,직장",해당없음,분노,노여워하는,ANGRY,면접에 있었던 상황들을 생각하니 너무 화가 나네. 면접을 봤는데 면접관이 나를 너무 싫어했어. 나한테 면접 질문을 할 때 짜증을 많이 내더라고.,Pro_03789,Pro_03789_00006,E18,S06_D02,False,auto-v2-missing-signal,False,,ANGRY,auto_v2,False
train-044158,train,청년,여성,대인관계,해당없음,분노,좌절한,SAD,저렇게나 잘해주시는 부모님으로부터 독립해서 잘 살 수 있을까? 너무 혼란스러워. 이제 슬슬 독립해야 하는데 독립하면 혼자 잘 못 지낼 것 같아서 고민이 돼. 부모님과 독립에 대해서 진솔한 대화를 나눠보고 싶어.,Pro_05103,Pro_05103_00035,E12,S04_D02,False,auto-v2-missing-signal,False,,SAD,auto_v2,False
