sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code
train-046178,train,청소년,남성,가족관계,해당없음,당황,혼란스러운,ANXIOUS,부모님께서 교육에 너무 신경 쓰셔서 홧김에 대들었는데 너무 후회돼. 이 무거운 마음을 어떻게 해야 할지 모르겠어. 내가 잘못한 거니까 내가 먼저 사과드려야겠어.,Pro_00110,Pro_00110_00018,E59,S01_D02
train-046319,train,청년,여성,대인관계,해당없음,불안,취약한,ANXIOUS,나도 이제 독립을 하려는데 엄마가 말리셔서 혼란스러워. 나는 어른이라고 생각하는데 엄마는 내가 아직 애 같으신가 봐. 내가 내 방 하나도 제대로 안 치워서 더 그런 것 같아. 앞으로 청소를 잘해야겠어.,Pro_05124,Pro_05124_00010,E33,S04_D02
train-031202,train,노년,남성,"건강,죽음",만성질환 유,불안,초조한,ANXIOUS,오늘 엠알아이를 촬영하고 왔어. 아직 결과가 안 나와서 기다리고 있어. 마음을 편하게 하고 기다리는 것이 좋을 것 같아. 이상이 없었으면 좋겠어.,Pro_10590,Pro_10590_00011,E39,S11_D01
train-044083,train,청년,여성,"진로,취업,직장",해당없음,불안,초조한,ANXIOUS,편입을 준비하고 있는데 너무 짜증 나. 나와 같은 학교를 준비하는 친구가 너무 월등해. 신경 쓰지 않으려고 해도 계속 친구와 비교하게 돼. 정신적으로 지쳐. 친구와의 연락을 잠시 멈춰야겠어. 지금은 내가 친구의 고민 상담자가 되어 줄 수 없어.,Pro_05370,Pro_05370_00049,E39,S06_D02
train-029844,train,청소년,여성,가족관계,해당없음,불안,걱정스러운,ANXIOUS,동생이 아무래도 학교에서 따돌림 당하는 것 같아. 당장 동생에게 내일이라도 무슨 일 있냐고 물어봐야겠어.,Pro_01648,Pro_01648_00012,E37,S01_D02
train-031520,train,중년,남성,"재정,은퇴,노후준비",해당없음,불안,조심스러운,ANXIOUS,중년인 나이에 은퇴를 해도 될까 싶어. 은퇴를 하고 쉬고 싶은데 좀 조심스럽네.,Pro_07169,Pro_07169_00016,E38,S08_D02
train-037587,train,청소년,여성,가족관계,해당없음,불안,조심스러운,ANXIOUS,남동생이 요새 사춘기라 말 걸기도 조심스러워. 응. 무슨 이야기만 하면 성질을 내더라고. 나도 그런 경우가 있었으니 이해해야지.,Pro_01649,Pro_01649_00008,E38,S01_D02
train-015521,train,중년,남성,건강,해당없음,불안,조심스러운,ANXIOUS,아내가 주는 약을 먹었어. 무슨 약인지 잘 모르겠어. 내 병이 심각해진 건지 누구에게 물어봐야 할까? 의사선생님께 무슨 약인지 물어봐야겠어.,Pro_07289,Pro_07289_00004,E38,S09_D02
train-049075,train,청소년,남성,가족관계,해당없음,불안,스트레스 받는,ANXIOUS,여자친구가 막무가내로 같이 미술학과에 가자고 해서 결국 싸우고 말았어. 나는 내가 미술에 재능이 있는지 모르겠어. 실력도 늘지 않아서 흥미도 잃었거든. 아무래도 같은 학교에 가는 것을 목표로 다시 계획을 세우자고 이야기해 봐야겠어.,Pro_00083,Pro_00083_00033,E32,S01_D02
train-012267,train,청년,여성,대인관계,해당없음,불안,혼란스러운,ANXIOUS,친구가 그렇게 행동하는 의도를 모르겠어. 겉으론 웃고 있는데 속으론 다른 생각을 품고 있는 것 같아. 응. 도대체 뭔 생각을 하는 애인지 모르겠네! 도통.,Pro_05125,Pro_05125_00050,E34,S04_D02
train-048582,train,청소년,남성,가족관계,해당없음,불안,당혹스러운,ANXIOUS,내가 아무리 시험을 망쳐도 우리 부모님은 관심이 없어. 그래서 더욱 공부를 안 하게 돼. 내가 좋은 성적을 받아도 우리 부모님은 관심이 없을 거야. 내일 부모님께 나의 솔직한 심정을 얘기해볼 거야.,Pro_00086,Pro_00086_00010,E35,S01_D02
train-016873,train,청년,여성,"연애,결혼,출산",해당없음,불안,불안,ANXIOUS,야근 때문에 귀가가 늦어지면 일단 아이가 너무 걱정돼서 불안해. 아이가 유치원에 남아서 울거나 혼자 유치원 밖으로 나가는 건 아닌지 걱정이 돼. 야근이 있는 날에는 미리 유치원 선생님께 늦은 시간까지 아이를 부탁한다고 말씀드릴 생각이야.,Pro_05241,Pro_05241_00040,E30,S05_D02
train-031699,train,중년,남성,"직장, 업무 스트레스",해당없음,불안,불안,ANXIOUS,직장에서 해고 당할까봐 불안해. 구조 조정에 들어간다고 해.,Pro_07401,Pro_07401_00009,E30,S10_D02
train-015322,train,노년,남성,재정,만성질환 유,불안,취약한,ANXIOUS,병원비 때문에 자금 여력이 안 되는데 대출금을 갚으라는 독촉 문자를 보니 너무 불안해. 문자를 볼 때마다 마음의 짐이 여러 개씩 더 얹어지는 기분이야. 지금은 상황이 급하니 주변 사람들에게 돈을 빌려서라도 갚아야겠어.,Pro_10824,Pro_10824_00006,E33,S13_D01
train-028906,train,청년,남성,"진로,취업,직장",해당없음,분노,안달하는,ANXIOUS,정말 가고 싶은 기업에 자소서를 제출했는데 결과가 언제 나올까? 공지에 따르면 다음 주 월요일에 나온다는데 그 전에 먼저 나올 거 같아. 꼭 붙어야 할 텐데 빨리 결과가 나왔으면 좋겠다. 다른 일이 손에 안 잡혀.,Pro_03787,Pro_03787_00032,E16,S06_D02
train-015320,train,노년,남성,재정,만성질환 유,불안,취약한,ANXIOUS,전에는 몰랐는데 병에 걸리고 보니 지금 모아둔 돈으로는 얼마 가지 못한단 걸 깨달았어. 좀 불안하네. 병 때문에 일자리를 구하기도 힘든데 이럴 줄 알았으면 더 많이 모아둘 걸 그랬어. 몸에 무리가 안가는 일자리를 찾거나 정 방법이 없으면 가족들에게 돈을 빌려야겠어.,Pro_10824,Pro_10824_00014,E33,S13_D01
train-031368,train,청소년,여성,학교폭력/따돌림,해당없음,당황,혐오스러운,ANXIOUS,학교폭력 가해자 애들을 보면 정말 사람이 아닌 것 같아. 성폭행까지 저지르고 떳떳한 걸 보면 혐오스러워.,Pro_01908,Pro_01908_00027,E57,S03_D02
train-002628,train,청년,남성,대인관계,해당없음,불안,스트레스 받는,ANXIOUS,친구들이 은근히 나를 따돌리는 것 같아서 불만이야. 그냥 여러 일이 있었어. 이 문제를 누구와 상의를 해볼까?,Pro_03563,Pro_03563_00023,E32,S04_D02
train-021157,train,청년,남성,대인관계,해당없음,불안,두려운,ANXIOUS,휴가 이후에 출근했더니 회사 분위기가 이상해졌어. 잘은 모르지만 직원들끼리 서로 의견이 안 맞아 감정이 상한 것 같아. 그랬나 봐. 서로 좀 양보하고 해야 하는데 이번은 좀 각자 주장이 강한 거 같아.,Pro_03562,Pro_03562_00027,E31,S04_D02
train-026586,train,청년,남성,"연애,결혼,출산",해당없음,불안,취약한,ANXIOUS,내가 곧 결혼하게 됐거든. 그런데 내가 장이 너무 예민해서 방귀가 자주 나와. 이걸 어떻게 해결해야 하나. 응. 아직 방귀를 튼 사이가 아니라 창피해서 말을 못 했어. 일단 유산균을 복용하고 안 되겠으면 솔직하게 얘기를 할까 하는데 어떻게 생각해?,Pro_03684,Pro_03684_00005,E33,S05_D02
train-048390,train,노년,남성,재정,만성질환 유,불안,걱정스러운,ANXIOUS,점점 나이가 들어가는데 노후 준비가 안 되어 있어서 불안하고 답답해. 여기저기 몸도 아프고 조금씩 저축해야지 다짐하다가도 마음처럼 잘 안돼. 주위 사람이나 전문가에게 상담을 받아봐야겠어.,Pro_10828,Pro_10828_00036,E37,S13_D01
train-021156,train,청년,남성,대인관계,해당없음,불안,두려운,ANXIOUS,덤벙대는 신입 사원이 큰 사고를 치게 될까 불안한데 어떡하지? 그러게. 앞으로 잘 챙겨봐야 할 것 같아서 늘 신경이 쓰여. 인내심을 갖고 일단 교육을 먼저 잘 시켜야지.,Pro_03562,Pro_03562_00008,E31,S04_D02
train-020661,train,청년,여성,"연애,결혼,출산",해당없음,당황,혐오스러운,ANXIOUS,성폭행 당해 아이를 임신 했다는 사실이 나를 미치게 해. 그렇다고 누구에게 얘기를 할 수도 없고 죽고만 싶어. 병원에 가는 게 나에게 도움이 될까?,Pro_05268,Pro_05268_00018,E57,S05_D02
train-047624,train,청년,여성,대인관계,해당없음,불안,회의적인,ANXIOUS,고등학교를 졸업하고 인생의 목표가 없어서 무기력해져. 더 나은 목표를 찾아서 행동해야 하는데 아무것도 하고 싶지가 않아. 부모님께 내 상태를 말씀드리고 조언을 얻으려고.,Pro_05127,Pro_05127_00002,E36,S04_D02
train-023485,train,중년,여성,"재정,은퇴,노후준비",해당없음,불안,걱정스러운,ANXIOUS,딸이 식당 일을 하는 나를 창피해할까 걱정이야. 어떻게 해야 딸이 창피해하지 않을지 고민이야. 창피한 일이 아니라고 부끄러워하지 말라고 말해줘야지.,Pro_08728,Pro_08728_00026,E37,S08_D02
train-007882,train,노년,남성,대인관계,만성질환 무,불안,스트레스 받는,ANXIOUS,친구 아들 결혼식에 갔는데 어떤 친구가 갑자기 나더러 많이 늙었다고 하더군. 요즘 머리카락이 좀 빠지는데 그게 늙어 보였나 봐 늙었다는 말이 제일 스트레스 받거든.,Pro_09803,Pro_09803_00038,E32,S04_D02
train-024549,train,노년,남성,대인관계,만성질환 무,불안,걱정스러운,ANXIOUS,딸과 아들 둘 다 결혼을 하지 않으려고 해서 걱정돼. 결혼은 돈 낭비라며 미혼으로 살면서 돈을 많이 벌어 효도하겠다는데 나는 그런 걸 원하지 않아. 혼자 살면 외롭고 무엇보다도 손주를 보고 싶다고 말을 해야겠어.,Pro_09808,Pro_09808_00004,E37,S04_D02
train-011735,train,청년,남성,"연애,결혼,출산",해당없음,불안,초조한,ANXIOUS,마누라가 이제 출산할 시기가 다 돼가서 어제 병원에 갔는데 별문제 없겠지? 조마조마해. 마음이 건강하게 출산했으면 하는 바람이 들거든. 아내가 좋아하는 음식을 사주고 옆에 같이 있어 주려고 노력해볼게.,Pro_03690,Pro_03690_00008,E39,S05_D02
train-048029,train,노년,남성,"건강,죽음",만성질환 무,불안,혼란스러운,ANXIOUS,티브이에서 본 노년기 만성질환 사례가 나인 것 같아서 불안하고 초조해. 분명히 맞는데 내가 이해를 잘 못 해서 그걸 설명할 방법이 없어. 일단은 노인정에서 자문을 구하는 것도 방법인 것 같아.,Pro_10645,Pro_10645_00028,E34,S11_D02
train-007031,train,청년,남성,"진로,취업,직장",해당없음,불안,걱정스러운,ANXIOUS,나 드디어 취업에 성공했어! 근데 걱정이 많아. 직장에 들어가면 사회생활이 중요한데 내가 잘할 수 있을까?,Pro_03808,Pro_03808_00002,E37,S06_D02
train-006662,train,중년,여성,"직장, 업무 스트레스",해당없음,불안,취약한,ANXIOUS,이번에 새로운 직장에 들어갔는데 걱정이야. 응. 일하게 된 건 좋은데 처음 해보는 일이라 잘 할 수 있을지 모르겠어. 사람들 응대하는 일인데 설명은 자신 있는데 사람 얼굴 기억하는 건 자신이 없어. 아무래도 사람들을 잘 기억도 해야 하는 일이거든.,Pro_08964,Pro_08964_00014,E33,S10_D02
train-008028,train,청년,여성,"진로,취업,직장",해당없음,불안,혼란스러운,ANXIOUS,내가 이번에 맡은 일을 잘할 수 있을까? 잘 못 할 것 같은데 포기해야 하나? 그러니까 말이야. 사실 내가 하고 있던 일과 비슷한데 난도가 너무 높아서 자신감이 없어졌어. 더 공부하고 선배들에게 조언을 얻으려고 해.,Pro_05365,Pro_05365_00012,E34,S06_D02
train-031590,train,노년,여성,재정,만성질환 무,당황,당황,ANXIOUS,노후준비로 든든하게 믿었던 집값인데. 이렇게 떨어질 줄은 몰랐어. 은퇴하고 그거 하나 믿고 있었는데 어찌해야 할지 모르겠어.,Pro_12461,Pro_12461_00009,E50,S13_D02
train-034329,train,청소년,남성,학업 및 진로,해당없음,불안,두려운,ANXIOUS,친구랑 뒷골목에서 몰래 담배를 피웠는데 선생님에게 걸렸어. 혼날 것 같아. 제발 부모님께 말하지 말아 달라고 싹싹 빌려고. 어차피 부모님이 알게 되실 것 같으니 부모님에게 먼저 말해야겠어.,Pro_00202,Pro_00202_00029,E31,S02_D02
train-002041,train,노년,여성,재정,만성질환 유,불안,초조한,ANXIOUS,건강과 돈 문제 때문에 정말 불안하다. 만성 질환이 있다가 보니 돈도 많이 들어서 이제는 돈이 없어.,Pro_12390,Pro_12390_00002,E39,S13_D01
train-044131,train,노년,여성,대인관계,만성질환 무,당황,당황,ANXIOUS,이 양반하고 이제 이혼을 했어. 이혼을 안 해야 했는데 자식들에게 잘못한 것 같아. 자식들을 위해서 이혼을 안 하고 싶었지만 참을 수 없었어. 내가 더 참았어야 했는데. 이미 갈라섰으니 다시 만날 수는 없겠지. 자식들에게 조금이라도 더 잘해주어야겠어.,Pro_11381,Pro_11381_00069,E50,S04_D02
train-003074,train,중년,남성,건강,해당없음,불안,걱정스러운,ANXIOUS,나만 건강 관리를 안 하는 것 같아서 걱정스러워. 나는 운동할 시간도 없어. 나만 뒤처지는 것 같아.,Pro_07288,Pro_07288_00015,E37,S09_D02
train-013125,train,청년,여성,"연애,결혼,출산",해당없음,불안,혼란스러운,ANXIOUS,애인 집에 놀러 갔는데 전 여자 친구와 찍은 사진을 아직도 보관하고 있어. 많이 혼란스러워. 애인에게 어떻게 얘기해야 할지 고민 중이야. 애인에게 솔직하게 내 심정을 얘기해서 해결을 해야 될 것 같아.,Pro_05245,Pro_05245_00021,E34,S05_D02
train-029249,train,노년,여성,대인관계,만성질환 유,당황,당황,ANXIOUS,어제 동창회에서 아픈 사람은 장수하면 힘들다고 했다가 친구랑 싸웠는데 아무래도 사과를 해야겠어. 직접 만나서 미안하다고 말하면서 선물을 주면 친구 마음이 풀리지 않을까?,Pro_11321,Pro_11321_00018,E50,S04_D01
train-020552,train,청소년,여성,가족관계,해당없음,당황,혼란스러운,ANXIOUS,우리 집이 곧 이사를 가게 됐다고 하네. 지금 너무 머리가 아파. 또 낯선 곳으로 옮겨가서 살아야 된다는 것이 두려워. 아빠한테 새로 이사를 갈 곳에 대한 정보를 미리 들으면 조금 나아질 거야.,Pro_01670,Pro_01670_00044,E59,S01_D02
train-040831,train,노년,여성,재정,만성질환 무,불안,초조한,ANXIOUS,난 정말 화가 나 열심히 일했지만 아부 잘하는 직원은 남고 나는 권고사직 당했어. 누가 봐도 성과는 내가 더 좋았거든. 인사팀에 항의해볼까도 생각했지만 안될 것 같아.,Pro_12450,Pro_12450_00014,E39,S13_D02
train-041838,train,노년,남성,대인관계,만성질환 무,불안,혼란스러운,ANXIOUS,하루종일 동동거리고 앉아있지를 못해. 그런가봐. 불안해서 가만히 있질 못하겠어. 말해봤는데 내가 번잡스럽다고 다들 날 피하지 뭐야.,Pro_09805,Pro_09805_00034,E34,S04_D02
train-014613,train,노년,남성,대인관계,만성질환 무,불안,스트레스 받는,ANXIOUS,회비를 걷어 여행을 가기로 했는데 한 친구가 직전에 돈이 없다며 파토를 내서 스트레스 받아. 전부터 정말 기대해온 여행인데 지금까지의 노력이 모두 물거품이 됐어. 우리가 그 친구의 회비를 조금씩 부담해보려고 해.,Pro_09803,Pro_09803_00046,E32,S04_D02
train-018147,train,노년,여성,재정,만성질환 무,불안,회의적인,ANXIOUS,글쎄 옆집 총각이 나한테 친절한 이유가 돈 때문인 것 같아. 돈 생각해서 잘 해준 거였다니. 우리 손자 같아서 잘해주고 정도 들었는데 그런 속셈은 몰랐어. 윗집 할머니와 이야기를 나누면 괜찮아 질 것 같아. 요즘 너무 쓸쓸해서.,Pro_12447,Pro_12447_00002,E36,S13_D02
train-015215,train,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,회의적인,ANXIOUS,아이들 교육을 위해서 미국으로 이민을 가고 싶은데 남편이 원하지 않아. 남편은 아이들이 꼭 한국에서 교육을 받아야 한다고 그래. 술 한잔하면서 둘이서 대화를 나눠봐야겠어.,Pro_08607,Pro_08607_00027,E36,S07_D02
train-026592,train,청년,남성,대인관계,해당없음,불안,회의적인,ANXIOUS,내일 결혼식이야. 사람들이 많이 참석해야 할 텐데. 글쎄 엄청 조금 올 거 같아. 내가 대인관계가 별로 좋지가 않아서.,Pro_03567,Pro_03567_00016,E36,S04_D02
train-020450,train,노년,남성,재정,만성질환 무,분노,안달하는,ANXIOUS,사놓은 집값이 계속 떨어지고 있어서 불안해. 얼마 전에 노후대비로 사놓은 집인데 집값이 떨어지니까 화도 나. 아직 모르니까 조금 더 지켜보고 현명하게 판단해야겠어.,Pro_10867,Pro_10867_00026,E16,S13_D02
train-010478,train,청년,남성,"진로,취업,직장",해당없음,당황,당황,ANXIOUS,요즘 취업을 어디로 해야 할지 고민이야. 자꾸 낙방하게 돼서 당황스러워. 긍정적인 생각을 해야 할 거 같아. 활동적인 것을 하면 기분이 풀어지거든.,Pro_03821,Pro_03821_00021,E50,S06_D02
train-043613,train,중년,여성,건강,해당없음,불안,회의적인,ANXIOUS,병원에서 정밀 검사를 받아야 한다는 데 너무 불안해. 큰 병이면 어쩌지? 너무 무서워서 병원에 가고 싶지 않아. 그래도 검사를 받고 정확하게 어디가 안 좋은지 알아봐야겠어.,Pro_08847,Pro_08847_00020,E36,S09_D02
train-017118,train,노년,남성,재정,만성질환 유,불안,두려운,ANXIOUS,약을 타야 해서 아들에게 돈을 달라고 해야 하는데 좀 무서워. 계속해서 손 벌리는 게 미안하기도 하고 아들이 부담스러울까 봐 두렵기도 해. 약을 먹고 난 뒤 다 나아서 아들이 좋아하는 모습을 생각 해야겠어.,Pro_10822,Pro_10822_00004,E31,S13_D01
train-039178,train,노년,여성,대인관계,만성질환 무,불안,걱정스러운,ANXIOUS,오래 사용하여 고장 난 세탁기를 새로 샀어. 쓰던 통돌이 세탁기가 익숙한데 아이들 의견대로 신형 드럼 세탁기로 교체를 했지. 그렇긴 한데 아직 사용법을 숙지하지 못해 자꾸 실수하네. 곧 사용에 익숙해질까?,Pro_11368,Pro_11368_00053,E37,S04_D02
train-032863,train,청년,여성,대인관계,해당없음,분노,안달하는,ANXIOUS,같은 과 선배가 나를 못 뜯어 먹어서 안달난 거 같아. 최근에 다른 과 선배랑 교양 과제 때문에 자주 봤거든. 근데 과 선배가 이 선배를 좋아한다고 하더라고. 나랑 그 선배는 사귀는 것도 아니고 그냥 과제 한 게 다인데.,Pro_05107,Pro_05107_00001,E16,S04_D02
train-021949,train,청년,남성,대인관계,해당없음,당황,혐오스러운,ANXIOUS,직원들 월급은 밀리고 있는데 사장이 여행 갔다고 자랑해서 짜증나. 여행을 다녀온 사장이 너무 짜증나고 밀린 월급을 어서 받고 싶어. 직원들이랑 상의를 해서 사장한테 밀린 월급을 받아내야겠어.,Pro_03588,Pro_03588_00042,E57,S04_D02
train-015696,train,노년,여성,대인관계,만성질환 유,당황,부끄러운,ANXIOUS,우울증 때문에 약을 먹었더니 그 영향으로 살이 많이 쪄서 내일 동창들 보기가 부끄러워. 오랜만에 만나는 건데 이런 모습이라니 너무 신경 쓰여. 이미 쪄버린 살 그만 생각하고 최대한 밝은 마음으로 만나야겠어.,Pro_11327,Pro_11327_00012,E56,S04_D01
train-009580,train,중년,남성,건강,해당없음,불안,두려운,ANXIOUS,오늘 건강 검진을 받고 왔는데 좀 두려워. 느껴지는 건 없는데 그동안 건강 관리에 너무 소홀했거든. 운동도 하고 식단 관리도 해야겠지?,Pro_07282,Pro_07282_00016,E31,S09_D02
train-016328,train,청소년,여성,가족관계,해당없음,당황,당황,ANXIOUS,오늘 학교에서 돌아와 내 방을 열었더니 엄마가 계서서 당황했어. 어제 성적표가 나와서 숨겨놨는데 알고 계실까 무서워. 엄마의 주의를 돌려야겠어. 배가 아프다고 해야겠어. 어릴 때부터 자주 배가 아팠거든.,Pro_01661,Pro_01661_00025,E50,S01_D02
train-050464,train,청년,남성,대인관계,해당없음,불안,혼란스러운,ANXIOUS,언제까지 부모님을 의지할 수는 없는데 당장 돈을 벌 자신도 없어서 걱정이야. 부모님도 많이 힘들다고 하셔서 일은 해야 하는데 어떤 일을 하면 좋을지 모르겠어. 하루 단기 알바나 재택근무를 하면서 알바 경험을 늘려야겠어.,Pro_03565,Pro_03565_00035,E34,S04_D02
train-013361,train,청소년,여성,학업 및 진로,해당없음,불안,스트레스 받는,ANXIOUS,수능 끝나면 홀가분하게 친구들이랑 여행가고 싶었는데 재수하게 되었어. 마음을 다 잡고 공부 시작해야 하는데 공부가 손에 안 잡히네. 공부를 열심히 해서 수능을 잘 봐야겠지.,Pro_01763,Pro_01763_00013,E32,S02_D02
train-050192,train,청소년,남성,가족관계,해당없음,당황,혼란스러운,ANXIOUS,부모님께 간섭하지 말라고 화낸 게 후회돼. 학교에서 친구랑 싸워서 화가 나 있었거든. 그때 화가 나서 간섭하지 말라고 심하게 말했다고 사과드려야겠어.,Pro_00110,Pro_00110_00017,E59,S01_D02
train-051471,train,중년,남성,"직장, 업무 스트레스",해당없음,불안,초조한,ANXIOUS,요즘 회사에서 윗선에서 담당할 일을 내가 맡아서 너무 짜증이 나. 업무 시간이 배로 늘어서 아내와 아이들한테 잘 해주지도 못해서 더 스트레스야. 업무 역할에 대해서 상사랑 면담을 해 보려고 해.,Pro_07410,Pro_07410_00012,E39,S10_D02
train-001851,train,청년,남성,"진로,취업,직장",해당없음,불안,스트레스 받는,ANXIOUS,취업했는데 상사가 날 일부로 괴롭혀서 힘들어. 자기 일을 나에게 다 맡기고 자기는 놀러 다녀. 그리고 다 끝내면 자기가 한 것처럼 보고해.,Pro_03803,Pro_03803_00027,E32,S06_D02
train-006060,train,중년,여성,"대인관계(부부, 자녀)",해당없음,분노,안달하는,ANXIOUS,아들이 중간고사가 내일부터인데 도대체 공부는 하지 않고 계속 게임만 하고 있어. 애가 성격도 느긋하고 급한 게 없어. 시험공부 하란 말도 안 듣고. 너무 답답하지. 당장 내일이 시험인데 내가 더 조급해지는 것 같아.,Pro_08587,Pro_08587_00025,E16,S07_D02
train-010689,train,청년,남성,"연애,결혼,출산",해당없음,불안,걱정스러운,ANXIOUS,결혼을 준비 중인데 집 마련 때문에 걱정이 많아. 아파트 매매를 알아보고 있어. 그런데 가격이 너무 비싸. 맞아. 전세는 나중에 이사해야 하니까 매매를 하고 싶어.,Pro_03688,Pro_03688_00003,E37,S05_D02
train-037000,train,중년,남성,"대인관계(부부, 자녀)",해당없음,당황,혼란스러운,ANXIOUS,아들이 여자친구를 소개하는데 아이를 가져다는 말에 굉장히 당황했어. 싫은건 아닌데 느낌이 이상해서. 어떻게 해야 할지 고민중이야.,Pro_07070,Pro_07070_00011,E59,S07_D02
train-048795,train,청소년,여성,가족관계,해당없음,당황,당황,ANXIOUS,남자 친구와 내 사소한 오해로 다투고 말 안 한 지 오래되었어. 내 잘못이야. 다투고 일찍 사과를 했어야 했는데 괜히 자존심 세워 남자 친구를 잃게 될까 봐 죄책감이 느껴져. 이제라도 미안하다고 용기를 내서 말하고 대화의 시간을 가져야겠어.,Pro_01661,Pro_01661_00006,E50,S01_D02
train-031560,train,청소년,남성,가족관계,해당없음,당황,혼란스러운,ANXIOUS,부모님이 나를 좋아하는지 혼란스러워. 가끔씩 나를 없는 사람 취급을 해.,Pro_00110,Pro_00110_00026,E59,S01_D02
train-006062,train,중년,여성,"직장, 업무 스트레스",해당없음,당황,혼란스러운,ANXIOUS,이번 주말에 당직하는데 근무 사원이 시간이 되어도 오지를 않았어. 어이가 없었지. 정말 당황했지. 전화해보니까 서울에 있지도 않더라고. 처음 겪어보는 상황이어서 어떻게 처리해야 할지 정말 머리 아팠어.,Pro_08990,Pro_08990_00018,E59,S10_D02
train-009207,train,청년,여성,"연애,결혼,출산",해당없음,당황,혼란스러운,ANXIOUS,한 번뿐인 결혼식인데 후회 없는 선택 하고 싶은데 여러모로 갈팡질팡하게 되네. 결혼하면 행복하려나? 응 맞아. 조금 더 신중하게 생각하고 선택해야겠어.,Pro_05270,Pro_05270_00048,E59,S05_D02
train-033670,train,청년,여성,"진로,취업,직장",해당없음,당황,당황,ANXIOUS,자기소개서를 엉뚱한 곳에 보낸 것을 알았어! 어제 취업 응모 때문에 메일함을 확인하는데 다른 회사에 작성한 걸 보낸 거 있지? 어쩌면 좋지?,Pro_05381,Pro_05381_00040,E50,S06_D02
train-000628,train,청년,여성,"진로,취업,직장",해당없음,당황,남의 시선을 의식하는,ANXIOUS,친구가 대기업에 합격한 나를 멀리할까 봐 친구한테 티를 내지 않았어. 친구가 다른 사람한테 들으면 더 기분 나쁠 것 같은데 어쩌지? 말 안 해도 알아낼 것 같으니 사실대로 말하는 게 좋겠어.,Pro_05383,Pro_05383_00039,E52,S06_D02
train-025099,train,노년,여성,"건강,죽음",만성질환 유,당황,당황,ANXIOUS,당뇨 수치가 갑자기 나빠져서 걱정되고 당황스러워. 저번 주까지만 해도 좋아지고 있었는데 이러다 건강이 더 안 좋아질까 봐 무서워. 병원에 들러서 의사에게 상담을 받아야겠어.,Pro_12161,Pro_12161_00010,E50,S11_D01
train-008817,train,청년,여성,"진로,취업,직장",해당없음,불안,초조한,ANXIOUS,이번에 난 어디에 취업 될까? 취업 준비 중인데 취업이 하나도 안 될까 초조해. 취업 결과가 나올 때까지 운동이나 하면서 생각을 안 하려고.,Pro_05370,Pro_05370_00037,E39,S06_D02
train-009776,train,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,스트레스 받는,ANXIOUS,남편이랑 불화 때문에 스트레스받아 죽겠어. 남편이 은퇴 후로 성격이 너무 예민해졌어. 남편 은퇴한 일은 예민한 문제라 누구에게 얘기하는 것도 조심스러워.,Pro_08603,Pro_08603_00014,E32,S07_D02
train-005321,train,청년,남성,"진로,취업,직장",해당없음,불안,회의적인,ANXIOUS,이력서를 제출하는 것도 이제 너무 지쳐. 내가 제출한 이력서를 읽어나 보는 건지 잘 모르겠어.,Pro_03807,Pro_03807_00020,E36,S06_D02
train-048688,train,중년,남성,"대인관계(부부, 자녀)",해당없음,불안,두려운,ANXIOUS,다리를 다치면서 자식들에게 얹혀살게 되었는데 집에 들어가기가 무섭고 긴장돼. 자식들에게 살가운 아버지가 아니어서 앞으로 어떻게 지내야 할지 모르겠어. 생각만 하는 게 아니라 짧은 대화를 하면서 자식들에게 행동으로 보여주고 싶어.,Pro_07042,Pro_07042_00011,E31,S07_D02
train-019296,train,중년,남성,건강,해당없음,불안,걱정스러운,ANXIOUS,어젯밤 바이크를 타다가 사고가 났는데 부상상태를 들으니 꽤 심각하더군. 혹시라도 몸 어디 하나가 평생 잘못되진 않을까 싶어서 어젯밤엔 잠도 설쳤어. 불안해한다고 상태가 호전되는 것도 아니니까 차분히 마음을 가다듬는 게 좋겠어.,Pro_07288,Pro_07288_00037,E37,S09_D02
train-032945,train,중년,여성,"재정,은퇴,노후준비",해당없음,불안,걱정스러운,ANXIOUS,오늘도 명예 퇴직자를 신청하라고 하는데 신청자가 많이 없어서 강제로 팀별로 할당할 것 같아. 아직 아이도 어리고 노후 준비도 제대로 안 된 상태인데 강제 퇴직 될까 봐 걱정이야.,Pro_08728,Pro_08728_00039,E37,S08_D02
train-037321,train,청소년,여성,가족관계,해당없음,당황,부끄러운,ANXIOUS,학교 과제로 가족 사진을 찍어 오라는데 많은 나이가 많아서 수치스러워. 벗들이 놀릴 것 같아요. 응 걱정이 되네. 숙제는 해야겠고 큰일이야.,Pro_01667,Pro_01667_00068,E56,S01_D02
train-017037,train,중년,남성,"대인관계(부부, 자녀)",해당없음,불안,불안,ANXIOUS,아내가 수술실에 들어갔는데 너무 초조해. 별 일 없이 수술은 잘 끝나겠지만 그래도 수술이니까 걱정이 많이 돼. 수술 잘 끝나게 해달라고 기도라도 열심히 하면서 기다려야겠어.,Pro_07041,Pro_07041_00009,E30,S07_D02
