sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,manual_relabel_reason
train-021135,train,청소년,여성,가족관계,해당없음,불안,걱정스러운,ANXIOUS,동생이 부모님 몰래 담배를 피우는 것 같아 걱정이야. 얘기 했는데도 말을 안 들어. 부모님이 너무 놀라실까 봐서 말을 못했는데 한번 상의 해봐야겠다.,Pro_01648,Pro_01648_00011,E37,S01_D02,
train-039554,train,노년,남성,"건강,죽음",만성질환 무,당황,부끄러운,ANXIOUS,내가 병 때문에 누워 있으니 낮에 일하고 들어와 밥하고 내 뒤치다꺼리까지 하는 마누라는 보면 마음이 너무 울적해. 순환계 호흡기 다 안 좋아 질병이 여러 가지야. 오십 대 후반부터 그랬는데 지금은 거의 거동이 힘들 정도로 악화하였어. 병원 신세를 엄청나게 지고도 그렇네. 내가 일어설 수 있다는 희망을 줘야 하는데 그것이 안 되니 마누라 마음은 어떻겠어? 처지가 이러니 한 번씩 화를 내면 마누라는 꾹 삼키는 모습을 보이지.,Pro_10667,Pro_10667_00021,E56,S11_D02,
train-022424,train,청년,여성,"연애,결혼,출산",해당없음,불안,걱정스러운,ANXIOUS,최근 들어 시어머니가 잔병치레가 많으셔서 걱정이 많이 돼. 내가 해드릴 수 있는 일이 딱히 없는 것 같아서 좌불안석이야. 무엇보다 남편과 함께 방문하는 걸 좋아하시니 일단 자주 찾아 뵙는 게 좋을 것 같아.,Pro_05248,Pro_05248_00061,E37,S05_D02,
train-014689,train,노년,남성,대인관계,만성질환 무,당황,남의 시선을 의식하는,ANXIOUS,복지관이나 노인 학교 같은 곳을 찾아가는 게 아직은 좀 부끄러워. 사람들이 나를 너무 나이 든 사람으로 생각할 것 같아. 주변 친구들에게 함께 가자고 얘기해 봐야겠어.,Pro_09823,Pro_09823_00008,E52,S04_D02,
train-050780,train,청소년,남성,가족관계,해당없음,불안,두려운,ANXIOUS,여자친구랑 다퉜는데 연락하기가 겁나. 전화를 받지 않거나 상황이 더 안 좋아질 거 같아서 너무 긴장돼. 일단 문자로 얘기해봐야겠어.,Pro_00082,Pro_00082_00039,E31,S01_D02,
train-025472,train,노년,여성,재정,만성질환 유,불안,초조한,ANXIOUS,만성 질환이 있는데 상태가 악화되면 치료비를 감당하지 못할 것 같아. 가족들에게 부담이 될까 걱정 돼. 의사 선생님과 대화 해봐야겠어.,Pro_12390,Pro_12390_00016,E39,S13_D01,
train-036573,train,청소년,여성,가족관계,해당없음,불안,두려운,ANXIOUS,엄마와 아빠가 결별한대서 걱정돼. 그렇지는 않아. 평소엔 잘 지내시는데 오랜만에 음주를 하셨다가 부부싸움을 크게 하셨어. 이혼에 대한 이야기는 내일 마저 얘기하실 것 같아.,Pro_01642,Pro_01642_00017,E31,S01_D02,
train-050030,train,중년,남성,건강,해당없음,당황,남의 시선을 의식하는,ANXIOUS,늙은 나는 쓸모가 없는 것 같아서 너무 힘들어. 혼자서 일하는 아내에게 도움도 못 되어주고 미안한 마음뿐이야. 아내에게 덜 미안하게 집안일이라도 열심히 해놓으려고.,Pro_07303,Pro_07303_00025,E52,S09_D02,
train-006025,train,중년,여성,건강,해당없음,불안,스트레스 받는,ANXIOUS,요즘 스트레스가 너무 심해서 견디기 힘들어. 내가 예민한 성격인데 속 시끄러운 일이 있으면 소화가 안 되거든. 그게 너무 반복돼. 그것 때문에 병원 자주 가게 되는 것도 귀찮고.,Pro_08843,Pro_08843_00023,E32,S09_D02,
train-045783,train,청소년,여성,가족관계,해당없음,당황,남의 시선을 의식하는,ANXIOUS,대인기피증 때문에 병원에 내원하고 있는데 엄마 혼자 고생하시는 걸 보니 너무 죄책감이 들어. 응. 어릴 때부터 나를 혼자 키우셨는데 나는 계속 민폐만 끼치는 것 같아. 일단 병원 열심히 다녀서 낫는 게 우선인 것 같아.,Pro_01663,Pro_01663_00011,E52,S01_D02,
train-018983,train,중년,남성,건강,해당없음,불안,걱정스러운,ANXIOUS,마라톤이 내 취미였는데 폐 쪽이 안 좋아지면서 전처럼 마라톤을 할 수 있을지 걱정돼. 대회도 나가서 상도 타고 동호회도 했었는데 그리워. 아직 뛰는 건 무리고 조금씩 산책하면서 괜찮아지면 다시 운동을 시작할 거야.,Pro_07288,Pro_07288_00023,E37,S09_D02,
train-018273,train,노년,남성,재정,만성질환 유,불안,당혹스러운,ANXIOUS,카드 내역서를 보니 아내가 나 모르게 암 센터에 간 내역이 있어. 너무 불안해 무슨 일일까? 아내하고 솔직하게 대화해봐야겠어.,Pro_10826,Pro_10826_00040,E35,S13_D01,
train-025824,train,노년,여성,대인관계,만성질환 무,불안,스트레스 받는,ANXIOUS,남편이 노망났는데 같이 사는 게 항상 불안해서 스트레스 받아. 마음 편히 밖에 나가지도 못 하고 집에서도 마음이 불편해. 머리가 복잡하네. 노인 복지회관에 찾아가보려고 해.,Pro_11363,Pro_11363_00005,E32,S04_D02,
train-013542,train,청년,여성,"연애,결혼,출산",해당없음,불안,불안,ANXIOUS,나보다 잘 난 애인이 언제든지 나를 차 버릴 것 같아. 내가 자존감이 낮은 편이고 남자 친구에게 많이 의존하는 편이라 그런 것 같아. 눈물만 흘렸어. 애인은 불안해하는 나를 알고 있지만 내가 할 수 있는 건 아무것도 없었어.,Pro_05241,Pro_05241_00012,E30,S05_D02,
train-027566,train,청년,남성,"연애,결혼,출산",해당없음,불안,혼란스러운,ANXIOUS,연말이라 업무도 많은데 병원 가려고 휴가를 쓰자니 좀 눈치가 보여. 모르겠어. 일단 조금 있다가 눈치봐서 쓰려고. 아무래도 여자 친구도 이 사실을 알고 있는 건지 물어봐야겠어.,Pro_03685,Pro_03685_00015,E34,S05_D02,
train-013560,train,청년,여성,"진로,취업,직장",해당없음,불안,불안,ANXIOUS,대리님이 나와 같은 성별인데 내가 좋아한다는 사실을 팀장님께 들켜서 힘들어. 대리님은 모르시지만 팀장님께서 어떻게 하실지 너무 불안해. 팀장님께 곤란한 상황이 생기지 않게 비밀을 부탁드려야겠지. 나도 조심하며 지낼 거야.,Pro_05361,Pro_05361_00018,E30,S06_D02,
train-024268,train,노년,남성,재정,만성질환 유,당황,당황,ANXIOUS,이번에 나오는 보너스로 치료비를 내려고 했는데 회사 사정으로 선물세트로 바뀌어 당황스러워. 이 보너스 아니면 치료비를 낼 수 없어서 걱정이 많아. 회사에게 말을 한번 해봐야겠어!,Pro_10841,Pro_10841_00030,E50,S13_D01,
train-041427,train,노년,남성,재정,만성질환 무,당황,혐오스러운,ANXIOUS,인생이 이렇게 허무할 수가 있나 싶어. 젊었을 때 경쟁하듯 기를 쓰고 살았는데 남은 게 없어. 지금은 뭘 해야 잘 사는 건지 모르겠어.,Pro_10908,Pro_10908_00026,E57,S13_D02,
train-012108,train,청년,여성,"진로,취업,직장",해당없음,불안,조심스러운,ANXIOUS,떨린다 떨려. 내일 처음 직장에 나가는데 실수할까 봐 조심스러워. 응 그래서인지 정말 떨리고 조심스러워.,Pro_05369,Pro_05369_00012,E38,S06_D02,
train-040705,train,노년,여성,대인관계,만성질환 무,당황,남의 시선을 의식하는,ANXIOUS,아들 결혼을 반대했더니 그 후로 서먹해졌어. 서로 오해를 풀고 다시 가까워지고 싶지만 잘 안되네. 다 내 탓이야 답답하네.,Pro_11383,Pro_11383_00026,E52,S04_D02,
train-008148,train,청년,남성,"진로,취업,직장",해당없음,불안,스트레스 받는,ANXIOUS,오늘 직장에서 엄청나게 스트레스 받는 일이 있었어. 후배직원이 충고는 안 듣고 자기 마음대로 일 처리를 해. 틀린 걸 바로잡아줘도 들으려고 하지도 않아. 팀장님과 의논 좀 해봐야겠어.,Pro_03803,Pro_03803_00015,E32,S06_D02,
train-030263,train,청소년,남성,학업 및 진로,해당없음,당황,부끄러운,ANXIOUS,내일 학교 진로상담이 있거든. 연예인이 되고 싶은데 선생님한테 창피해서 얘기를 못하겠어.,Pro_00227,Pro_00227_00004,E56,S02_D02,
train-022421,train,청년,여성,"연애,결혼,출산",해당없음,불안,걱정스러운,ANXIOUS,임신 기간이 꽤 되었는데도 전혀 움직임이 느껴지지 않아서 불안해. 혹시 아이에게 이상이 생긴 건 아닐지 걱정이 돼. 바로 준비해서 병원을 가봐야겠어.,Pro_05248,Pro_05248_00054,E37,S05_D02,
train-031944,train,청소년,여성,학교폭력/따돌림,해당없음,당황,당황,ANXIOUS,친한 친구들이 나를 따돌려. 내가 친구 중의 한 명과 크게 다퉜어. 내가 먼저 사과하고 싶지 않아.,Pro_01901,Pro_01901_00030,E50,S03_D02,
train-016877,train,청년,여성,"연애,결혼,출산",해당없음,불안,불안,ANXIOUS,결혼 준비로 자주 다투다 보니 앞으로의 결혼 생활이 걱정돼. 벌써 이렇게 다투는데 결혼 후에는 더 다툼이 잦아지지 않을까 불안해. 결혼을 하기 전에 서로가 지켜야 할 규칙을 미리 만들면 좋을 것 같아.,Pro_05241,Pro_05241_00002,E30,S05_D02,
train-007979,train,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,당혹스러운,ANXIOUS,아들이 항상 엄마가 하는 말은 무슨 말이든 잘 들었는데 요즘 좀 힘들게 하네. 초등학생 때는 공부하라고 하면 책상에 앉아서 공부했어. 근데 요새는 공부를 안 해. 중학생이 되더니 말대꾸가 심해. 공부하라고 하면 엄마는 얼마나 공부 많이 했냐고 되묻더라고.,Pro_08606,Pro_08606_00036,E35,S07_D02,
train-036041,train,청소년,남성,가족관계,해당없음,불안,조심스러운,ANXIOUS,엄마에게 아빠와 같이 있는 것이 불편하다고 말해야 할까? 부친이 싫은 건 아닌데 역시 나와는 좀 맞지 않아서. 일단 엄마가 여유로울때 조심스럽게 이야기해봐야겠어.,Pro_00089,Pro_00089_00022,E38,S01_D02,
train-033664,train,중년,여성,"직장, 업무 스트레스",해당없음,불안,스트레스 받는,ANXIOUS,거래처에서 자꾸 수정을 요구하니 너무 스트레스야. 응 벌써 세 번이나 수정했는데 또 해달라고하다니 너무해.,Pro_08963,Pro_08963_00002,E32,S10_D02,
train-025458,train,노년,여성,재정,만성질환 유,불안,회의적인,ANXIOUS,명절에 손자 손녀와 노는 친구를 봤는데 난 인생에 회의감만 들어. 독거노인인 나를 찾아오는 사람은 앞으로도 없겠지? 죽을 때도 혼자일 것 같아서 불안해. 독거노인들만을 위한 센터나 지원이 있나 찾아봐야겠어.,Pro_12387,Pro_12387_00006,E36,S13_D01,
train-041766,train,노년,남성,대인관계,만성질환 무,불안,두려운,ANXIOUS,가을이 되니까 너무 외로워. 있기는 한데 마음이 편하지 않고 움직이기가 싫어. 친구들이 편치 않아서 그런지 움직이기가 힘들어서 그런지 자꾸 긴장이 돼.,Pro_09802,Pro_09802_00002,E31,S04_D02,
train-009698,train,중년,여성,"재정,은퇴,노후준비",해당없음,분노,안달하는,ANXIOUS,나는 왜 경제적으로 여유가 없지? 월급도 적지 않고 이제 딸아이도 취업해서 수입이 늘었는데도 항상 쪼들리는 느낌이야. 그런가 봐. 장 볼 때도 항상 이것저것 따져 보고 싼 것만 찾게 되고.,Pro_08707,Pro_08707_00001,E16,S08_D02,
train-029743,train,중년,남성,"직장, 업무 스트레스",해당없음,당황,혐오스러운,ANXIOUS,회사에서 별거 아닌걸로 싸우는데 미치겠어. 아무래도 다른 부서와 긴밀히 얘기해봐야 겠어.,Pro_07428,Pro_07428_00019,E57,S10_D02,
train-004985,train,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,당혹스러운,ANXIOUS,오늘은 날씨가 흐려서 우울해! 게다가 오는 길에 사고가 나서 늦었어!,Pro_08606,Pro_08606_00040,E35,S07_D02,
train-022940,train,중년,남성,건강,해당없음,불안,혼란스러운,ANXIOUS,내 병을 치료하고 싶은데 병원에 갈 때마다 각각 다른 치료법을 얘기해 줘서 혼란스러워. 빨리 치료받고 싶은데 어떤 치료를 받아야 할지 모르겠어. 주변 지인들에게 조언을 구해야겠어.,Pro_07285,Pro_07285_00003,E34,S09_D02,
train-013538,train,청년,여성,"연애,결혼,출산",해당없음,불안,불안,ANXIOUS,애인이 나를 두고 바람을 필까 봐 겁이 나. 애인의 주변 이성친구들에 대해 말한 이후로 나와 전혀 말을 안 해. 오늘은 내가 먼저 말을 걸어봐야겠어.,Pro_05241,Pro_05241_00037,E30,S05_D02,
train-010186,train,중년,남성,건강,해당없음,당황,혼란스러운,ANXIOUS,어제 정기 검진에 고혈압 초기 진단을 받았어. 의사는 몇 개월 지켜보고 고혈압약을 처방할지 결정하자고 하네! 혼란스러웠지. 체중도 혈압도 조금 높아지기는 했지만 고혈압까지는 생각 못 했지! 고혈압약을 한번 먹게 되면 평생 먹으면서 관리해야 한다는데 어떻게 해야 할지 모르겠어!,Pro_07310,Pro_07310_00017,E59,S09_D02,
train-017562,train,노년,남성,"건강,죽음",만성질환 무,불안,혼란스러운,ANXIOUS,건강검진 결과에서 아무이상 없다고 했는데 병원에서 더 검사해보자고 연락이 왔어. 건강에 문제가 있나 불안해졌어. 내시경 검사를 하자고 하는데 무서워서 하지 말까 고민 중이야. 무섭더라도 병이 생기기 전에 미리 검사를 받아보는 게 좋은 방법인 것 같아.,Pro_10645,Pro_10645_00002,E34,S11_D02,
train-005852,train,청년,여성,"진로,취업,직장",해당없음,당황,혐오스러운,ANXIOUS,정말 싫어. 내가 무엇을 얼마나 잘못했다고 그러는 건지 난 직장에 일한 지 한 달 정도 됐어. 공무원 준비에 실패하고 중소기업에 취업했는데 직장 상사가 나를 못 잡아먹어서 안달이야. 내가 하는 것마다 꼬투리를 잡고 잔소리를 해. 너무 지긋지긋하고 잘 때조차 그 목소리가 생각나서 혐오스럽기까지 해.,Pro_05388,Pro_05388_00033,E57,S06_D02,
train-007266,train,중년,여성,건강,해당없음,불안,걱정스러운,ANXIOUS,얼마 전 건강검진을 받았는데 오늘 전화가 와서 재검이 필요하다고 하네. 응. 난 항상 건강검진 받을 때마다 하나씩 이상이 있다고 나오니까 당황스럽네. 큰 문제가 있는 것은 아니겠지? 좀 걱정돼.,Pro_08848,Pro_08848_00027,E37,S09_D02,
train-040913,train,노년,남성,재정,만성질환 무,분노,안달하는,ANXIOUS,자살하는 사람들의 마음이 이해돼. 요즘 내가 이 세상에 쓸모없는 인간이라는 생각이 많이 들어. 돌이켜보니 가정도 직장도 내가 지킨 게 하나도 없어.,Pro_10867,Pro_10867_00045,E16,S13_D02,
train-029012,train,노년,남성,대인관계,만성질환 유,당황,부끄러운,ANXIOUS,위 수술 때문에 금식 중인데 자꾸 꼬르륵 소리가 나서 아내가 배고프냐고 물어봤어. 그게 아닌데 너무 부끄러워. 아내에게 배고파서 난 소리가 아니라고 말해야 할지 고민이야. 배에 공기가 들어가서 난 소리라고 이야기 해야겠어.,Pro_09767,Pro_09767_00018,E56,S04_D01,
train-034612,train,노년,남성,대인관계,만성질환 유,분노,안달하는,ANXIOUS,병이 더 심해져 거동이 불편해지기 전에 돈을 더 벌어야 하는데 일자리를 구하기 어려워 너무 힘들어. 병이 있다는 것만으로 일자리를 구하기 힘들어서 가족들에게 너무 미안해. 나를 도울 수 있는 사회제도를 찾아봐야겠어.,Pro_09727,Pro_09727_00008,E16,S04_D01,
train-014525,train,청소년,여성,학교폭력/따돌림,해당없음,불안,스트레스 받는,ANXIOUS,체육시간에 짝을 지어서 하는 운동이 많아 따돌림을 당하는 나에겐 체육시간이 스트레스로 다가와. 나도 친구를 만들어서 체육시간에 같이 재밌게 운동하고 싶어. 체육 선생님께 부탁드려서 짝을 만들어 달라고 부탁해봐야겠어.,Pro_01883,Pro_01883_00030,E32,S03_D02,
train-034961,train,청소년,여성,학업 및 진로,해당없음,불안,두려운,ANXIOUS,학부모 면담 때문에 부모님이 오셨는데 선생님께 어떤 말을 듣게 될지 두려워. 안 좋은 얘기를 하면 어떡하지? 부모님께 혼날 텐데. 평소에 학교에서 친구들을 괴롭힌 것을 얘기할 것 같아.,Pro_01762,Pro_01762_00048,E31,S02_D02,
train-020154,train,중년,여성,건강,해당없음,당황,혼란스러운,ANXIOUS,요즘 몸이 너무 아파서 직장을 나가야 할지 말아야 할지 너무 혼란스러워. 직장을 그만두자니 애들 학비가 걱정이고 나가자니 몸이 너무 아파. 어떻게 해야 할지 모르겠어. 우선 내 몸부터 챙기는 게 좋겠어. 당분간 애들 학비는 우선 모아둔 걸로 써야겠어.,Pro_08870,Pro_08870_00031,E59,S09_D02,
train-040184,train,노년,여성,"건강,죽음",만성질환 무,불안,초조한,ANXIOUS,며칠 전 카드를 넣고 다니는 작은 지갑이 없어져서 온 집안을 다 뒤집는 일이 있었다네. 나중에 보니 주머니에 넣어놓은 채로 세탁을 했더군. 이런 일이 자주 있다네. 그러게나 말이야. 자꾸 왜 이렇게 까먹는지 몰라.,Pro_12210,Pro_12210_00016,E39,S11_D02,
train-036986,train,청소년,여성,가족관계,해당없음,불안,초조한,ANXIOUS,엄마 아빠가 이러다 이혼할 것 같아서 너무 불안해. 응. 나는 어머니 아버지가 이혼 안 했으면 좋겠어.,Pro_01650,Pro_01650_00029,E39,S01_D02,
train-004970,train,중년,남성,건강,해당없음,당황,당황,ANXIOUS,어지럽고 몸이 저리는 듯한 증상 때문에 병원을 다녀왔는데 생각지도 못한 이야기를 들었어. 부정맥이 있다네. 걱정보단 아주 당황스러워. 나이와 무관하게 발현하는 것이라지만 아무래도 나이 영향을 무시 못 하니 내가 나이를 먹었나 하는 생각도 들고 그래. 돌이켜보니 이만큼 나이 먹고 있네.,Pro_07301,Pro_07301_00029,E50,S09_D02,
train-034796,train,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,혼란스러운,ANXIOUS,딸이 갑자기 짐을 싸서 나갔어. 이제부터 자취를 하겠다는데 너무 걱정돼. 조용히 집에서 잘 지냈었는데 갑자기 무슨 일이 생긴 건지 알아봐야 할 것 같아. 일단 지켜봐야겠어. 얘도 무슨 생각이 있어 나간 것일 테니 믿고 기다려야겠어.,Pro_08605,Pro_08605_00012,E34,S07_D02,
train-035315,train,청소년,여성,학교폭력/따돌림,해당없음,불안,취약한,ANXIOUS,요새 애들이 괴롭히는 것 때문에 죽고 싶다는 생각이 자주 들어. 안 하려고 해도 계속 나쁜 생각이 들어. 모르겠어. 다 뒤로 하고 여행을 떠나고 싶어.,Pro_01884,Pro_01884_00021,E33,S03_D02,
train-033684,train,청년,남성,대인관계,해당없음,불안,불안,ANXIOUS,친구들이 내 뒤에서 계속 안 좋은 얘기를 하는 것 같아. 그래서 많이 불안해. 얼마 전에 내가 잠시 자리를 비웠다가 돌아온 사이에 나머지 친구들이 내 얘기를 하는 걸 들었어. 그런데 한두 번 그랬던 게 아니었던 거 같아.,Pro_03561,Pro_03561_00039,E30,S04_D02,
train-027709,train,중년,여성,"재정,은퇴,노후준비",해당없음,당황,남의 시선을 의식하는,ANXIOUS,요즘 기분이 좋아. 쇼핑이지! 쇼핑하러 가야겠다. 내가 입고 다니고 하고 다니는 것이나 가끔 친구들 밥 사주는 행동이 오해를 불러일으키나 봐.,Pro_08743,Pro_08743_00023,E52,S08_D02,
train-038667,train,노년,남성,재정,만성질환 무,불안,초조한,ANXIOUS,돈이 없어 하고 싶은 것을 아무것도 할 수 없이 하루하루 사는것은 고통일 뿐이야. 이렇게 사느니 죽는 것이 낫겠어. 그저 세끼 밥이나 대충 먹을 수 있을 뿐 하고 싶은 그 어떤 것도하지 못하니까. 그런 것도 다 돈이 있어야 할텐데.,Pro_10890,Pro_10890_00012,E39,S13_D02,
train-012401,train,청년,여성,"진로,취업,직장",해당없음,불안,혼란스러운,ANXIOUS,상사분들끼리 업무 지시가 달라서 혼란스러워. 이럴 때 누구 말을 따라야 해. 한쪽이 기분 나쁠 것 같아서 난감해. 바로 윗사람한테 슬쩍 물어봤어. 누구 말을 먼저 들어야 하냐고.,Pro_05365,Pro_05365_00018,E34,S06_D02,
train-046178,train,청소년,남성,가족관계,해당없음,당황,혼란스러운,ANXIOUS,부모님께서 교육에 너무 신경 쓰셔서 홧김에 대들었는데 너무 후회돼. 이 무거운 마음을 어떻게 해야 할지 모르겠어. 내가 잘못한 거니까 내가 먼저 사과드려야겠어.,Pro_00110,Pro_00110_00018,E59,S01_D02,
train-047732,train,청소년,여성,가족관계,해당없음,불안,취약한,ANXIOUS,부모님이 나를 너무 과잉보호해서 친구들과의 관계가 너무 힘들어. 친구랑 놀려고 하면 부모님은 위험하다거나 안 된다고 하시니까 친구들이 다시는 나랑 놀려고 하지 않아. 부모님과 진지하게 이야기하면서 내 생각을 말할 거야.,Pro_01644,Pro_01644_00029,E33,S01_D02,
train-044155,train,청년,남성,대인관계,해당없음,불안,혼란스러운,ANXIOUS,부모님과 사이가 안 좋아서 같이 있으면 항상 안절부절못하고 아무것도 하기 싫어. 부모님이 항상 미우면서도 부모님이 없으면 아무것도 못 하는 게 한심해. 부모님에게 의지하지 않는 연습부터 차근차근히 해봐야겠어.,Pro_03565,Pro_03565_00022,E34,S04_D02,
train-001174,train,청소년,남성,학업 및 진로,해당없음,불안,불안,ANXIOUS,친구에게 장난을 쳤는데 기분이 많이 안 좋아 보여서 걱정돼. 친구에게 사과하고 싶은데 받아주지 않을까 봐 두려워. 지금 당장이라도 진심 어린 사과를 하러 찾아가야겠어.,Pro_00201,Pro_00201_00036,E30,S02_D02,
train-026169,train,노년,남성,대인관계,만성질환 무,당황,혼란스러운,ANXIOUS,일하는 동료한테 실망감을 감출 수가 없어. 같이 일하면서 언제까지나 같이 갈 줄 알고 있었는데 배제를 하네. 너무 실망스러워. 동료에게 직접 말을 해 봐야겠어.,Pro_09830,Pro_09830_00008,E59,S04_D02,
train-048159,train,중년,남성,"재정,은퇴,노후준비",해당없음,불안,취약한,ANXIOUS,회사에서 벌써 나가라고 눈치를 주고 있어. 일하는 시간이 줄어 임금도 줄었는데 힘들어. 회사를 그만두어야 할지 아니면 계속 다닐지 너무 고민이 돼. 가족회의를 통해 모두의 의견을 들어봐야겠어.,Pro_07164,Pro_07164_00023,E33,S08_D02,
train-010466,train,청년,남성,"연애,결혼,출산",해당없음,당황,당황,ANXIOUS,여자 친구와 연애를 하다 처음 싸우게 돼서 당황스러워. 여자 친구가 좋아하는 음식점에 가서 기분을 풀어 줘야겠어.,Pro_03701,Pro_03701_00006,E50,S05_D02,
train-020652,train,중년,여성,"직장, 업무 스트레스",해당없음,불안,혼란스러운,ANXIOUS,월급이 적어서 대표님께 사직서를 낼지 고민이야. 응. 아직 이직할 곳이 마땅히 없어서 그것도 문제야. 지금은 컴퓨터로 하지만 그 당시 신문으로 해서 찾았지.,Pro_08965,Pro_08965_00013,E34,S10_D02,
train-050631,train,청소년,여성,가족관계,해당없음,당황,부끄러운,ANXIOUS,친구와 싸우다가 친구의 아픈 기억을 건드려서 친구가 울었어. 죄책감이 심하게 들어. 친구를 잃으면 어쩌지. 친구에게 진심을 다해 사과해야겠어.,Pro_01667,Pro_01667_00066,E56,S01_D02,
train-032399,train,청년,여성,"연애,결혼,출산",해당없음,불안,당혹스러운,ANXIOUS,갑자기 모르는 번호로 대뜸 문자가 와서 사귀자는 거 있지? 진짜 얼굴만 아는 같은 과 선배더라고. 평소에 대화 한번 해보지도 않았는데. 너무 당황스럽더라. 전혀 모르는 사람이니 정중하게 거절하려고. 수업에서 마주쳐서 껄끄럽겠지만 어쩔 수 없지.,Pro_05246,Pro_05246_00001,E35,S05_D02,
train-020896,train,청소년,남성,가족관계,해당없음,불안,스트레스 받는,ANXIOUS,새로 태어난 동생은 부모님이 안 계실 땐 내가 돌봐야 했어. 힘든 것도 힘든 건데 나에게 짐을 떠넘기는 것 같아서 너무 싫었어. 맞아. 어쩔 수 없는 상황이라 돌보긴 했지만 그 때를 생각하면 지금도 속상해.,Pro_00083,Pro_00083_00019,E32,S01_D02,
train-030064,train,청소년,남성,학업 및 진로,해당없음,불안,당혹스러운,ANXIOUS,혼란스럽기도 하고 진로 선택이 많이 어려워. 선생님과 상의를 해서 결정해야겠어.,Pro_00206,Pro_00206_00015,E35,S02_D02,
train-042238,train,노년,여성,대인관계,만성질환 유,불안,조심스러운,ANXIOUS,연락하는 사람이 적다 보니 너무 쓸쓸해. 휠체어 때문에 경로당 가기도 힘들어. 사람들에게 좀 더 적극적으로 다가가야 하는 데 그렇게 하기가 쉽지 않네. 우선 경로당에 가서 만나는 사람들에게 용기를 내서 다가가 봐야겠어.,Pro_11309,Pro_11309_00026,E38,S04_D01,
train-016520,train,중년,남성,"직장, 업무 스트레스",해당없음,불안,두려운,ANXIOUS,한 달 내내 야근을 했더니 너무 피로한 상태야. 이러다가 과로사로 죽을까봐 무서워. 잠도 조금밖에 못자서 많이 예민해진 상태야. 이러다가 회사에서 불화가 생길까봐 걱정이야. 피로를 풀 수 있게 마사지를 받아야겠어.,Pro_07402,Pro_07402_00019,E31,S10_D02,
train-034424,train,청년,여성,"진로,취업,직장",해당없음,불안,불안,ANXIOUS,입사 후에 업무에 잘 적응할 수 있을지 정말 불안해. 내가 다른 사람들보다 꼼꼼해서 느리거든. 결과는 잘 만들 수 있는데 느려서 걱정돼. 일단 꼼꼼한 것보다 데드라인을 지키도록 노력을 해야겠어.,Pro_05361,Pro_05361_00044,E30,S06_D02,
train-018118,train,노년,남성,대인관계,만성질환 유,당황,혐오스러운,ANXIOUS,옆집 김 씨는 치료비가 많이 들어간다고 아들과 다툼이 일어나 폭행을 당했다고 해. 어렸을 때 보던 아이인데 참 이해가 가지 않아. 그래서 노년에 돈이 있어야 하나 봐. 다행히 나는 넉넉하지는 않아도 준비를 해서 다행이야.,Pro_09768,Pro_09768_00012,E57,S04_D01,
train-034625,train,청소년,여성,학업 및 진로,해당없음,당황,부끄러운,ANXIOUS,시험을 쳤는데 이번 시험에서 우리 반 꼴등을 하게 되어 너무 속상해. 왠지 다음 시험에서도 꼴등을 할 것 같아. 그냥 포기할까 고민 중이야. 다음 시험은 이번 시험보다 좋은 결과를 얻도록 더욱 노력해야겠어.,Pro_01787,Pro_01787_00026,E56,S02_D02,
train-004487,train,청소년,남성,학교폭력/따돌림,해당없음,불안,초조한,ANXIOUS,가장 친한 친구가 따돌림을 당했어. 나도 똑같이 따돌림당할 거 같아서 너무 초조해. 누군가에게 말한다고 달라질 건 없을 거 같아. 가해자와 선생님 그리고 친구에게 말을 걸어봐야겠어. 고마워!,Pro_00330,Pro_00330_00001,E39,S03_D02,
train-043972,train,청년,여성,대인관계,해당없음,불안,취약한,ANXIOUS,난 휠체어를 타고 다녀. 부모님과 따로 살고 싶지만 장애 때문에 고민돼. 마음과 현실 사이에서 결정을 내리지 못하고 우유부단하기만 해. 부모님과 친구들에게 말하고 함께 고민해봐야겠어.,Pro_05124,Pro_05124_00017,E33,S04_D02,
train-007539,train,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,취약한,ANXIOUS,아들이 나에게 반항하는 듯이 말할 때마다 가슴이 뛰어. 말투가 셀 때는 나를 공격하는 것만 같고 어찌할 바를 모르겠어.,Pro_08604,Pro_08604_00017,E33,S07_D02,
train-002101,train,청년,여성,"연애,결혼,출산",해당없음,불안,초조한,ANXIOUS,이번 소개팅도 잘 안 되었어. 이번이 몇 번째인지 모르겠어. 나도 얼른 결혼하고 싶은데. 주변 친구들 모두 연애하고 결혼하는데 나만 못하니 더 그런 것 같아.,Pro_05250,Pro_05250_00026,E39,S05_D02,
train-039469,train,노년,여성,"건강,죽음",만성질환 유,불안,취약한,ANXIOUS,우유부단한 성격이 남들과 어울리기가 힘드네. 나는 현장에서 총괄로 일하고 있는데 나의 성격 때문에 올바른 선택을 못 해 사람이 죽는 사고가 났었어. 그 뒤로 사람들이 나에게서 거리를 두는게 느껴지더라고.,Pro_12144,Pro_12144_00029,E33,S11_D01,
