sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,manual_relabel_reason
train-007493,train,청소년,여성,학업 및 진로,해당없음,기쁨,신뢰하는,CALM,오늘 어려운 고민이 해결돼서 너무 기분이 좋아. 어려운 과제 때문에 고생하다가 작문 선생님께 말씀드렸는데 도와주신다고 하셨어. 평소 존경하던 선생님이거든. 분명 과제에 많은 도움이 될 거로 생각해.,Pro_01793,Pro_01793_00014,E62,S02_D02,
train-049287,train,청년,남성,"진로,취업,직장",해당없음,당황,외로운,SAD,조현병 때문에 취업이 안 되고 있어. 너무 절망적이야. 영원히 취직이 안 될 거 같아. 내 미래는 정말 없는 걸까? 병원에 가서 전문적으로 치료를 받아야겠어. 장애가 나아지면 다시 도전해볼 거야.,Pro_03824,Pro_03824_00020,E53,S06_D02,
train-025365,train,노년,여성,대인관계,만성질환 유,기쁨,신이 난,HAPPY,박 씨 할머니 생일선물로 관절염에 좋은 안마기를 줄 건데 좋아할 생각을 하니 신이 나. 생각만 해도 신나고 기뻐. 박 씨 할머니를 더 기쁘게 할 방법이 없을까? 편지도 같이 넣어주어야겠어. 엄청 좋아하고 기뻐할 것 같아.,Pro_11339,Pro_11339_00007,E68,S04_D01,
train-004511,train,청년,남성,"연애,결혼,출산",해당없음,당황,혐오스러운,ANXIOUS,결혼은 미친 짓이야! 결혼하면 돈 없어서 힘들고 개인 시간도 없어서 힘들어. 이것저것 힘든 것투성이야! 나도 해보니까 결혼을 혐오하게 됐어.,Pro_03708,Pro_03708_00003,E57,S05_D02,
train-002413,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,기쁨,HAPPY,나 어제 남자친구한테 프러포즈 받았어. 말로 표현할 수 없을 정도로 기뻐. 내년 봄에 결혼식을 할 예정이라서 이제부터 준비하려고 해.,Pro_05271,Pro_05271_00015,E60,S05_D02,
train-007050,train,청년,남성,"진로,취업,직장",해당없음,기쁨,편안한,CALM,부장님이 해외 주재원으로 나가게 되면서 팀원들이 모두 너무 만족해하네. 부장님이 일을 잘하시기는 하는데 그동안 팀원들을 너무 괴롭혔거든. 더는 시달리지 않아도 된다고 생각하니 다들 홀가분하고 편해진 거지 뭐.,Pro_03834,Pro_03834_00013,E63,S06_D02,
train-050729,train,청년,여성,"진로,취업,직장",해당없음,불안,초조한,ANXIOUS,요즘 대학교에서 출신 고등학교로 기 싸움이 장난 아니야. 너무 짜증 나. 나는 외고 나왔는데 과학고 애들보다 떨어지는 것 같아서 불안해. 괜히 너무 압박감을 받는 거 같기도 하고 이런 거에 휘둘리지 말고 열심히 해야지.,Pro_05370,Pro_05370_00033,E39,S06_D02,
train-031890,train,청소년,여성,학교폭력/따돌림,해당없음,당황,한심한,ANGRY,학원에서 쉬는 시간마다 애들이 날 괴롭혀서 너무 지쳐. 저항하면 그만둘 것 같지만 아무것도 못 해서 내가 너무 한심해. 맞아. 이제부터 애들이 괴롭히면 강하게 하지 말라고 저항해야겠어.,Pro_01909,Pro_01909_00026,E58,S03_D02,
train-033003,train,중년,여성,"재정,은퇴,노후준비",해당없음,불안,걱정스러운,ANXIOUS,우리 부부가 지금까지는 해야 할 도리는 다 하며 살았거든. 아이들도 잘 키웠고 부모님 봉양도 나름으로 열심히 해왔고 정작 우리 부부에게 무슨 일이라도 생기면 큰일이야. 응. 근데 남편이나 내가 갑작스레 아파 봐. 당장 수입이 없어지고 양가 부모님 보살피는 건 누가 하겠어? 지금도 주말이면 양가 번갈아 들여다보느라 정신없는데. 남편은 꾸준히 운동을 해왔지만. 문제는 나야. 운동을 싫어하기도 하고 귀찮아서 하지 않을 때가 더 많아. 앞으론 남편이 운동할 때 나도 같이 하도록 해봐야겠어.,Pro_08728,Pro_08728_00045,E37,S08_D02,
train-030450,train,청소년,여성,가족관계,해당없음,기쁨,안도,CALM,가족이 다시 사이가 좋아졌어. 그래도 대화를 하다보니 나아졌어.,Pro_01678,Pro_01678_00001,E67,S01_D02,
train-035386,train,노년,여성,재정,만성질환 무,기쁨,편안한,CALM,빚을 다 갚았다는 사실에 너무 기뻐. 못 갚을까 봐 걱정이 많았거든. 일을 잠깐 쉬면서 가족하고 시간을 보내려고 해.,Pro_12474,Pro_12474_00006,E63,S13_D02,
train-011453,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,자신하는,HAPPY,나는 아이를 세 명 이상 낳을 거야. 난 어려서부터 외동으로 자라 형제가 많은 집이 늘 부러웠거든. 응 그래서 난 반드시 빨리 결혼해서 아이를 많이 출산하고 살 거야.,Pro_05280,Pro_05280_00008,E69,S05_D02,
train-016944,train,노년,여성,대인관계,만성질환 무,당황,죄책감의,SAD,내가 이장님께 말을 전하지 않아서 경로당의 노인들이 이장을 오해하는 일이 생겼어. 내 잘못인데 이장님께 너무 죄송해. 이장님이 많이 속상해 하실 거야. 우선 노인들에게 자초지종을 설명하고 사과해야겠어. 물론 이장님께도 사과드리고.,Pro_11386,Pro_11386_00004,E55,S04_D02,
train-005326,train,청년,남성,"진로,취업,직장",해당없음,당황,부끄러운,ANXIOUS,이번에 지원한 곳에서도 합격 통보를 받지 못했어. 나이가 많은데 아직 부모님께 의지하고 있는 게 아닌 것 같아.,Pro_03827,Pro_03827_00019,E56,S06_D02,
train-028509,train,중년,여성,건강,해당없음,슬픔,비통한,SAD,한 달에 한 번씩 병원 가는 것이 속상해. 모태성 혈압이라 약 타러 가고 있어. 병원 가는 것도 속상하고 약을 매일 먹어야 하는 것도 속상해.,Pro_08833,Pro_08833_00030,E22,S09_D02,
train-001466,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,만족스러운,HAPPY,이번에 남편 생일이라 선물을 준비해서 줬어. 남편이 좋아하니 나도 기분이 좋아. 맞아. 내가 준 선물을 아주 마음에 들어 했어. 다음에도 남편이 좋아할 만한 선물로 준비해야겠어.,Pro_08635,Pro_08635_00015,E64,S07_D02,
train-003132,train,중년,남성,"대인관계(부부, 자녀)",해당없음,불안,걱정스러운,ANXIOUS,아기가 어제 교통사고를 당해서 다리가 부러졌어. 삼 개월은 치료를 해야 한다고 하네. 아이도 걱정이지만 아이 엄마도 너무 힘들어하네. 걱정이 많네.,Pro_07048,Pro_07048_00011,E37,S07_D02,
train-020036,train,노년,여성,"건강,죽음",만성질환 유,기쁨,기쁨,HAPPY,요즘 미세먼지도 없고 날씨가 좋아서 천식치료제가 필요 없어. 건강이 회복되어서 외출하는 게 너무 편해져서 좋아. 공기가 좋은 날이 계속됐으면 좋겠어. 천식도 안 심해지게.,Pro_12171,Pro_12171_00013,E60,S11_D01,
train-015101,train,중년,남성,"재정,은퇴,노후준비",해당없음,기쁨,신뢰하는,CALM,자식들이 도와준다고 해서 잘 살 수 있을 것 같아 마음이 기뻐. 내가 은퇴가 얼마 남지 않아서 사실 걱정했는데 자식들이 도와준다고 해서 믿음이 가. 마음 편하게 은퇴를 맞이해도 될 것 같아.,Pro_07193,Pro_07193_00016,E62,S08_D02,
train-018147,train,노년,여성,재정,만성질환 무,불안,회의적인,ANXIOUS,글쎄 옆집 총각이 나한테 친절한 이유가 돈 때문인 것 같아. 돈 생각해서 잘 해준 거였다니. 우리 손자 같아서 잘해주고 정도 들었는데 그런 속셈은 몰랐어. 윗집 할머니와 이야기를 나누면 괜찮아 질 것 같아. 요즘 너무 쓸쓸해서.,Pro_12447,Pro_12447_00002,E36,S13_D02,
train-026840,train,청년,여성,대인관계,해당없음,슬픔,낙담한,SAD,친구가 알선을 해 준 회사에 입사했는데 내가 맡은 일이 친구에게 들었던 게 아니라 낙담스러워. 응. 친구는 전 직장의 경험을 살릴 수 있다 했는데 막상 입사했더니 아니야. 일단 입사했으니 친구 입장을 생각해서 삼 개월만 견디고 이직해야겠어.,Pro_05119,Pro_05119_00075,E28,S04_D02,
train-044284,train,청소년,남성,학교폭력/따돌림,해당없음,불안,당혹스러운,ANXIOUS,친구들 사이에서 항상 눈치만 보게 돼. 대화에 집중이 어려워서 곤란해. 나만 친구들과 잘 어울리지 못해서 점점 더 눈치를 보게 되는 거 같아. 나와 친구들과의 공통 관심사를 찾아서 함께 하면 좋을 것 같아.,Pro_00326,Pro_00326_00030,E35,S03_D02,
train-012283,train,청년,여성,대인관계,해당없음,기쁨,감사하는,HAPPY,옆집 할머니가 쿠키를 구워다 주셨어. 내가 먹어 본 중에 가장 맛있어. 정성이 들어간 멋진 쿠키야! 다음 식사 때 초대하려고.,Pro_05152,Pro_05152_00020,E61,S04_D02,
train-030219,train,청소년,남성,학교폭력/따돌림,해당없음,기쁨,안도,CALM,학교에서 폭력을 당한 아이들이 부모님을 모셔왔어. 다행히도 부모님들이 많이 양보해 주셔서 계속 학교는 다니게 됐어.,Pro_00358,Pro_00358_00017,E67,S03_D02,
train-000859,train,노년,여성,대인관계,만성질환 무,기쁨,신이 난,HAPPY,몇 년 동안 서양화를 배웠는데 이번에 좋은 평을 받았어. 그럼. 이제야 실력이 조금씩 그림에 나타나는 것 같아서 뿌듯해. 맞아. 앞으로도 계속 열심히 하고 싶어.,Pro_11399,Pro_11399_00009,E68,S04_D02,
train-044729,train,중년,여성,"재정,은퇴,노후준비",해당없음,분노,구역질 나는,ANGRY,직장을 그만두고 싶은데 그만두지 못하겠어. 이런 생각하는 나 자신이 싫다. 남편과 살기 위해 돈을 벌어야 해. 직장을 그만두고 싶어 하는 내가 한심해. 친구를 만나서 하소연을 해야겠어.,Pro_08708,Pro_08708_00022,E17,S08_D02,
train-020261,train,청년,여성,대인관계,해당없음,기쁨,신뢰하는,CALM,룸메이트와 생활하고 있는데 서로 일 분담이 잘돼서 기분이 좋아. 응. 서로 싸울 일도 없고 집안일도 빨리 끝나. 내가 저녁을 한 번 맛있게 만들어서 대접하고 싶어.,Pro_05153,Pro_05153_00016,E62,S04_D02,
train-033680,train,청년,남성,대인관계,해당없음,상처,억울한,ANGRY,나는 친구한테 아무 잘못 한 게 없는데 되게 억울해. 내가 친구들 사이에서 이간질한다고 소문이 났어. 나는 그런 일을 한 적이 한 번도 없는데 말이야.,Pro_03578,Pro_03578_00013,E47,S04_D02,
train-011997,train,청년,남성,대인관계,해당없음,기쁨,안도,CALM,결혼식에 아무도 안 올까 봐 걱정했는데 생각보다 많이 와주셔서 잘 끝났어. 맞아. 요새 같은 때 와주신 것만도 정말 감사하더라고. 응. 답례품과 함께 편지를 드리려고.,Pro_03598,Pro_03598_00001,E67,S04_D02,
train-002041,train,노년,여성,재정,만성질환 유,불안,초조한,ANXIOUS,건강과 돈 문제 때문에 정말 불안하다. 만성 질환이 있다가 보니 돈도 많이 들어서 이제는 돈이 없어.,Pro_12390,Pro_12390_00002,E39,S13_D01,
train-023532,train,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,기쁨,HAPPY,지금까지 열심히 살아온 것에 뿌듯함을 느껴. 앞으로는 모은 돈으로 좀 더 즐기면서 살 거야. 쉬는 날 없이 일하느라 바빴는데 그 보상으로 노후는 여유롭게 살 수 있을 거 같아. 친구들도 자주 보고 여행도 다니고 싶어.,Pro_08751,Pro_08751_00020,E60,S08_D02,
train-021968,train,청년,남성,대인관계,해당없음,기쁨,신뢰하는,CALM,난 비밀을 내 친구에게 서슴없이 털어놓을 수 있어서 기뻐. 무거운 얘기도 털어놓을 수 있는 믿음 가는 친구야. 응. 나도 그 친구에게 언제든 기댈 수 있는 사람이 될 거야.,Pro_03593,Pro_03593_00007,E62,S04_D02,
train-045048,train,청소년,여성,학교폭력/따돌림,해당없음,상처,희생된,SAD,학교에서 친구들이 나를 괴물이라고 불러. 이제는 살고 싶지 않아. 내가 태어났으면 안 됐을 존재처럼 느껴져. 너무 절망적이야. 기분전환으로 음악이나 들어야겠어.,Pro_01897,Pro_01897_00028,E46,S03_D02,
train-002592,train,청년,남성,"연애,결혼,출산",해당없음,슬픔,슬픔,SAD,오랫동안 사귀었던 여자친구에게 이별 통보를 받았어. 일이 손에 안 잡히고 너무 슬퍼. 공부도 하고 운동도 하면서 나만의 시간을 보내려고 해. 응. 그래야 잊을 수 있을 거 같아.,Pro_03671,Pro_03671_00017,E20,S05_D02,
train-019992,train,청소년,여성,학업 및 진로,해당없음,기쁨,신뢰하는,CALM,우리 부모님은 내가 어떤 선택을 하던 날 믿어주셔. 그래서 부모님 생각을 하면 실패해도 무섭지 않다는 생각이 들어. 믿어주시는 만큼 열심히 해서 기쁘게 해드리고 싶어.,Pro_01793,Pro_01793_00016,E62,S02_D02,
train-009473,train,중년,남성,"대인관계(부부, 자녀)",해당없음,기쁨,기쁨,HAPPY,다음 주 딸아이랑 좋아하는 가수 콘서트에 가기로 했어. 사실 몇 달 동안 사이가 안 좋았는데 얼마 전에 다시 풀렸어. 응. 내가 요즘 비티에스 음악을 좋아하는데 딸아이랑 그 얘기 하다가 보니까 자연스럽게 가까워졌네.,Pro_07071,Pro_07071_00003,E60,S07_D02,
train-032041,train,노년,여성,재정,만성질환 무,슬픔,실망한,SAD,그동안 열심히 모았다고 생각했는데 막상 돈이 얼마 안되네. 진짜 돈을 어떻게들 잘 모으는 건지 부동산 투기가 답인가 봐. 난 사람 사는 집 가지고 장난치면서 돈 벌고 싶지가 않아.,Pro_12432,Pro_12432_00001,E21,S13_D02,
train-014626,train,중년,남성,"직장, 업무 스트레스",해당없음,당황,부끄러운,ANXIOUS,나를 싫어하는 상사가 부하 직원들이 보는 앞에서 사소한 트집을 잡아서 당황스러워. 상사한테 어떻게 해야 골탕 먹일지 고민 중이야. 내가 일을 잘해서 주변 평판을 좋게 만들어서 상사를 창피하게 만들어주겠어.,Pro_07427,Pro_07427_00001,E56,S10_D02,
train-023174,train,중년,남성,"직장, 업무 스트레스",해당없음,상처,괴로워하는,SAD,회사 일이 많이 밀려서 주말에도 나와 근무를 해야 해. 나는 지금 너무 괴로워. 나는 부장님께 말해서 주말에 회사에 나가지 않을 거야.,Pro_07419,Pro_07419_00020,E48,S10_D02,
train-043188,train,청소년,남성,학교폭력/따돌림,해당없음,분노,방어적인,ANGRY,우울증이 있는 걸 친구들이 알게 될까 봐 자꾸 눈치 보게 돼. 난 바보야. 친구들에 밝고 정상적인 걸 보면 나만 못난 것 같고 열등감이 느껴져. 우울증 치료를 적극적으로 받아 나도 예전처럼 밝은 사람으로 변해야겠어.,Pro_00305,Pro_00305_00039,E14,S03_D02,
train-016937,train,노년,남성,"건강,죽음",만성질환 유,기쁨,기쁨,HAPPY,아내와 함께 병동옥상에서 햇살을 쬐면 힘든 투병 중에도 행복함을 느껴. 투병 생활은 너무 힘들지만 내 곁에 아내가 있어서 난 힘낼 수 있어. 아내와 옥상에 올라갔을 때 고마운 아내를 위해 깜짝 이벤트를 해 주고 싶어.,Pro_10611,Pro_10611_00005,E60,S11_D01,
train-004709,train,청년,여성,대인관계,해당없음,상처,괴로워하는,SAD,요즘 친구들과 많이 멀어진 것 같아. 카톡이나 전화가 전보다 많이 줄었어. 전에는 매일매일 카톡과 전화를 했지.,Pro_05139,Pro_05139_00033,E48,S04_D02,
train-046426,train,청소년,여성,가족관계,해당없음,당황,죄책감의,SAD,엄마랑 아빠가 이혼하신대. 내 탓인 것 같아서 양심의 가책이 느껴져. 아픈 엄마 대신에 이제 내가 우리 집 가장인데 대학교에 진학해도 되는 걸까? 등록금은 어쩌지. 믿고 의지하는 담임 선생님께 상담 요청해볼까 봐.,Pro_01666,Pro_01666_00047,E55,S01_D02,
train-029943,train,중년,여성,"대인관계(부부, 자녀)",해당없음,분노,악의적인,ANGRY,오늘은 남편이 제일 싫어하는 카레를 아침으로 만들어 줬어. 어제 술 먹고 늦게 들어왔거든. 너무 화가나!,Pro_08586,Pro_08586_00034,E15,S07_D02,
train-017911,train,노년,남성,재정,만성질환 무,당황,열등감,SAD,친구가 맨날 자식 자랑을 해서 짜증이 나. 나도 자식은 있지만 이제는 듣기 지겨워서 말도 못 꺼내겠어. 싸우더라도 한마디 해야겠어. 솔직하게 말해야 알 것 같아.,Pro_10905,Pro_10905_00029,E54,S13_D02,
train-027731,train,노년,여성,대인관계,만성질환 무,분노,분노,ANGRY,그 사람이 친구인 척 친해지자고 다가오더니 남의 가방이나 뒤지고 배신감 들어. 살갑게 다가와서 내심 반가웠는데 이런 꿍꿍이가 있었다니! 세상에 믿을 사람이 없어. 문화시설에 서로의 소지품을 안전하게 보관할 수 있는 캐비닛을 요청하는 게 좋겠어.,Pro_11341,Pro_11341_00004,E10,S04_D02,
train-021797,train,청소년,여성,학교폭력/따돌림,해당없음,분노,방어적인,ANGRY,따돌림 때문에 사람들과 친해지기가 싫어졌어. 짜증나. 응. 따돌림을 매일 당하니까 너무 힘들어. 주변에 내 상황을 알리고 도움을 요청하는 게 가장 좋은 방법인 것 같아.,Pro_01865,Pro_01865_00006,E14,S03_D02,
train-049196,train,청년,여성,대인관계,해당없음,불안,회의적인,ANXIOUS,대학을 나왔어도 직장을 찾기 힘들고 이렇게 살아서 뭐 하나 싶어. 재미없어. 여러 곳에 이력서를 넣어보긴 하는데 내가 하고 싶은 일이 뭔지 모르겠어. 내가 좋아하는 게 뭔지 깊이 생각해보고 여러 경험을 해보는 게 좋겠어.,Pro_05127,Pro_05127_00011,E36,S04_D02,
train-020120,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,기쁨,HAPPY,남편이 공들여 요리를 해주는 날은 사랑 받는 기분이 들어. 그게 바로 오늘이고! 응 우리 남편은 요리도 참 잘해! 김치볶음밥! 밥 모양을 하트 모양으로 예쁘게 만들어주기도 했어.,Pro_08631,Pro_08631_00003,E60,S07_D02,
train-018230,train,중년,남성,"대인관계(부부, 자녀)",해당없음,불안,초조한,ANXIOUS,경찰서에서 아들이 폭행사건에 연루됐다고 전화가 왔어. 불안하고 초조해. 앞길 창창한 아들인데 가서 뭐라고 해야 할까? 일단은 경찰서에 가서 상황파악을 해보는 게 좋겠어.,Pro_07050,Pro_07050_00004,E39,S07_D02,
train-034594,train,청소년,남성,학교폭력/따돌림,해당없음,분노,성가신,ANGRY,학교폭력을 해결해 줄 것도 아닌데 도와주겠다고 나서는 애들 때문에 너무 짜증 나. 오히려 그런 애들 때문에 피해자가 더 힘들어지는 것 같아. 뒤에서 몰래 신고하거나 조금씩 도와주는 게 가장 나을 것 같아.,Pro_00310,Pro_00310_00019,E19,S03_D02,
train-008702,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,흥분,HAPPY,진짜 내 이번 남자 친구는 최고야. 내가 만난 사람 중에 제일 잘생기고 젠틀해. 친구의 소개로 만났어. 정말 그 친구에게 정말 감사해.,Pro_05276,Pro_05276_00038,E65,S05_D02,
train-002611,train,청년,남성,"진로,취업,직장",해당없음,기쁨,신뢰하는,CALM,내 상사는 믿음직하고 대단한 지도력을 갖추고 있어. 팀원 한 명 한 명을 챙겨주면서 프로젝트를 성공으로 이끌었어. 굉장히 유능한 사람이지. 게다가 그는 아랫사람을 절대 무시하거나 깔보지 않아. 응. 상사를 보며 많이 배우는 것 같아.,Pro_03833,Pro_03833_00010,E62,S06_D02,
train-046756,train,청년,여성,대인관계,해당없음,상처,희생된,SAD,부모님과 자꾸 싸우게 돼. 내 의견을 존중하지 않으셔서 속상해. 앞으로도 계속 내 의견을 존중해 주시지 않을 거 같아서 절망적이야. 독립해서 나 혼자 살면서 부모님 간섭을 최대한 안 받는 게 좋을 거 같아.,Pro_05137,Pro_05137_00030,E46,S04_D02,
train-009084,train,청년,남성,"진로,취업,직장",해당없음,기쁨,신뢰하는,CALM,나는 내가 앞으로 잘 될 거라고 믿어. 좋은 직업을 가질 거야. 그만큼 많이 노력해왔으니까. 삼 년 뒤에 꼭 내가 성공했다는 걸 다른 사람에게 보여줄 거야.,Pro_03833,Pro_03833_00001,E62,S06_D02,
train-050104,train,중년,남성,"대인관계(부부, 자녀)",해당없음,당황,외로운,SAD,중년의 나이에 아내와 막상 이혼을 하게 되니 앞날이 두려워. 이혼 과정에서 아내와 가족들에게 상처를 많이 준 것 같아서 죄책감이 들어. 아내나 가족들의 생일만큼은 이혼 후에도 계속 챙겨주면서 노력해보려 해.,Pro_07064,Pro_07064_00030,E53,S07_D02,
train-000627,train,청년,여성,"진로,취업,직장",해당없음,당황,남의 시선을 의식하는,ANXIOUS,중소기업에 합격해서 자존심이 너무 상해. 숨기고 아무한테도 말하지 말까 고민 중이야. 숨겨도 걸릴 것 같은데 주변에 사실대로 말하는 것이 가장 좋은 방법 같아.,Pro_05383,Pro_05383_00031,E52,S06_D02,
train-030431,train,청소년,여성,가족관계,해당없음,상처,고립된,SAD,집에 들어가도 아무도 없고 나 혼자인거 같애. 가족 다들 바빠서 나를 돌아봐주질 않아.,Pro_01654,Pro_01654_00041,E43,S01_D02,
train-034641,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,신뢰하는,CALM,우리 남편은 무슨 일이든 털어놓을 수 있는 사람이야. 내가 무슨 이야기를 하든 잘 들어주고 위로도 잘 해줘서 정말 고마워. 오늘 꽃다발과 함께 항상 고마웠다는 말을 전해야겠어.,Pro_08633,Pro_08633_00022,E62,S07_D02,
train-043613,train,중년,여성,건강,해당없음,불안,회의적인,ANXIOUS,병원에서 정밀 검사를 받아야 한다는 데 너무 불안해. 큰 병이면 어쩌지? 너무 무서워서 병원에 가고 싶지 않아. 그래도 검사를 받고 정확하게 어디가 안 좋은지 알아봐야겠어.,Pro_08847,Pro_08847_00020,E36,S09_D02,
train-028569,train,노년,남성,대인관계,만성질환 무,상처,"가난한, 불우한",SAD,동문회 동호회에서 연락이 와도 나가기 싫어져. 모두들 은퇴하거나 현직에서 잘나가고 있어 상대적인 박탈감? 인정하지만 없어 보이는 자신이 초라해 보여서.,Pro_09816,Pro_09816_00006,E45,S04_D02,
train-024549,train,노년,남성,대인관계,만성질환 무,불안,걱정스러운,ANXIOUS,딸과 아들 둘 다 결혼을 하지 않으려고 해서 걱정돼. 결혼은 돈 낭비라며 미혼으로 살면서 돈을 많이 벌어 효도하겠다는데 나는 그런 걸 원하지 않아. 혼자 살면 외롭고 무엇보다도 손주를 보고 싶다고 말을 해야겠어.,Pro_09808,Pro_09808_00004,E37,S04_D02,
train-009078,train,청년,남성,"진로,취업,직장",해당없음,불안,초조한,ANXIOUS,면접 본 지 일주일이 넘었는데 아무 데서도 연락이 안 와. 너무 초조해. 나이가 많아서 올해 꼭 취업해야 하는데 또 취업이 안 될까 봐 불안하지. 혹시 모르니까 다른 회사에 이력서를 넣어봐야겠어.,Pro_03810,Pro_03810_00020,E39,S06_D02,
train-009793,train,중년,여성,"대인관계(부부, 자녀)",해당없음,분노,분노,ANGRY,나 남편 때문에 너무 화가 나. 도대체 밥을 먹고 설거지를 한 적이 없어. 왜 맨날 나만 해야 해?,Pro_08581,Pro_08581_00007,E10,S07_D02,
train-029010,train,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,느긋,HAPPY,사람들을 만나는 것이 좋아 카페를 창업하려고 해. 나와 즐겁게 수다를 나누어준 사람들에게는 소정의 선물을 줄까 하는데 뭐가 좋을지 고민이야. 마들렌을 구워서 선물하는 것이 좋을 것 같아.,Pro_08757,Pro_08757_00018,E66,S08_D02,
train-002940,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,우울한,SAD,좋은 대학 나온 사람들과 비교되는 일이 힘들어. 그 사람들은 부모 잘 만나서 그렇고 나는 불우한 환경 때문이라는 생각이 들어서 속이 상해. 나는 그래도 내 삶을 만족하며 살아왔는데 그런 비교를 당하면 우울해.,Pro_08955,Pro_08955_00021,E24,S10_D02,
train-021949,train,청년,남성,대인관계,해당없음,당황,혐오스러운,ANXIOUS,직원들 월급은 밀리고 있는데 사장이 여행 갔다고 자랑해서 짜증나. 여행을 다녀온 사장이 너무 짜증나고 밀린 월급을 어서 받고 싶어. 직원들이랑 상의를 해서 사장한테 밀린 월급을 받아내야겠어.,Pro_03588,Pro_03588_00042,E57,S04_D02,
train-022956,train,중년,남성,건강,해당없음,불안,초조한,ANXIOUS,갑자기 회사에서 식은땀이 막 나고 손이 떨리는 게 나 혹시 전염병 걸린 거 아니겠지? 나 원래 이런 적은 잘 없어서 무서워. 손 떨림 증상을 잡을 수 있도록 병원을 가봐야겠어.,Pro_07290,Pro_07290_00001,E39,S09_D02,
train-026099,train,청년,여성,"연애,결혼,출산",해당없음,당황,한심한,ANGRY,나 요즘 내가 너무 한심해. 내 주변 친구들은 다 남자친구가 있는데 나만 없어. 내가 못난 사람이 된 것 같아.,Pro_05269,Pro_05269_00004,E58,S05_D02,
train-030612,train,청소년,남성,학업 및 진로,해당없음,당황,혼란스러운,ANXIOUS,고등학교 진학을 어디로 할지 모르겠어. 후보가 있긴 한데 조사해도 뭐가 더 좋은지 모르겠어.,Pro_00230,Pro_00230_00001,E59,S02_D02,
train-048582,train,청소년,남성,가족관계,해당없음,불안,당혹스러운,ANXIOUS,내가 아무리 시험을 망쳐도 우리 부모님은 관심이 없어. 그래서 더욱 공부를 안 하게 돼. 내가 좋은 성적을 받아도 우리 부모님은 관심이 없을 거야. 내일 부모님께 나의 솔직한 심정을 얘기해볼 거야.,Pro_00086,Pro_00086_00010,E35,S01_D02,
train-016082,train,노년,여성,재정,만성질환 무,슬픔,우울한,SAD,홍수로 인해 집과 가축들이 떠내려갔어. 당장 가진 재산이 하나도 없어서 큰일이야. 당분간 지낼 곳이 없어서 자식들 집에 가야할 것 같아. 너무 우울해. 일단은 내 몸부터 챙기고 그 후에는 마을 사람들이랑 의논해봐야겠어.,Pro_12435,Pro_12435_00016,E24,S13_D02,
train-021675,train,청소년,여성,학업 및 진로,해당없음,불안,걱정스러운,ANXIOUS,내일이 벌써 중간고사야. 너무 걱정돼. 시험을 잘못 보면 어쩌지? 너무 불안해. 실수하지 않도록 노력을 더 해야겠어.,Pro_01768,Pro_01768_00012,E37,S02_D02,
train-010594,train,청년,여성,대인관계,해당없음,기쁨,안도,CALM,내가 활동하는 동호회에서 큰 실수를 했는데 동호회 멤버들이 오히려 나를 위로해 줬어. 응. 이제는 그런 실수는 반복하지 않도록 노력해야겠어.,Pro_05158,Pro_05158_00013,E67,S04_D02,
train-011699,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,신뢰하는,CALM,여자친구가 성격이 너무 좋아서 결혼하면 잘 살 수 있을 것 같아. 응. 여자친구는 정말 좋은 사람이거든. 평생토록 내가 더 잘해야지.,Pro_03713,Pro_03713_00007,E62,S05_D02,
train-042505,train,청소년,남성,가족관계,해당없음,상처,배신당한,SAD,친구랑 같이 진로에 대해서 얘기하기로 했는데 놀 생각만 해서 싸웠어. 좋아하는 것도 비슷하고 친해서 진로 고민을 털어놓으려고 했는데 도움 안 될 것 같아. 일단 친구 말고 그냥 선생님께 상담하는 게 좋을 거 같아.,Pro_00093,Pro_00093_00032,E42,S01_D02,
train-048688,train,중년,남성,"대인관계(부부, 자녀)",해당없음,불안,두려운,ANXIOUS,다리를 다치면서 자식들에게 얹혀살게 되었는데 집에 들어가기가 무섭고 긴장돼. 자식들에게 살가운 아버지가 아니어서 앞으로 어떻게 지내야 할지 모르겠어. 생각만 하는 게 아니라 짧은 대화를 하면서 자식들에게 행동으로 보여주고 싶어.,Pro_07042,Pro_07042_00011,E31,S07_D02,
train-005506,train,청년,여성,"연애,결혼,출산",해당없음,당황,남의 시선을 의식하는,ANXIOUS,결혼 준비를 시작하면서 괜히 친구들이 우습게 볼까 봐 예산을 무리해서 잡았어. 예비 신랑도 이게 맞는 건지 모르겠다고 한 적이 있거든. 이번에 제대로 이야기를 해 볼게.,Pro_05263,Pro_05263_00003,E52,S05_D02,
