sample_id,service_label_original,emotion_major,emotion_minor,tired_heuristic_reason,text
train-016149,ANXIOUS,불안,취약한,v2-primary-physical-fatigue,나는 밤에 술을 먹지 않으면 잠이 오지 않아. 이런 게 알코올 중독이라던데 어떻게 하면 좋지. 보건소 가서 알코올중독 상담 받아 봐야겠어.
train-016187,ANGRY,분노,짜증내는,v2-fatigue+support-context,일 때문에 스트레스를 받아서 그런지 많이 자도 계속 피곤해. 스트레스를 받으니까 깊게 잠을 못자는 것 같아서 더 그런 것 같아. 낚시를 좋아하는데. 이번 주 낚시하러 가서 스트레스 좀 풀어야할 것 같아.
train-016680,SAD,상처,괴로워하는,v2-primary-physical-fatigue,퇴근 후에도 업무전화 때문에 다시 회사로 갔어. 휴식을 취할 수가 없어서 스트레스야. 차라리 야근하는 게 나을 지경이야. 동료들한테 정말 급한 일이 아니면 다음 날 출근해서 일을 해결하자고 이야기해봐야겠어.
train-016689,ANXIOUS,불안,스트레스 받는,v2-primary-physical-fatigue,출퇴근하는 지하철은 사람이 탈 곳이 못돼. 불편하고 피곤해. 마음이라도 편하게 넉넉하게 나와야겠어.
train-016782,HAPPY,기쁨,감사하는,v2-primary-physical-fatigue,동료의 조언 덕분에 일찍 업무를 시작해 끝낼 수 있음에 감사했어. 중간에 포기할 까도 생각했지만 같이 야근을 하면서까지 도와준 동료에게 너무 감사해. 내일 동료한테 저녁을 먹자고 하면서 조그마한 선물을 준비해야겠어.
train-016943,ANGRY,분노,툴툴대는,v2-fatigue+support-context,위층에서 소음이 너무 심해서 피곤해. 층간소음 때문에 잠을 못자겠어. 위층 집에게 조용히 해달라고 좋게 얘기해 봐야겠어.
train-016966,SAD,상처,희생된,v2-primary-physical-fatigue,동기가 다 못 끝낸 일을 내가 대신 맡아 야근해 버렸어. 맞아. 평소에 일 처리속도가 늦어서 매일 혼나는 녀석인데 이번에 급한 일이 생겨서 내가 대신 맡아준 거지. 다음부턴 일을 제 시간에 마무리 할 수 있게 동기에게 고칠 부분을 알려줘야겠어.
train-017691,ANXIOUS,당황,남의 시선을 의식하는,v2-primary-physical-fatigue,나만 오늘도 야근이야. 어두운 사무실에서 늦게까지 혼자 일하는 게 힘들어. 다들 어떻게 그러게 빨리 일을 마치고 퇴근하는지 모르겠어. 나만 남아서 눈치도 보여. 그러게 말이야. 항상 칭찬받는 동기에게 조언을 좀 구해야겠어.
train-017771,ANXIOUS,불안,스트레스 받는,v2-primary-physical-fatigue,요즘 계속 퇴근 못 하고 야근 하고 있어. 야근 계속해서 여가생활을 즐기지 못해. 그냥 커피 마시면서 버텨야지. 잘 할 수 있을 거야.
train-018064,HAPPY,기쁨,흥분,v2-primary-physical-fatigue,오늘은 야근이 없어서 매우 기뻐. 야근이 없는 날에 끝나고 무엇을 할지 고민이야. 간만에 집에 일찍 들어가 가족과 함께 시간을 보내는 것이 가장 좋을 것 같아.
train-018076,ANXIOUS,불안,취약한,v2-primary-physical-fatigue,몸이 아팠지만 같이 노인정에 가자는 김 할머니의 부탁을 거절하지 못했어. 김 할머니의 부탁을 거절하기 어려워서 앞으로는 어떻게 해야 할지 고민이야. 김 할머니가 부탁하더라도 몸이 아프면 솔직하게 말을 하는 것이 좋을 것 같아.
train-018105,ANGRY,상처,억울한,v2-primary-physical-fatigue,회사 일에 문제가 생겼는데 나만 남아서 야근을 하게 되었어. 왜 하필 나 혼자 남은 건지 나도 잘 모르겠어. 일단 맡은 일을 끝내야 마음이 편하겠어.
train-018294,ANXIOUS,당황,혐오스러운,v2-primary-physical-fatigue,병원에서 나 같은 늙은 노인을 받아주려고 하지 않아서 서글퍼. 오늘 기력이 없어서 병원에 갔는데 자리가 없어서 링거를 맞지 못하고 그냥 왔어. 지금 당장은 서글퍼도 다른 병원을 찾아가든가 죽이라도 먹고 기운을 차려야겠어.
train-018641,ANGRY,당황,한심한,v2-primary-physical-fatigue,나는 왜 이렇게 일 처리 속도가 느릴까? 늘 하는 일인데도 손에 익지가 않아. 너무 힘들어. 해도 해도 끝이 없고 다른 직원들은 다 퇴근하는데 나만 매일 나머지 공부하는 것처럼 야근의 연속이야. 하기 싫다 못하겠다는 생각을 버리고 집중력을 높여야 할 것 같아. 자신감도 많이 떨어진 상태니 노력해야겠지.
train-019012,ANXIOUS,불안,당혹스러운,v2-primary-physical-fatigue,내일 임원들에게 중요한 보고가 있는데 야근 중에 친척 장례식에 참석하라고 연락이 와서 당황스러웠어. 장례식 위치가 회사랑 두 시간 거리라서 갈지 말지 고민 중이야. 최대한 일을 마무리하고 잠깐 다녀오려고 해. 친척 장례식이라 빠질 수는 없어.
train-019159,CALM,기쁨,안도,v2-primary-physical-fatigue,오늘은 일이 밀려서 야근 할 생각했는데 제시간에 퇴근이야. 밀린 일을 동료들이 와서 도와주더라고. 다음에 꼭 보답해야겠어. 동료들 일 밀리면 도와주고 맛있는 것도 사주고 해야지.
train-019547,ANXIOUS,불안,취약한,v2-primary-physical-fatigue,갱년기가 와서 그런지 잠이 안 오고 새벽까지 깨어 있어. 수면제를 복용하고 낮에 힘든 운동을 해도 효과가 별로 없어. 우선 커피부터 끊어보고 자기 전에 휴대폰도 안 보려고 해.
train-019801,SAD,상처,희생된,v2-fatigue+support-context,밤새웠더니 머리부터 발끝까지 온 몸이 아파. 중요한 사업 계획서를 오늘 아침까지 작성해야 했거든. 그래서 너무 피곤하고 힘들어. 오늘 오후에는 휴가를 내고 병원 다녀와서 쉬어야겠어.
train-020253,SAD,슬픔,낙담한,v2-fatigue+support-context,오늘도 회사에서 밤새야 할 것 같아. 너무 피곤해 잠이 와서 죽을 것 같아. 일을 차근하게 준비해서 처리하는 습관을 길러야겠어.
train-020353,SAD,슬픔,우울한,v2-primary-physical-fatigue,이젠 내가 가진 업무지식은 옛 시대의 산물이 되어 버렸어. 자주 그리고 너무 빨리 바뀌는 업무환경에 적응을 잘 못하는 거 같아 힘들어. 정말 필사적으로 따라가기 위해 야근도 불사하며 노력하고 있어.
train-020973,ANGRY,분노,짜증내는,v2-fatigue+support-context,밤새 게임하는 오빠 때문에 시끄러워서 잠을 못자겠어. 너무 피곤해. 오빠가 게임 좀 그만 했으면 좋겠어. 그래. 밤새 게임하려면 조용히 하라고 말해봐야겠어.
train-021204,ANGRY,분노,툴툴대는,v2-primary-physical-fatigue,이번 주말에 집에서 뒹굴 거리며 푹 쉬려고 했는데 갑자기 회사에서 출근하래. 심지어 월요일부터 금요일까지 야근했거든? 이번 주 너무 피곤한데 어떡하나. 아니. 격주로 돌아가면서 근무하는 걸로 알고 있어.
train-021576,HAPPY,기쁨,느긋,v2-fatigue+support-context,시험도 끝났겠다 늦잠 자도 된다고 허락도 받았겠다 이제 실컷 자야지. 정말 행복해. 응. 시험기간에는 공부하느라 매일매일이 피곤했는데 당분간은 실컷 잘 수 있어서 좋아. 응. 공부해야 해서 밤새는 날도 많았고 그래서 잘 수 있는 지금이 너무 좋아.
train-021905,SAD,슬픔,낙담한,v2-primary-physical-fatigue,직장 선배가 내 보고서를 읽더니 한숨을 쉬어서 내 기분이 엉망이야. 며칠 동안 야근하며 정성 들여 준비했는데 왜 보고서를 맘에 안 들어 하는지 모르겠어. 직접 여쭤 보면 좋을 것 같아.
train-022638,ANXIOUS,불안,취약한,v2-primary-physical-fatigue,매달 좋은 실적을 내는 선배가 부러워 죽겠어. 나와 같이 야근을 하지도 않고 퇴근도 일찍 하는데 비결이 무엇인지 모르겠어. 나도 야망이 있거든. 나도 그렇게 실적을 잘 내고 싶어.
train-022656,HAPPY,기쁨,감사하는,v2-primary-physical-fatigue,요즘 계속 야근을 하고 있는데 오늘 동기가 도와줘서 고마웠어. 동기도 힘들었을 텐데 도움이 많이 되더라고. 동기가 카레를 좋아한다고 했는데 내일 점심을 같이 먹으러 갈까 봐.
train-022681,HAPPY,기쁨,신이 난,v2-primary-physical-fatigue,요즘에는 업무량이 줄어서 야근을 안 해서 행복해. 그동안 늦게 퇴근해서 잠만 자고 출근했는데 이젠 퇴근 후 나만의 시간이 있어서 좋아. 주로 요가를 해. 몸과 마음까지 편안해지는 기분이거든.
train-022986,ANXIOUS,당황,당황,v2-primary-physical-fatigue,야근도 안 했는데 몸이 계속 피로해서 병원 가보니 만성 피로라고 해서 놀랐어. 아직 심각한 건 아니지만 만성 피로가 계속되면 중한 질병으로도 있어질 수 있대. 이제부터라도 야근을 줄여서 충분한 휴식을 취하면서 몸을 회복해야겠어.
train-023003,ANXIOUS,당황,남의 시선을 의식하는,v2-primary-physical-fatigue,가족들이 나를 신경 쓸까 봐 몸이 아프다고 말 안 했어. 괜히 신경 쓰이게 하고 싶지 않네. 얼른 낫고 싶다. 병원 잘 다니고 주는 약 잘 챙겨 먹어야겠지.
train-023014,SAD,당황,외로운,v2-primary-physical-fatigue,몸이 아프고 일이 힘든 것은 문제가 되지 않는데 떨어져 살고 있는 가족들 생각을 하면 외로워져. 매일 일을 할 때마다 머릿속에 가족 생각 밖에 없어서 집중이 잘 안 돼. 이번 달만 열심히 일하면 연휴니까 그때 가족들 얼굴을 볼 수 있을 거야.
train-023138,ANXIOUS,불안,스트레스 받는,v2-primary-physical-fatigue,야근에 회식까지 회사에 시간이 너무 많이 빼앗기는 것 같아서 스트레스가 많아. 이직 전 회사도 회식이 너무 잦아서 힘들었는데 여기도 다를 바가 없네. 말도 꺼내기 힘들어서 조용히 나왔어. 이번 직장에서는 적당히 치고 빠져야겠어.
train-023178,SAD,상처,괴로워하는,v2-primary-physical-fatigue,주 업무가 있는데 다른 업무들 때문에 매일 야근만 하고 있어 너무 힘들어. 주 업무도 매일 일정량을 해야 돼서 야근을 안 할 수가 없네. 회사 그만두고 싶어. 집에 가서 그냥 쉬고 싶어.
train-023180,SAD,상처,괴로워하는,v2-primary-physical-fatigue,연일 계속된 야근에 수면부족으로 머리가 멍해. 너무 괴로워. 회사가 그만 두고 싶다가도 어렵게 들어온 거라 용기가 안 나. 휴가내고 경치 좋은 곳에서 며칠 쉬고 오고 싶어.
train-023207,ANXIOUS,당황,남의 시선을 의식하는,v2-primary-physical-fatigue,내 부서와 동기 부서가 은근히 경쟁을 해서 동기보다 열심히 하는 것을 보이려고 야근을 했어. 내 동기가 열심히 하니까 나도 남들 시선을 의식하지 않을 수 없어서 열심히 하는 거야. 평소에 열심히 하면 되겠지만 남의 시선을 의식하는 것도 그렇게 나쁘지만은 않아.
train-023626,SAD,슬픔,슬픔,v2-primary-physical-fatigue,몸이 아프니까 돌아가신 부모님이 너무 보고 싶고 슬퍼져. 몸이 아프니까 더 생각이 나는 거 같아. 앨범을 찾아서 사진으로라도 찾아봐야겠어.
train-023789,ANGRY,분노,분노,v2-primary-physical-fatigue,야근을 며칠하고 있는지 모르겠어. 며칠째인지 셀 수도 없어. 너무 힘들어. 지금은 바쁠 때라 어쩔 수 없지. 다 같이 힘든데 나만 빠질 수도 없고 말이야.
train-023838,ANGRY,분노,성가신,v2-primary-physical-fatigue,오늘도 야근이라 너무 지치고 피곤해. 삼 일째 야근 하고 있고 지난주도 야근을 했어. 답답하고 지쳐서 그만하고 싶어. 다음 주에 퇴사를 말하려고 해. 휴가라도 신청하든지.
train-023862,ANXIOUS,불안,스트레스 받는,v2-primary-physical-fatigue,오늘도 회사업무가 많아 야근해서 힘들어 아직도 일이 남아있어 이번 달은 계속 야근이야. 퇴근 후 집에서도 업무를 해야겠지.
train-023863,ANXIOUS,불안,스트레스 받는,v2-primary-physical-fatigue,오늘 회사에서 퇴근하기 전 갑자기 일을 시켜서 야근했어. 이럴 땐 회사 다니기 너무 힘들어. 가족들과 함께 산책을 좀 할까 봐.
train-023950,CALM,기쁨,신뢰하는,v2-primary-physical-fatigue,우리 회사는 업무강도가 센대도 불구하고 어느 직원 하나 불평이 없어. 야근할 때도 있고 업무강도가 심할 때도 있지만 모두 성실하게 일해줘서 고마워. 마음이 닿을지 모르겠지만 작은 선물을 하나씩 돌릴까 해.
train-024601,SAD,상처,괴로워하는,v2-primary-physical-fatigue,일터에서 사장이 나를 무안하게 해서 집에서 편히 잠들지도 못하겠어. 내가 일을 하는데 사장이 한 상황에서 계속 무안하게 하는 장면이 계속 떠올라. 잠을 뒤척이면서 사장이 왜 그랬을까 생각을 해봤어.
train-024841,SAD,상처,괴로워하는,v2-primary-physical-fatigue,모은 돈도 없고 직장도 불확실해서 노후를 생각하면 잠이 오지 않아. 생각이 너무 많아. 어떻게 노후를 준비해야 할지 고민이야. 혼자서는 도저히 안 되겠어. 주변에 물어보고 다녀야겠어.
train-026102,SAD,슬픔,우울한,v2-fatigue+support-context,요즘 너무 지치고 힘들다. 우리 직장에서 내가 제일 힘든 일을 하는 것 같아 젊은이들이랑 생각도 안 맞아서 업무 분담이 힘드네. 뭐라고 말 하면 지적하는 사람이 될 것 같고.
train-027293,SAD,당황,고립된,v2-fatigue+support-context,업무가 너무 많아서 퇴근은 꿈도 못 꾸는 상황이야. 몸도 마음도 너무 피곤하다. 요즘은 잠도 네 시간 이상을 못 자는 것 같아. 이대로 가다가는 정말 쓰러질 것만 같아. 이대로는 안 되겠어. 팀장님께 업무분담 관련 면담을 해봐야겠어.
train-028159,CALM,기쁨,신뢰하는,v2-primary-physical-fatigue,드디어 오늘은 정시에 퇴근을 할 수가 있겠네. 며칠 동안 업무가 많아서 야근을 해서 저녁도 제대로 못 먹었어. 오랜만에 집밥도 만들어 먹고 내가 좋아하는 드라마 정주행 예정이야.
train-028377,SAD,상처,희생된,v2-primary-physical-fatigue,다음 주 우리 팀 보고 대회 준비하느라고 한 달 넘게 야근이야. 사원 변동 내역을 조사해야 하는데 할 사람도 없어 보여. 옆 부서에 김 사원에게 도움을 청해봐야겠어.
train-028406,SAD,슬픔,슬픔,v2-primary-physical-fatigue,매년 체력이 떨어지는 것 같아. 이제는 조금만 움직여도 쉽게 지쳐버려. 간단히 산책해볼까 해.
train-028417,SAD,슬픔,우울한,v2-primary-physical-fatigue,요새 회사에서 계속 야근하니까 너무 힘들어. 일을 해도 해도 안 끝나는 것 같아. 열심히 하는데도 끝이 보이지 않아. 사람을 더 뽑아 달라니까 뽑아 주지도 않고. 돈 아낀다고 있는 사람들만 들들 볶고 있지. 인력 충원이 필요한데 요구해도 해주지 않아서 힘들어.
train-028568,HAPPY,기쁨,자신하는,v2-primary-physical-fatigue,나 요즘 너무 규칙적인 생활을 하고 있어. 그런데 자꾸 새벽에 잠이 깨. 수면 시간이 짧아지니 오후에 졸려서.
train-028602,ANXIOUS,당황,남의 시선을 의식하는,v2-fatigue+support-context,나는 회사만 다녀오면 너무 피곤해. 회사에서 타인의 시선이 너무 부담스럽고 불편해. 모두가 나의 업무실력을 비하하는 것만 같아서 타인의 눈치를 보게 돼.
train-028830,ANXIOUS,당황,당황,v2-primary-physical-fatigue,어제 회사 동료들과 술을 마셨는데 내가 취해서 주사 부린 게 소문났나 봐. 아니. 기억은 잘 안 나지만 화장실에서 잠들고 그런 것 같아.
train-028867,ANXIOUS,불안,취약한,v2-primary-physical-fatigue,의사가 되는 과정에서도 항상 코피 흘리며 힘들었지만 사실 지금이 더 힘들어. 우리나라의 취약한 의사 대접에 원통해. 의사들이 단체로 반발하고 파업을 해서 권위를 높여야 해.
train-029117,CALM,기쁨,편안한,v2-primary-physical-fatigue,재택 근무 하니까 편하긴 하다. 출퇴근 스트레스가 없는게 젤 좋은 것 같아.
train-029223,SAD,슬픔,실망한,v2-primary-physical-fatigue,열심히 일해서 돈벌었는데 몸이 아프니 다 필요가 없네. 운동과 안좋은 식습관을 고쳐서 다시 건강을 회복해야 겠어.
train-029328,ANGRY,분노,분노,v2-primary-physical-fatigue,나는 늘 열심히 운동하고 건강에 신경쓰는데 왜 나이에 비해서 체력이 떨어지는지 모르겠어. 운동만 하는 것이 아니라 좋은 음식을 먹도록 노력해봐야겠어.
train-029480,ANGRY,분노,툴툴대는,v2-primary-physical-fatigue,여기저기 몸이 아프지 않은 곳이 없어서 힘들어. 글쎄. 운동을 하고 싶어도 몸이 아파 할 수 없어 답답한 마음이야.
train-029494,ANXIOUS,불안,스트레스 받는,v2-primary-physical-fatigue,몸이 아프다는 건 사람들을 만나지 못한다는 거야. 나이 들고 몸이 아파 사람들을 만나지 못하니 스트레스 받아.
train-029545,ANGRY,분노,방어적인,v2-primary-physical-fatigue,어제 일이 너무 많아서 야근을 했지 뭐야! 피곤해 조금 쉬고 싶어. 직장 업무 스트레스로 이러다 쓰러지지나 않을지 모르겠어.
train-029672,SAD,슬픔,눈물이 나는,v2-primary-physical-fatigue,어제 회사에서 또 야근을 했어. 너무 힘들어. 너무 힘들어. 그래도 일을 해야 하니 어쩔 수 없지.
train-029810,ANXIOUS,당황,당황,v2-fatigue+support-context,건강하다고 생각했는데 요새 몸이 자주 피곤해서 당황스럽네. 육십대 후반이 되어서 그런가? 아직 건강검진을 안 받아봤어. 겨울쯤에 건강검진 받으러 다녀오려고.
train-029964,SAD,분노,좌절한,v2-fatigue+support-context,너무 피곤하고 의욕이 없어서 일을 할 수가 없어. 우선 좀 쉬면서 하고 싶은걸 해보도록 노력해보려구.
train-030734,ANGRY,슬픔,환멸을 느끼는,v2-fatigue+support-context,건강에 신경쓰는 것도 이제 피곤해 너무 지치고 힘들어. 삶을 더 이렇게 아픈 거에 연연하고 살아야할지 스트레스 받아. 맞아 신경을 쓰니까 더 아픈거 있지? 스트레스성 두통이나 복통도 자주 생기고. 그래서 이젠 신경 안쓰고싶어.
train-030856,SAD,슬픔,마비된,v2-primary-physical-fatigue,요즘 거의 매일 야근을 하다 보니 내가 뭘 하고 있는지도 모르겠어. 일하는 기계가 된 느낌이야. 아무 생각 없이 눈뜨면 일하러 가고 퇴근하면 자고.
train-030973,ANXIOUS,분노,안달하는,v2-primary-physical-fatigue,언니가 화장품 빌려준다고 하고서 안 빌려줘. 응. 난 언니한테 지난번에 용돈까지 발려줬는데. 오늘 언니가 퇴근하고 오면 약속 꼭 지키라고 얘기할래.
train-031328,ANGRY,분노,구역질 나는,v2-primary-physical-fatigue,회사에서 내 건강은 생각하지도 않는 거 같아. 매일 야근이야. 그래. 일이 넘쳐서 진짜 구역질이 나곤 한다니까.
train-031696,ANGRY,분노,툴툴대는,v2-fatigue+support-context,요즘 직장에서 업무 스트레스로 피곤하네. 직원 몇명이 그만 둬서 그 업무가 나한테 왔지.
train-031703,SAD,상처,희생된,v2-primary-physical-fatigue,직원 실적이 부족해서 팀 전체 실적까지 부족해졌어. 우리 팀 전체 야근을 하게 되지. 정말 스트레스 받아.
train-032005,SAD,당황,고립된,v2-primary-physical-fatigue,나이 들고 몸이 아프니까 일을 나갈 수가 없어서 집 안에만 있게 돼. 일도 일이지만 무엇보다 사람들하고 소통하지 못하는 게 더 쓸쓸해. 그래도 얘기 할 수 있어서 그나마 위안이 되는걸?
train-032202,ANGRY,분노,툴툴대는,v2-fatigue+support-context,가족이 자꾸 건강 생각해서 운동하라고 잔소리야. 귀찮아 죽겠어. 나는 운동이라면 치를 떠는 사람인데 헬스클럽까지 예약해 놓았다니까. 체력이 좋아진다는데 힘만 들고 운동 갔다 오면 피곤하기만 해.
train-032765,HAPPY,기쁨,만족스러운,v2-primary-physical-fatigue,나 이번에 원하는 직장으로 이직했어. 연봉도 만족스러울 만큼 협상이 잘 되었어. 새 직장은 출퇴근 시간이 짧아서 내 시간이 많이 생길 것 같아. 내 시간이 생기면 규칙적인 운동을 하고 싶어.
train-032805,HAPPY,기쁨,감사하는,v2-primary-physical-fatigue,이번 주면 하반기 기획안 마무리될 것 같아서 다행이다. 지난주까지 매일 야근하느라 너무 힘들고 스트레스 받았거든. 어. 그래도 이번 주에 보고하고 나면 한동안은 스트레스가 확 줄어들 것 같아.
train-032806,SAD,상처,"가난한, 불우한",v2-primary-physical-fatigue,요즘 나이가 들어서 그런지 통 기력이 없어. 어. 일도 바쁘고 체력도 많이 떨어졌어. 한의원에 갔더니 한약을 추천하더라고. 그런데 한약 값이 너무 비싸서 엄두를 못 내겠더라고.
train-032991,ANXIOUS,불안,스트레스 받는,v2-primary-physical-fatigue,업무가 너무 많아서 스트레스 받아. 사장님도 아실 거야. 직원들이 거의 매일 야근하고 몇 달마다 그만 두는데 모를 수가 없어.
train-033028,SAD,상처,버려진,v2-primary-physical-fatigue,요즘 들어 몸이 자꾸 아파서 힘들어. 몸이 아프니 만사가 귀찮아. 내 몸을 너무 버려놨나 봐. 가벼운 걷기 운동이라도 해야할 것 같아.
train-033110,SAD,상처,"가난한, 불우한",v2-primary-physical-fatigue,요즘 야근이 많아서 너무 피곤한데 돈 때문에 계속 다녀야 하는 게 힘들어. 나만 왜 이렇게 가난한지 모르겠어.
train-033120,SAD,상처,희생된,v2-primary-physical-fatigue,요즘 야근이 많아 피곤해. 일주일에 세 번 이상하고 있어. 주말에도 토요일은 거의 나가서 일하고 있어. 응. 갑자기 바빠져서 충원도 이야기 해 봤지만 요즘 경기가 어렵다고 우리가 희생 좀 해달라고 하네.
train-033298,SAD,슬픔,눈물이 나는,v2-fatigue+support-context,몸이 예전 같지 않고 너무 피곤하고 힘들어. 운동을 해보고 싶긴 하지만 귀찮아
train-033366,ANXIOUS,불안,취약한,v2-primary-physical-fatigue,요즘 체력이 떨어지면서 몸이 자꾸 아프고 기운이 없다 보니 자존감도 떨어지고 마음이 약해져서 작은 일에도 상처받고 자꾸 생각나. 몸이 안 좋아진 것이 시작점이었으니까 체력을 길러보려고 해. 몸이 좋아지면 할 수 있는 일의 범위도 넓어지고 자신감도 회복될 것 같아. 몸이 많이 안 좋은 상태이기 때문에 우선 생활에서 할 수 있는 작은 운동부터 하려고 해. 대중교통보다 걷기를 한다던가 가벼운 스트레칭과 근력운동부터 할 거야.
train-033513,ANXIOUS,불안,회의적인,v2-fatigue+support-context,나도 이제 내 건강에 자신이 없어. 나름 신경 쓰며 살았는데 몸이 많이 피곤하고 안좋아. 이젠 나이가 있으니 좋아진다는 기대를 못 하겠어. 지금은 노력해봤자 소용 없겠지.
train-033547,ANGRY,분노,성가신,v2-primary-physical-fatigue,요즘 몸이 아프니까 만사가 귀찮고 성가시다. 병원에 가봤는데 허리디스크래. 어쩐지 허리가 아파서 일어나기 귀찮더라고. 자세교정도 하고 치료에 임하면 괜찮아질 것 같아.
train-033674,ANXIOUS,불안,걱정스러운,v2-fatigue+support-context,요즘 잠을 제대로 못 자서 낮에는 늘 피곤한 것 같아. 지금 다니는 회사를 계속 다니는 게 맞는지 고민되네.
train-033729,CALM,기쁨,안도,v2-fatigue+support-context,갑자기 목덜미가 뻐근하고 눈앞이 깜깜해지는 증상을 겪었어. 무슨 병인 줄 알고 깜짝 놀랐네. 저번 주에 그랬는데 아직 병원 가기 전에 주말에 푹 쉬고 나니까 풀리더라. 아마 일하느라 피곤해서 그랬나 봐.
train-033955,SAD,슬픔,낙담한,v2-primary-physical-fatigue,나 요즘 매일 퇴사를 고민 중이라 힘들어. 사람들은 내가 좋은 직장에 다닌다고 부러워하지만 사실 아니야. 야근이 너무 많고 실적 압박도 커서 견디기 힘들어.
train-034157,SAD,슬픔,슬픔,v2-primary-physical-fatigue,오늘 팀장님께 한 시간 넘게 구박당했어. 기안 올린 보고서에 통계 자료가 틀렸다고 무능하기 짝이 없대. 야근을 해서라도 자료 조사하는데 시간을 더 들여야겠어.
train-034763,ANXIOUS,불안,스트레스 받는,v2-primary-physical-fatigue,가뜩이나 불면증이 있는데 위층에 사람이 이사 온 후 소음이 심해 진절머리가 나. 젊은 부부인 것 같은데 참다 참다 이제는 스트레스받을 지경에 이르렀어. 위층에 가서 솔직하게 우리 입장에 대해 이야기했었어.
train-035851,SAD,슬픔,눈물이 나는,v2-fatigue+support-context,열심히 공부를 했는데도 성적이 안올라. 이러다가 내가 하고 싶은 일을 할 수 없을것 같아서 너무 괴로워. 고마워. 우선 너무 피곤하니 잠부터 자고 싶어.
train-038567,ANXIOUS,당황,혐오스러운,v2-primary-physical-fatigue,몸이 아프니까 누가 날 좀 생각해줬으면 좋겠어. 내가 뭘 잘못한 게 많나 봐. 이런 고통을 받다니. 그래도 속이 상해 죽겠어. 더 잘 살았어야 했나 봐.
train-038683,SAD,상처,괴로워하는,v2-primary-physical-fatigue,회사 동료들보다 조금 일찍 퇴직하게 됐어. 승진에서 밀려서 그렇지 뭐. 좀 더 야근할 걸 그랬나? 성과를 보여주지 못해서 그런가 봐. 그때로 돌아간다면 좀 더 매진할걸.
train-038842,ANXIOUS,불안,걱정스러운,v2-fatigue+support-context,요즘 몸이 너무 뻐근해. 부업을 해서 그런가 봐. 너무 피곤하네. 노후 준비가 너무 안 돼서 이거라도 해야 할 것 같더라고. 나이 들어서 쉬지도 못하고 너무 힘들어.
train-038916,ANGRY,당황,한심한,v2-primary-physical-fatigue,불면증이 나아지지 않아. 잠 좀 푹 자면 좋겠어. 경제력이 없어지니 내가 쓸모없는 존재가 된듯한 생각이 들어. 오래 다니던 회사에서 명퇴를 당한 후 서운한 마음이 가시지 않아. 마음이 불편하니 잠도 잘못 자는 건가 봐.
train-038945,SAD,슬픔,마비된,v2-primary-physical-fatigue,난 요즘 식욕이 없고 밤에 잠이 오지 않아 낮에도 늘 피곤한 상태여서 사람 만나기가 꺼려져. 문득 지난 세월을 돌이켜보니 모든 게 허무하게 느껴지며 늙어간다는 것이 슬퍼. 조금 더 노력해보고 개선되지 않으면 병원에 가서 약을 처방받아야겠어.
train-039054,SAD,당황,열등감,v2-primary-physical-fatigue,이직을 심각하게 고려 중이야. 거의 매일 야근이고 업무량이 너무 많아서 나 자신을 학대하고 있다는 생각이 들어. 개인 시간이 전혀 없어. 이렇게 죄책감에 시달리느니 차분히 다른 직장을 알아보아야겠어.
train-039228,SAD,슬픔,슬픔,v2-primary-physical-fatigue,소득이 일정하지가 않아. 그래서 힘들어도 먹고 살려면 열심히 일해야 하는데. 문제는 일만 해야 해. 그래서 누굴 만나지도 못하고 하루종일 일하면 녹초가 돼서 쓰러져 자버려.
train-039430,ANXIOUS,불안,혼란스러운,v2-fatigue+support-context,늙으니 돈도 없어서 이혼하고 싶어. 몸도 아프니 누구랑 같이 살고 싶지가 않아. 혼자 편하게 살고 싶어. 누구랑 같이 있으면 신경쓰느라 안절부절 하게 되니까 점점 지치게 되더라고.
train-039470,ANGRY,분노,구역질 나는,v2-primary-physical-fatigue,일상생활에 제한이 많다 보니 어려움이 있네. 몸이 아프고 다니기가 힘드니 자신만 비난하는 것 같네. 자신을 자꾸 미워하게 되는 것 같네.
train-039613,ANXIOUS,불안,당혹스러운,v2-primary-physical-fatigue,할머니가 되니 질병이 생기네. 고령이 되니 모든 일에 집중하기 어려워서 문제야. 몸이 아프니 지인들과 의사소통도 단절되어서 정말 외로워.
train-039756,SAD,당황,고립된,v2-primary-physical-fatigue,나이 들어 서글픈데 질환까지 있으니 상심이 되네. 몸 관리를 잘못했다. 생각하니 죄책감이 드는군. 그래도 몸이 아프다는 건 벌 받은 거네.
train-040179,ANGRY,상처,질투하는,v2-primary-physical-fatigue,노년에 접어드니 무릎이 제일 말썽이야. 통증이 심한 날은 밤에 잠들기도 힘들어. 무릎 통증 때문에 일상생활도 힘들고 스트레스가 이만저만이 아니야.
train-040236,ANGRY,당황,한심한,v2-primary-physical-fatigue,내가 한동안 불면증에 시달렸던 일이 있었어. 밤에 잠을 못 자고 회사에서 잠이 드니 일을 할 수가 없어서 그만뒀어. 내 일을 책임감 있게 하지 못하니 그만뒀지. 그래서 지금은 소득이 없는 상태야.
train-040443,ANGRY,분노,짜증내는,v2-primary-physical-fatigue,몸이 여기저기 아프니 나 자신이 싫어. 나이가 들어가니 안 아플 수 없지만 너무 아파서 지긋지긋해. 몸이 아프니 만사가 귀찮고 그럴 수가 없어
