sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,relabel_reason
train-016483,train,청소년,남성,가족관계,해당없음,기쁨,안도,CALM,아빠가 운전을 하다가 사고가 날 뻔 했어. 사고가 나지 않아서 다행이야. 아빠가 운전 중에 핸드폰을 사용하는 게 걱정이 많이 됐거든. 아빠한테 진지하게 핸드폰을 사용하지 말아달라고 부탁해야겠어.,Pro_00118,Pro_00118_00010,E67,S01_D02,
train-033327,train,청년,여성,"연애,결혼,출산",해당없음,불안,스트레스 받는,ANXIOUS,육아는 정말 너무 힘들어. 밤낮으로 애가 잠을 안 자고 울어서 도저히 잠을 잘 수가 없어. 종일 우는 아기를 달래느라 너무 힘들어. 어떨 땐 나도 따라 울어버릴 만큼 스트레스가 커. 당분간 남편도 육아휴직을 해서 아기를 같이 돌보기로 했어. 혼자보다는 둘이니 훨씬 나아질 거라 생각해.,Pro_05243,Pro_05243_00039,E32,S05_D02,
train-020993,train,청소년,여성,학업 및 진로,해당없음,분노,노여워하는,ANGRY,성적 때문에 친구랑 사소한 일로 말다툼을 하게 됐어. 사소한 거지만 진짜 중요한 문제라 꼭 집고 넘어가야 하는데 친구는 나랑 생각이 너무 달라. 네 말대로 내 생각과 다르다고 계속 싸울 필요도 없지. 내일은 화해하자고 해야겠다.,Pro_01749,Pro_01749_00013,E18,S02_D02,
train-000066,train,청년,여성,"진로,취업,직장",해당없음,기쁨,신이 난,HAPPY,오늘 사장님께 칭찬받아서 매우 기뻐. 전 직원 앞에서 내 이름을 부르셨거든. 앞으로도 일을 열심히 해야겠어.,Pro_05399,Pro_05399_00024,E68,S06_D02,
train-000328,train,노년,여성,재정,만성질환 유,기쁨,느긋,HAPPY,아들이 병원 갈 때 함께 가주고 병원비도 내줘서 너무 든든해. 아들이 병원 예약이 있는 날마다 항상 함께 가 줘. 병원비도 부담될 텐데 전혀 내색하지 않아. 아들을 위해서 더욱 건강하게 관리해야지.,Pro_12417,Pro_12417_00012,E66,S13_D01,
train-002081,train,청년,여성,"진로,취업,직장",해당없음,상처,질투하는,ANGRY,같이 준비하던 시험에 친구만 합격해서 질투가 나. 공부는 내가 더 열심히 했다고.,Pro_05372,Pro_05372_00002,E41,S06_D02,
train-047422,train,노년,남성,재정,만성질환 무,당황,부끄러운,ANXIOUS,노후준비를 제대로 하지 못해 일자리를 구해야 하는데 이 나이에 쉬이 구해지지 않아. 자식들도 먹고살기 바쁜데 도와 달라고 할 수도 없고 생활비만 받는 내가 죄책감이 들어서 미안해. 아직 정정한데 이 노인네한테 일자리 좀 주면 좋으련만. 막걸리나 한잔 마시러 가야겠어.,Pro_10907,Pro_10907_00019,E56,S13_D02,
train-005145,train,중년,남성,건강,해당없음,기쁨,기쁨,HAPPY,실직에 대한 두려움이 자꾸 들어. 나이가 들어가니 건강도 안 좋고 일하는 것도 힘들어져.,Pro_07311,Pro_07311_00010,E60,S09_D02,
train-016962,train,청소년,남성,학교폭력/따돌림,해당없음,상처,고립된,SAD,선생님이 내 말을 안 믿어줘. 아이들이 나를 따돌리는 것 같아서 선생님한테 얘기했는데 선생님은 나보고 예민한 거라고 했어. 증거를 사진 찍거나 녹음을 해야 될 것 같아.,Pro_00334,Pro_00334_00006,E43,S03_D02,
train-016742,train,청년,여성,"연애,결혼,출산",해당없음,불안,당혹스러운,ANXIOUS,남자친구가 있는데 부모님이 내게 주말에 맞선을 보라고 해서 당혹스럽네. 남자친구한테 얘기할 수도 없고 고민이야. 일단 맞선을 거부해보고. 남자친구랑 앞으로 어떻게 하는 게 좋을지 상의해야겠어.,Pro_05246,Pro_05246_00016,E35,S05_D02,
train-037084,train,청소년,여성,학업 및 진로,해당없음,기쁨,자신하는,HAPPY,난 이번에는 성적이 괜찮게 나올거라고 자신할 수 있어. 응. 성적을 올리기 위해 노력했거든. 맨날 책상에 앉아서 계획표대로 생활했어.,Pro_01800,Pro_01800_00014,E69,S02_D02,
train-021046,train,중년,남성,"대인관계(부부, 자녀)",해당없음,슬픔,우울한,SAD,내가 퇴근하고 들어와도 가족들 다 나를 투명인간 취급하고 우울해. 내가 왔다고 해도 돌아오는 대답도 없고 정말 힘 빠지더라. 내가 먼저 가족들한테 살갑게 굴어봐야지. 예전에는 그렇게 하지 못했었거든.,Pro_07035,Pro_07035_00006,E24,S07_D02,
train-017075,train,노년,남성,"건강,죽음",만성질환 무,기쁨,감사하는,HAPPY,동네 사십 년 지기 친구들도 나처럼 건강해서 오래 같이 있을 것 같아 감사해. 이 행복이 계속됐으면 좋겠어. 지금보다 더 관리를 열심히 해야겠어.,Pro_10672,Pro_10672_00001,E61,S11_D02,
train-010653,train,중년,남성,건강,해당없음,기쁨,감사하는,HAPPY,오늘 건강 검진 결과가 나왔는데 모든 수치가 정상이래. 거의 매일 한 시간 정도 운동했지.,Pro_07312,Pro_07312_00014,E61,S09_D02,
train-023941,train,중년,여성,"직장, 업무 스트레스",해당없음,당황,열등감,SAD,새로 온 직원이 일을 하루 만에 배우더라고 잘난 채 하는 거 같고 너무 별로야. 프로그램들을 잘 다루고 자격증도 많더라고 내가 너무 부족하게 느껴져 신경 쓰여. 나도 자기 계발을 해야 할 것 같아. 직무에 관련된 자격증을 알아봐야겠어.,Pro_08985,Pro_08985_00013,E54,S10_D02,
train-031474,train,중년,여성,"재정,은퇴,노후준비",해당없음,상처,괴로워하는,SAD,갑작스럽게 큰 돈이 나갈 일이 생겨서 큰일이야. 당장 이 일을 해결하면 이번 달 생활비는 어떡하지? 일단 자식들한테 돈을 빌려봐야겠어. 아이들한테 이런 부탁이라니 너무 미안하고 괴롭네.,Pro_08739,Pro_08739_00001,E48,S08_D02,
train-030446,train,청소년,남성,가족관계,해당없음,기쁨,편안한,CALM,요즘 부모님이 편하게 해줘서 정말 고마워. 편안히 해주신만큼 더 열심히 공부해야겠지.,Pro_00114,Pro_00114_00004,E63,S01_D02,
train-010513,train,청년,여성,"진로,취업,직장",해당없음,기쁨,편안한,CALM,직장에서 코로나 때문에 요즘 일이 없는데 한편으로는 편안하기도 해서 좋긴 해. 맞아. 양가감정이긴 하지만 코로나로 우울하다가도 직장에서는 큰 걱정이 없어. 편안하기도 하고 무뎌지기도 해.,Pro_05394,Pro_05394_00043,E63,S06_D02,
train-039532,train,노년,여성,대인관계,만성질환 무,당황,고립된,SAD,할머니가 되어서 기억상실증이 걸리니까 주변 사람들이 줄어드는 것 같아. 친구가 없어지니까 벌 받는 느낌이야. 친구가 줄어드니 마치 내가 무슨 잘못을 한 것처럼 죄를 지은 것 같아서 괴로워.,Pro_11382,Pro_11382_00052,E51,S04_D02,
train-009697,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,기쁨,HAPPY,진행하던 일이 드디어 성과를 냈어. 힘들어서 포기할까 생각했었는데.,Pro_08991,Pro_08991_00017,E60,S10_D02,
train-051242,train,중년,남성,"재정,은퇴,노후준비",해당없음,상처,충격 받은,ANXIOUS,딸이 사립대에 입학했는데 등록금이 너무 비싸 내주지 못할 수 있다는 게 비관적이야. 딸 학비도 못 내주는 자신이 실패한 사람 같아. 대출받아서 등록금을 내주고 나는 천천히 갚아나가야겠어.,Pro_07175,Pro_07175_00005,E44,S08_D02,SAD_TO_ANXIOUS_MINOR_V2
train-014957,train,노년,여성,재정,만성질환 유,슬픔,염세적인,SAD,돈도 건강도 안 좋으니 그냥 죽어버리고 싶어. 아픈 것도 서러운데 돈도 없으니 다 소용없다고 느껴져. 일단 이 감정을 가족들과 대화로 풀어봐야겠어.,Pro_12377,Pro_12377_00003,E26,S13_D01,
train-021369,train,청소년,남성,학업 및 진로,해당없음,상처,상처,SAD,성적이 점점 떨어져서 원하는 대학에 지원할 수 없을 것 같아서 너무 괴로워. 아직 부모님께 말씀드리지 못했어. 너무 슬퍼. 혼자 산책하면서 마음을 달래야겠어.,Pro_00211,Pro_00211_00006,E40,S02_D02,
train-015024,train,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,안도,CALM,보험 가입을 잘 해놔서 노후에 어떤 문제가 생겨도 어느 정도 보호받을 수 있다니 다행이야. 이상한 보험 들었으면 어쩔 뻔했어. 보험은 보험이고 내 건강은 잘 챙겨야지.,Pro_08758,Pro_08758_00011,E67,S08_D02,
train-033276,train,청년,남성,"연애,결혼,출산",해당없음,분노,악의적인,ANGRY,여자친구가 자꾸 나에 대해 이상한 소문을 내. 악의적으로 안 좋은 이야기를 퍼뜨리는 것 같아. 내가 겪은 피해와 솔직한 감정을 여자친구에게 이야기해볼까 해.,Pro_03666,Pro_03666_00014,E15,S05_D02,
train-027418,train,청년,남성,"진로,취업,직장",해당없음,분노,툴툴대는,ANGRY,우리 오빠가 사춘기가 왔는지 자꾸 이상한 데서 감정을 폭발시켜. 응. 부모님은 여행가셨고 오빠는 이어폰을 끼고 울고 있어. 일찍 와서 같이 일을 하는 것이 좋을 것 같아.,Pro_03782,Pro_03782_00021,E11,S06_D02,
train-027427,train,중년,남성,"재정,은퇴,노후준비",해당없음,슬픔,우울한,SAD,인터넷에서 되게 황당한 동영상을 봤어. 운전하고 가는 차에 뛰어든 사십 대가 찍혔는데 아무리 봐도 보험금을 노린 것 같아. 동네 보건소에 가서 상담이라도 받고 오면 기분이 나아질까?,Pro_07155,Pro_07155_00018,E24,S08_D02,
train-044597,train,청년,남성,대인관계,해당없음,분노,악의적인,ANGRY,나 죽을까 고민 중이야. 요즘 내가 너무 싫어. 그냥 나는 딱히 살아서 쓸모 있는 데가 없더라고. 내가 너무 싫어. 내가 잘하는 게 하나도 없지만 일단은 부모님을 도와 집안일부터 해볼게.,Pro_03546,Pro_03546_00003,E15,S04_D02,
train-040863,train,노년,여성,재정,만성질환 무,불안,초조한,ANXIOUS,일거리가 자꾸 줄어들어서 속이 상해 죽겠어. 직업교육을 제대로 받은 적이 없으니 전문 분야라고 내세우기엔 좀 그래. 하지만 지금까진 시장에서 음식점도 하다가 돈 떨어지면 설거지도 해주고 마트 카운터에서 계산도 해주면서 그럭저럭 살아왔거든. 문을 닫는 데도 있지만 죄 영업시간을 단축하는 바람에 일도 줄고 수입도 줄었지 뭐야. 돈 들어가는 데는 자꾸 늘어나는데.,Pro_12450,Pro_12450_00042,E39,S13_D02,
train-046066,train,청소년,남성,가족관계,해당없음,분노,성가신,ANGRY,난 왜 이렇게 키가 작아서 친구에게 피해를 주는 걸까? 정말 속상해. 반 대항 농구 시합에서 나 때문에 지고 친한 친구랑 다툼까지 하게 되었어. 키는 어쩔 수 없으니까 내가 더 잘할 수 있는 일을 찾고 친구와도 화해해야겠어.,Pro_00070,Pro_00070_00003,E19,S01_D02,
train-002998,train,중년,남성,"대인관계(부부, 자녀)",해당없음,슬픔,후회되는,SAD,아침에 처가 나보고 계속 건강 검진받으라는 걸 내가 바빠서 시간 없다고 짜증 내버렸네. 내가 자세한 얘기를 안 하니 그 정도인지는 몰랐겠지. 내가 짜증 내니 막 울더라고. 다 나 생각해서 하는 말이었는데 내가 울려 버렸으니 내 스스로 너무 한심하더라고.,Pro_07034,Pro_07034_00027,E23,S07_D02,
train-012602,train,청소년,남성,가족관계,해당없음,상처,버려진,SAD,내가 죽는다고 해도 우리 가족은 놀라지 않을 것 같아서 슬퍼. 가족들이 내게 관심을 가져 주었으면 좋겠어. 나는 가족들의 사랑을 받고 싶다고 솔직하게 말할 거야.,Pro_00100,Pro_00100_00012,E49,S01_D02,
train-033328,train,청년,여성,"연애,결혼,출산",해당없음,슬픔,우울한,SAD,애인과 헤어졌어. 너무 슬프고 우울하다. 나이도 벌써 삼십 대 후반인데 연애도 뜻대로 되지 않고 이러다 평생 결혼도 못 할까 너무 우울하다. 빨리 새로운 사람을 만나 다시 연애하고 싶어. 주변 친구들을 보니 결혼정보회사를 통해서 좋은 배우자를 많이 만나더라고. 나도 한 번 찾아가서 상담을 받아봐야겠어.,Pro_05235,Pro_05235_00043,E24,S05_D02,
train-036212,train,청소년,여성,가족관계,해당없음,슬픔,낙담한,SAD,엄마아빠께서 내 졸업식에도 안 오신대. 왜 난 항상 혼자인걸까. 몰라. 내가 원하는대로 되는 일이 없는 것 같아.,Pro_01639,Pro_01639_00013,E28,S01_D02,
train-028454,train,중년,남성,건강,해당없음,기쁨,신뢰하는,CALM,술도 안 먹고 운동 많이 한다고 건강한 건 아닌가 봐. 건강을 자신하던 친구가 쓰려졌어. 맞아. 건강관리를 열심히 한 친군데 그렇게 됐네. 이번 일로 운동에 대한 신뢰가 많이 떨어졌어.,Pro_07313,Pro_07313_00004,E62,S09_D02,
train-050384,train,청소년,여성,학교폭력/따돌림,해당없음,불안,초조한,ANXIOUS,너무 짜증나. 친구들한테 왕따를 당하고 있어. 어떻게 해야 할지 모르겠어. 친구가 하나도 없어서 너무 힘들어. 이런 일을 당했던 언니를 만나고 와야겠어. 조언을 구하고 싶어.,Pro_01890,Pro_01890_00017,E39,S03_D02,
train-032904,train,청년,남성,대인관계,해당없음,기쁨,만족스러운,HAPPY,내가 어려운 상황인 것을 알고 대학 선배가 도움을 주고 갔어. 다른 선배들하고 같이 쌀과 생필품을 사주시고 가셨어. 열심히 공부해서 빨리 취직을 한 다음에 꼭 갚아야지.,Pro_03595,Pro_03595_00008,E64,S04_D02,
train-022107,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,만족스러운,HAPPY,아내와 나는 아이가 없어도 지금 충분히 만족해. 우리끼리 생활하는 것이 편하고 즐거워. 아이 없이 이렇게 평생 생활해도 행복할 것 같아.,Pro_03715,Pro_03715_00014,E64,S05_D02,
train-001947,train,청년,여성,"진로,취업,직장",해당없음,분노,짜증내는,ANGRY,얼마 전에 직장에 취업했는데 내가 원하던 업무가 아닌 것 같아서 짜증이 나. 내가 조직에 적응하는 방법보다는 차라리 진로에 대해 다시 고민해보고 싶어질 정도야. 주위 선배들을 만나보려고 해. 아무래도 경험이 쌓인 분들에게 조언을 구하면 나도 해결 방법이 떠오를 것 같거든.,Pro_05344,Pro_05344_00013,E13,S06_D02,
train-035391,train,노년,여성,재정,만성질환 무,기쁨,편안한,CALM,옆집 할머니가 경제적으로 어려울 때면 언제든지 도움을 청하라고 했어. 그래서 편해. 경제적으로 어렵지 않으면 좋겠어. 조금이라도 덜 도움을 받게 일을 구해야겠어.,Pro_12474,Pro_12474_00010,E63,S13_D02,
train-019664,train,노년,남성,"건강,죽음",만성질환 유,기쁨,신뢰하는,CALM,내가 세상을 등져도 자녀들은 아내를 잘 보살펴 줄 거야. 전부터 자식들이 우리를 모시고 싶어 했거든. 내가 합병증으로 일이 생겨도 문제없어. 그래. 자식들을 잘 키워서 기뻐.,Pro_10613,Pro_10613_00003,E62,S11_D01,
train-040455,train,노년,여성,"건강,죽음",만성질환 무,불안,취약한,ANXIOUS,남편이 먼저 죽으면 어쩌나 걱정이야 이제 나이도 있고 건강도 예전같지 않아서 그래 같이 운동을 하자고 해봐야 겠는데 싫어해서 할지 모르겠어,Pro_12204,Pro_12204_00020,E33,S11_D02,
train-031706,train,중년,여성,"재정,은퇴,노후준비",해당없음,슬픔,염세적인,SAD,요즘 은행 금리가 너무 낮아. 저축하는 게 의미가 없어. 그냥 안 쓰면서 사는 게 답이지 뭐. 별수가 없어.,Pro_08717,Pro_08717_00021,E26,S08_D02,
train-047020,train,중년,남성,"재정,은퇴,노후준비",해당없음,슬픔,낙담한,SAD,젊을 때부터 열심히 일했지만 점점 더 궁핍해지기만 해. 이제 나이가 들어 몸도 아픈데 앞으로 어떻게 살아가야 할지 모르겠어. 아이들이 졸업할 때까지 버티고 나면 고향으로 돌아가 소일하고 싶어.,Pro_07159,Pro_07159_00024,E28,S08_D02,
train-044575,train,청년,남성,대인관계,해당없음,상처,상처,SAD,계속 운동하다간 심장마비가 올 수 있으니 당장 선수 생활을 관두래. 충격적이야. 농구는 내 삶의 목표이자 전부였다고. 내 인생은 이제 답이 없어. 농구를 포기하는 건 있을 수 없는 일이야. 농구와 관련된 일이라면 뭐든지 하겠어.,Pro_03571,Pro_03571_00002,E40,S04_D02,
train-022795,train,중년,남성,"대인관계(부부, 자녀)",해당없음,기쁨,기쁨,HAPPY,오늘 가족끼리 간 놀이동산에서 아들을 두 시간 만에 찾았어. 아들을 찾았을 때는 다행이라는 안도감과 함께 너무 기뻤어. 그래도 앞으로는 아들을 잃어버리지 않게 잘 챙겨야겠어.,Pro_07071,Pro_07071_00011,E60,S07_D02,
train-004372,train,청년,여성,"진로,취업,직장",해당없음,상처,괴로워하는,SAD,요즘 경기가 어려워 취업이 쉽지 않아. 매일 신문 읽고 상식 공부하고 있는데 분위기는 풀리지 않으니 괴로워.,Pro_05379,Pro_05379_00025,E48,S06_D02,
train-035961,train,청소년,남성,학업 및 진로,해당없음,상처,억울한,ANGRY,난 진짜 억울해. 나는 할 만큼 했는데 바라는 만큼의 성적이 나오지 않았어. 부모님은 내가 열심히 노력하지 않았다고 생각해. 응. 아무래도 더 열심히 해서 증명하는 게 좋겠어.,Pro_00218,Pro_00218_00008,E47,S02_D02,
train-026153,train,노년,여성,"건강,죽음",만성질환 무,기쁨,느긋,HAPPY,나는 지금껏 잘 살아온 것 같아. 여태 큰 병 없이 지내 온 거 보면 앞으로도 그렇지 않을까 싶어서. 난 운동도 자주하고 건강한 음식 위주로 잘 먹었어.,Pro_12237,Pro_12237_00004,E66,S11_D02,
train-000648,train,노년,여성,대인관계,만성질환 무,기쁨,느긋,HAPPY,우리 마을에서는 노인들의 친목 활동을 위한 지원을 아끼지 않아. 친목 활동을 위한 지원을 아끼지 않아서 기쁘다. 앞으로도 지원해주면 좋겠어.,Pro_11397,Pro_11397_00006,E66,S04_D02,
train-008659,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,편안한,CALM,오래 알고 지내니까 설렘은 줄었지만 대신 편안해서 좋아. 응. 이제 서로 익숙해진 거지. 요즘은 그냥 아무 일이 일어나지 않았으면 좋겠다.,Pro_05274,Pro_05274_00031,E63,S05_D02,
train-008717,train,청년,여성,대인관계,해당없음,기쁨,신뢰하는,CALM,나는 내 친구를 정말 좋아해. 남들이 날 욕하고 있었는데 이 친구만이 날 옹호해 줬어. 난 이 친구와 평생을 함께할 생각이야.,Pro_05153,Pro_05153_00006,E62,S04_D02,
train-007915,train,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,기쁨,HAPPY,지금까지 힘들게 살아온 날들이 너무 감사하게 느껴져. 퇴직금으로 샀던 주식과 부동산이 너무 올라서 팔고 왔거든. 여유가 생겼으니 내년에 결혼하는 딸에게 더 큰 선물을 해줘야겠어.,Pro_08751,Pro_08751_00021,E60,S08_D02,
train-023250,train,중년,남성,"직장, 업무 스트레스",해당없음,기쁨,안도,CALM,까다로웠던 계약을 성사시켜서 정말 다행이야. 성사되지 못할까 봐 걱정했어. 아직 사장님은 몰라. 당당하게 회사에 가자마자 말씀드릴 거야!,Pro_07438,Pro_07438_00005,E67,S10_D02,
train-031893,train,청소년,여성,학교폭력/따돌림,해당없음,당황,한심한,SAD,왜 학교 폭력 가해자는 피해자에게 사과하지 않는 걸까? 그런걸 보면 가해자의 태도가 너무 한심해. 학교 폭력 피해자는 사과받지 못한다는 신문 기사를 봤어. 보는 내내 가해자의 태도 때문에 기분이 나빴어. 학교 폭력 피해자들의 목소리를 대변하는 단체에 소액 기부를 할거야.,Pro_01909,Pro_01909_00018,E58,S03_D02,ANGRY_TO_SAD_MINOR_V2
train-033967,train,청년,남성,"진로,취업,직장",해당없음,기쁨,편안한,CALM,회사 분위기가 평온하니 업무 효율도 높아지고 일이 즐겁게 느껴져. 오늘은 부장님께 칭찬도 받았어! 보고서가 완벽해서 흠잡을 데가 없다고 하셨어. 매일 이랬으면 좋겠어!,Pro_03834,Pro_03834_00036,E63,S06_D02,
train-019730,train,중년,남성,"대인관계(부부, 자녀)",해당없음,분노,방어적인,ANGRY,제발 좀 집에 오면 아내가 나를 그냥 놔뒀으면 좋겠어. 퇴근하고 집에 와서 시달리는 것도 스트레스야. 그냥 아무 말도 안 걸었으면 해. 아무 생각도 안 하고 푹 쉬고 싶어.,Pro_07025,Pro_07025_00035,E14,S07_D02,
train-035784,train,청소년,여성,학교폭력/따돌림,해당없음,당황,죄책감의,SAD,친구가 교내 폭력을 당하고 있는데 겁나서 도와주지 못했어. 미안한 감정이 들어. 맞아. 친구에게 미안하지만 무서워서 어떻게 해야할지 모르겠어. 이대로 보고만 있을 수는 없으니까 선생님께 말씀드려봐야겠어.,Pro_01906,Pro_01906_00033,E55,S03_D02,
train-029604,train,청소년,여성,학업 및 진로,해당없음,상처,질투하는,ANGRY,우리반에 나보다 공부 잘 하는 애가 있는데 질투 나. 나보다 더 좋은 대학에 가겠지. 다음 시험은 망쳤으면 좋겠어.,Pro_01772,Pro_01772_00029,E41,S02_D02,
train-039320,train,노년,여성,재정,만성질환 무,당황,혐오스러운,ANXIOUS,문 닫은 식당 주인을 우연히 만나 잠깐 이야기를 나눴는데 코로나 사태로 식당 문을 닫아 생활이 힘들다고 하더라. 일거리를 찾지 못해 애태우다가 불법적인 일에 잠깐 손을 댄 모양이야. 벌금 내고 풀려났다니 이중 생활고를 겪은 셈이지. 반성하고 친구가 운영하는 곳에서 잠깐 일하기로 했다니 다행이지.,Pro_12468,Pro_12468_00017,E57,S13_D02,
train-014827,train,청년,남성,"진로,취업,직장",해당없음,기쁨,흥분,HAPPY,얼마 전에 내가 올린 동영상으로 우리 회사가 유명세를 타게 되었어! 그 동영상 만드는 데 고생했거든. 만든 보람이 있었어. 응. 이번 일을 기회 삼아서 더 발전하는 모습을 보이면 더 유명해지겠지. 열심히 할래!,Pro_03836,Pro_03836_00016,E65,S06_D02,
train-027170,train,노년,남성,대인관계,만성질환 유,기쁨,자신하는,HAPPY,아내가 수술 후 입맛이 없어 힘들어하고 있는데 오늘 내가 만든 보양식으로 회복될 거야. 아내 입맛에 안 맞을까 봐. 걱정이 되지만 아내는 회복을 할 거야. 만약 입맛에 안 맞으면 다시 만들어줄 거야. 아내가 원하는 모든 걸 해줄 거야.,Pro_09780,Pro_09780_00020,E69,S04_D01,
train-004701,train,청년,여성,"연애,결혼,출산",해당없음,분노,툴툴대는,ANGRY,이번 명절에 집에 갔더니 또 결혼하라고 난리 치셔. 나는 결혼 생각이 없는데. 나는 연애만 하고 싶은 것 같아. 나는 하고 싶은 것을 하며 자유롭게 살고 싶어. 가족들과 시간을 두고 더 이야기를 많이 해야겠지.,Pro_05222,Pro_05222_00025,E11,S05_D02,
train-013760,train,청소년,여성,학교폭력/따돌림,해당없음,슬픔,환멸을 느끼는,ANGRY,도대체 왜 집단 따돌림을 하는 걸까? 여러 명이 약한 한 명을 집단으로 괴롭히는 애들을 보면 정말 분노가 치솟아. 내일 당장 가서 그러지 말라고 이야기 해야겠어.,Pro_01880,Pro_01880_00011,E29,S03_D02,
train-049551,train,청소년,여성,가족관계,해당없음,슬픔,슬픔,SAD,남자친구가 밖에만 나가면 연락이 너무 안 돼서 고민이야. 내 남자친구가 친구들만 만나면 서너 시간 동안 연락이 안 돼서 너무 슬퍼. 나도 친구들을 많이 만나면서 바쁘게 살아야겠어. 남자친구와 다시 좋아졌으면 좋겠어.,Pro_01631,Pro_01631_00014,E20,S01_D02,
train-025156,train,노년,여성,"건강,죽음",만성질환 유,기쁨,감사하는,HAPPY,간호사가 챙겨줄 사람이 없는 나를 챙겨줘서 너무 감사해. 보호자가 없는 걸 알고 잘 챙겨주셔. 일을 덜어드리려면 약을 꼬박꼬박 잘 챙겨먹어야지.,Pro_12172,Pro_12172_00001,E61,S11_D01,
train-008848,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,만족스러운,HAPPY,어쩜 좋아! 가장 친한 친구가 내년에 결혼한대! 응! 우리 중에 걔가 처음으로 결혼을 한다니 뭔가 흥분돼! 응! 우리 중에 걔가 처음으로 결혼을 한다니 뭔가 흥분돼!,Pro_05275,Pro_05275_00028,E64,S05_D02,
train-021619,train,청소년,여성,학업 및 진로,해당없음,슬픔,슬픔,SAD,성적 때문에 가고 싶은 고등학교에 갈 수가 없어서 눈물이 나. 좀만 더 열심히 할걸. 너무 후회되면서 우울해. 학원에 가서 공부해야겠어. 지금부터라도 더 열심히 해서 원하는 대학교는 꼭 합격할 거야.,Pro_01751,Pro_01751_00016,E20,S02_D02,
train-044536,train,청년,여성,대인관계,해당없음,분노,안달하는,ANXIOUS,정신장애가 있어 부모와 갈등이 있었는데 장애를 가지고 있는 나 자신이 너무 싫어. 내가 정신장애를 갖고 싶어서 가진 것도 아닌데 나는 나 자신이 아픈 걸 인정할 수 없어. 산책을 하며 기분이 좀 나아지면 부모님과 대화해서 잘 풀어봐야겠어.,Pro_05107,Pro_05107_00053,E16,S04_D02,
train-013436,train,청년,여성,"진로,취업,직장",해당없음,불안,당혹스러운,ANXIOUS,부장님께서 갑자기 나를 부르셔서 뭐 잘못했나하고 불안했어. 평소에 잘 불려가는 편이 아니어서 긴장도 되고 여러 가지 생각을 하게 되더라고. 미리 불안해하지 말고 좋은 쪽으로 생각하면 좋을 것 같아.,Pro_05366,Pro_05366_00024,E35,S06_D02,
train-005125,train,중년,남성,"직장, 업무 스트레스",해당없음,기쁨,안도,CALM,오늘 저녁 중요한 일정이 있는데 오후에 팀장이 갑자기 새로운 일을 시켰어. 그래도 다행히 내가 예전에 작업해둔 자료가 있어서 금방 끝냈어.,Pro_07438,Pro_07438_00011,E67,S10_D02,
train-005439,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,안도,CALM,오늘 긴장했던 결혼식을 무사히 마쳤어. 안도감이 들어. 손님들이 많이 와서 긴장도 되고 떨리기도 했어. 이제 결혼도 했으니 나도 아내와 함께 행복한 삶을 보낼 거야.,Pro_03718,Pro_03718_00022,E67,S05_D02,
train-019050,train,노년,남성,재정,만성질환 유,분노,안달하는,ANXIOUS,자식들한테 돈 좀 달라고 부탁하는 내 모습이 너무 비참하고 답답해. 요즘 형편이 좋지 않아. 내 병원비도 많이 들고 말이야. 잘 모르겠어. 내 스스로가 너무 한심하고 불안해.,Pro_10807,Pro_10807_00011,E16,S13_D01,
train-022890,train,중년,남성,"재정,은퇴,노후준비",해당없음,기쁨,느긋,HAPPY,상사의 권유로 은퇴 중에 있단다. 그래서 기쁜 마음으로 준비하고 있어. 그렇지. 그래도 은퇴 후 노후 준비는 어떻게 할지 고민이 있어. 적금과 꾸준한 저축으로 더 알뜰하게 살아야겠구나.,Pro_07197,Pro_07197_00006,E66,S08_D02,
train-010074,train,청년,여성,"진로,취업,직장",해당없음,기쁨,신뢰하는,CALM,이직한 회사는 정말 좋아. 회사 가는 길이 기대돼. 일하다가 모르는 것이 있으면 선배가 친절하게 알려 줘. 이곳에서는 배워 나갈 수 있다는 생각이 들어.,Pro_05393,Pro_05393_00030,E62,S06_D02,
train-010123,train,중년,남성,건강,해당없음,슬픔,염세적인,SAD,그렇게까지 해야 하는지 모르겠어. 나이 들면서 자연스럽게 건강이 나빠지는 것을 받아들이지 못하고 보신탕을 먹는 사람들이 많아. 개는 인간과 오랜 시간 교감을 해 온 동물인데 너무 끔찍하다고 생각해.,Pro_07277,Pro_07277_00003,E26,S09_D02,
train-027598,train,중년,여성,"직장, 업무 스트레스",해당없음,불안,스트레스 받는,ANXIOUS,은퇴하면 뭘 하면 좋을까? 그래 은퇴하면 하고 싶은 일을 하면서 살아야겠어. 그때는 지금보다 어릴 때라 그냥 그 직원을 무시했었지. 이번에는 좀 더 슬기롭게 대처하고 싶어.,Pro_08963,Pro_08963_00046,E32,S10_D02,
