sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,service_label_original,tired_heuristic_applied,tired_heuristic_reason
train-031795,train,청소년,여성,학교폭력/따돌림,해당없음,기쁨,신뢰하는,CALM,친구들 사이에서 나 혼자 너무 힘들었는데 오늘 드디어 이 문제를 선생님께 말씀드렸어. 따돌림을 당하고 있거든. 바로 조치가 취해지진 않았지만 마음이 한결 나아졌어. 잘 해결될 것 같은 기분이 들어.,Pro_01913,Pro_01913_00025,E62,S03_D02,CALM,False,missing-fatigue-keyword
train-013738,train,청년,여성,"연애,결혼,출산",해당없음,분노,분노,ANGRY,내가 임신한 사실을 애인이 알고 나서부터 연락이 안 돼. 어떻게 이럴 수 있지? 응. 너무 화가 나. 애인이 이런 사람이었다는 것도 너무 실망스럽고. 뭘 어떻게 해야 할지 모르겠어.,Pro_05221,Pro_05221_00024,E10,S05_D02,ANGRY,False,missing-fatigue-keyword
train-009024,train,청년,여성,대인관계,해당없음,기쁨,흥분,HAPPY,내가 오늘 고백을 받았는데 그 사람과의 연애가 너무 기대가 돼. 맞아. 너무 좋은 일이 생겨서 흥분된다. 고마워. 나도 그 사람에게 정말 잘해야지.,Pro_05156,Pro_05156_00008,E65,S04_D02,HAPPY,False,missing-fatigue-keyword
train-000455,train,노년,여성,대인관계,만성질환 무,기쁨,안도,CALM,그동안 연락이 닿지 않았던 동창과의 연락이 닿아서 너무나 기뻐. 동창과는 많이 친했었지만 오랜만에 연락이 닿은지라 좀 어색했어. 내일은 옛날 이야기를 하며 어색한 감정을 풀어 볼 거야.,Pro_11398,Pro_11398_00003,E67,S04_D02,CALM,False,missing-fatigue-keyword
train-039599,train,노년,여성,"건강,죽음",만성질환 무,분노,노여워하는,ANGRY,배우자가 죽어서 너무 우울하다. 게다가 가까운 친척들도 죽어서 눈물이 난다. 이게 다 내가 잘못해서 그런 것 같다. 정말 죄책감을 느껴서 후회되고 속상하다.,Pro_12189,Pro_12189_00038,E18,S11_D02,ANGRY,False,missing-fatigue-keyword
train-050706,train,청소년,여성,가족관계,해당없음,상처,버려진,SAD,나 엄마가 내 교우 관계에 너무 간섭해 난 패배자야. 저번에 엄마가 왜 그런 친구들 만나느냐고 해서 엄청 싸웠어. 엄마와 한번 진지하게 얘기를 나눠볼까 봐.,Pro_01660,Pro_01660_00001,E49,S01_D02,SAD,False,missing-fatigue-keyword
train-011026,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,마비된,TIRED,너무 힘들어. 요즘 업무가 너무 많아 몸이 녹초가 됐어.,Pro_08956,Pro_08956_00006,E25,S10_D02,SAD,True,fatigue+physical-context
train-016567,train,청년,여성,"연애,결혼,출산",해당없음,슬픔,마비된,SAD,이제는 남자 친구를 봐도 설레지가 않고 내 마음이 예전 같지가 않아서 슬프다. 남자 친구는 싸울 때마다 험한 말을 하거든. 들을 때마다 서럽고 가슴이 너무 아파. 나가서 친구들과 남자친구 흉을 좀 보고 와야겠어.,Pro_05236,Pro_05236_00026,E25,S05_D02,SAD,False,missing-fatigue-keyword
train-012073,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,비통한,SAD,어제 회사에서 잘렸어. 내가 이십 년 동안 몸을 바쳐 일한 곳이었는데. 응. 열심히 일한 대가가 이런 거라니. 다른 일할 곳을 찾아봐야지.,Pro_08953,Pro_08953_00015,E22,S10_D02,SAD,False,missing-fatigue-keyword
train-034254,train,청년,남성,"진로,취업,직장",해당없음,분노,분노,ANGRY,내가 트랜스젠더임을 알게 된 다음 회사 사람들이 나를 가까이하지 않으려는 게 느껴져. 회사에서 공평한 취급을 받고 업무에 지장이 없으면 좋겠는데 어떻게 해야 할지 고민이야. 사람들이 피하더라도 업무에 지장이 가지 않도록 더욱 더 업무에 집중하는 것이 좋을 것 같아.,Pro_03781,Pro_03781_00012,E10,S06_D02,ANGRY,False,missing-fatigue-keyword
train-000859,train,노년,여성,대인관계,만성질환 무,기쁨,신이 난,HAPPY,몇 년 동안 서양화를 배웠는데 이번에 좋은 평을 받았어. 그럼. 이제야 실력이 조금씩 그림에 나타나는 것 같아서 뿌듯해. 맞아. 앞으로도 계속 열심히 하고 싶어.,Pro_11399,Pro_11399_00009,E68,S04_D02,HAPPY,False,missing-fatigue-keyword
train-039014,train,노년,여성,대인관계,만성질환 무,슬픔,환멸을 느끼는,ANGRY,나 너무 슬퍼서 견딜 수가 없어. 돈벌이가 시원치 않고 수중에 돈도 없으니 주위에 사람들이 다 떠나가네. 너무 쓸쓸하고 서글프네. 이제 다 늙어서 더 벌어 먹고살기도 힘든데 주위에 사람도 없이 쓸쓸하게 살아가야 하는 내 신세가 서글프고 나 자신이 불쌍하네.,Pro_11360,Pro_11360_00002,E29,S04_D02,ANGRY,False,missing-fatigue-keyword
train-032122,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,만족스러운,HAPPY,이번에 직장을 옮겼어. 전에 있던 회사가 많이 어려워져서. 응. 그리고 여기 분들이 되게 좋으셔서 좋아.,Pro_08995,Pro_08995_00023,E64,S10_D02,HAPPY,False,missing-fatigue-keyword
train-034786,train,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,혼란스러운,ANXIOUS,우리 아들이 자기가 남자인지 잘 모르겠다고 했어. 성 정체성에 혼란이 왔나 봐. 아들 핸드폰에 남자랑 스킨십하는 사진이 엄청 많았어. 너무 충격적이고 혼란스러워. 아들과 한 번 진솔한 대화를 나누어봐야겠어.,Pro_08605,Pro_08605_00029,E34,S07_D02,ANXIOUS,False,missing-fatigue-keyword
train-010555,train,중년,남성,"직장, 업무 스트레스",해당없음,불안,두려운,TIRED,요즘 야근이 많아서 피곤해. 식사를 제대로 하고 운동도 틈틈이 하고 있어.,Pro_07402,Pro_07402_00012,E31,S10_D02,ANXIOUS,True,fatigue+physical-context
train-041401,train,노년,남성,재정,만성질환 무,슬픔,환멸을 느끼는,ANGRY,요새 일을 못해서 너무 힘드네 코로나로 일하던 가게 매출이 떨어지니까 그만 나오라고 하더라고. 갑자기 일자리를 잃으니까 막막하네. 요새 일자리가 정말 없어. 경력도 딱히 없어서 취업도 힘들고.,Pro_10880,Pro_10880_00030,E29,S13_D02,ANGRY,False,missing-fatigue-keyword
train-048399,train,중년,남성,"대인관계(부부, 자녀)",해당없음,당황,남의 시선을 의식하는,TIRED,집에만 들어가면 기분이 안 좋아져. 아내와 만날 싸우게 돼서 피곤해. 회사 때문에 스트레스인데 나도 모르게 아내에게 투덜대서 그런 것 같아. 미안한 마음이야. 앞으로는 퇴근 후에는 가족들과 최대한 부드럽게 이야기하고 화목한 분위기를 유지하도록 해야겠어.,Pro_07063,Pro_07063_00014,E52,S07_D02,ANXIOUS,True,fatigue+physical-context
train-027207,train,중년,여성,"재정,은퇴,노후준비",해당없음,슬픔,슬픔,SAD,우리 딸이 곧 결혼하는데 돈이 없어서 혼수도 못해 주네. 평생 착하게 지낸 딸에게 혼수도 못해 주는 부모라니 정말 미안해. 일단 이 점에 대해선 딸과 대화해 봐야겠어.,Pro_08711,Pro_08711_00014,E20,S08_D02,SAD,False,missing-fatigue-keyword
train-019253,train,중년,남성,건강,해당없음,기쁨,만족스러운,HAPPY,젊었을 때부터 건강관리를 해서인지 체력이 많이 도움이 된 것 같아 나 자신한테 만족스러워. 앞으로도 건강관리를 잘 해서 하고 싶은 것들을 많이 하고 싶어. 규칙적인 생활습관과 꾸준한 운동으로 건강관리에 힘쓰면 될 것 같아.,Pro_07315,Pro_07315_00009,E64,S09_D02,HAPPY,False,missing-fatigue-keyword
train-009892,train,중년,남성,"직장, 업무 스트레스",해당없음,슬픔,비통한,TIRED,야근도 많고 출장으로 잦아서 몸도 지치고 마음도 힘들어. 힘들고 지친 몸을 주말에는 휴식으로 풀고 싶은데 부인과 애들은 자꾸 외출하자고 하고. 피곤해.,Pro_07393,Pro_07393_00011,E22,S10_D02,SAD,True,fatigue+physical-context
train-000837,train,청소년,남성,학교폭력/따돌림,해당없음,기쁨,감사하는,HAPPY,보건 선생님이 내가 양호실에 자주 찾아오는 걸 보고 학교 폭력 신고를 해 주셨어. 선생님 덕분에 이 무섭고 아픈 굴레에서 벗어났으니 정말 감사했지. 내가 직접 만든 쿠키를 선물해 드리려고 해.,Pro_00352,Pro_00352_00008,E61,S03_D02,HAPPY,False,missing-fatigue-keyword
train-049640,train,노년,여성,"건강,죽음",만성질환 무,상처,괴로워하는,SAD,남편 건강이 더 악화돼서 요즘 너무 힘들어. 언제까지 남편 돌보면서 살아야 하지? 병간호를 하느라 나도 지쳐버린 것 같아. 이따금 남편과 결혼한 걸 후회하기도 해. 그래도 남편을 모른 척 할 수는 없지. 잠시 산책이나 하면서 기분을 풀어보려고.,Pro_12219,Pro_12219_00004,E48,S11_D02,SAD,False,missing-fatigue-keyword
train-026696,train,청년,남성,"연애,결혼,출산",해당없음,불안,혼란스러운,ANXIOUS,출산에 대한 정부 정책이 일관되지 않아 혼란스러워. 정말로 그래. 나보고 어쩌라는 건지. 하루빨리 정책의 방향이 결정되었으면 좋겠어.,Pro_03685,Pro_03685_00026,E34,S05_D02,ANXIOUS,False,missing-fatigue-keyword
train-029336,train,중년,남성,건강,해당없음,불안,걱정스러운,ANXIOUS,회사에서 건강검진을 했는데 결과가 걱정스러워. 나이가 중년이다 보니 건강이 제일 걱정스럽네.,Pro_07288,Pro_07288_00066,E37,S09_D02,ANXIOUS,False,missing-fatigue-keyword
train-042716,train,청년,남성,대인관계,해당없음,불안,스트레스 받는,TIRED,퇴근해서 아이를 돌보는 걸 돌보기로 했는데 실천이 어려워. 사회에서 독박육아 고충만 인정해줘. 아이를 돌보는 것뿐 아니라 피곤해서 즐겨 하던 취미도 흥미를 잃은 상태야. 힘들겠지만 출근 전에 운동해서 체력을 더 키워 아내의 육아를 도와야겠어.,Pro_03563,Pro_03563_00028,E32,S04_D02,ANXIOUS,True,fatigue+physical-context
train-015079,train,청소년,남성,학교폭력/따돌림,해당없음,기쁨,안도,CALM,나를 괴롭히던 친구가 갑자기 수업 끝나고 두고 보자고 했는데 아무 일도 없었어. 그래서 다행이야. 나중에 또 괴롭힘을 당하지 않으려면 어떻게 해야 할까? 선생님이나 부모님한테 말하는 것이 가장 좋은 방법인 거 같아.,Pro_00358,Pro_00358_00004,E67,S03_D02,CALM,False,missing-fatigue-keyword
train-019096,train,노년,남성,대인관계,만성질환 무,슬픔,비통한,SAD,아내가 머리 아프다고 할 때 엄살 부린다고 핀잔을 줬는데 뇌종양 판정을 받아서 슬퍼. 초기지만 오랫동안 치료를 받아야 해. 나 때문에 상황이 더 심각해 진 것 같아. 아내가 다른 일에 신경 쓰지 않도록 내가 더 잘해야겠어. 간호도 열심히 할 거야.,Pro_09793,Pro_09793_00016,E22,S04_D02,SAD,False,missing-fatigue-keyword
train-026993,train,노년,남성,"건강,죽음",만성질환 무,기쁨,자신하는,HAPPY,나는 술과 담배를 안 하지만 건강은 유전자의 영향이 큰 거 같아. 하하. 이것도 하나의 복이야. 그래도 주변 사람들도 건강했으면 좋겠어.,Pro_10680,Pro_10680_00002,E69,S11_D02,HAPPY,False,missing-fatigue-keyword
train-026624,train,청년,남성,대인관계,해당없음,기쁨,신뢰하는,CALM,옛날 동기들 만나서 얘기하는데 정말 좋더라. 제일 친하게 지내던 녀석이랑 오랜만에 봤는데도 어색하지 않고 그냥 즐겁고 기분 좋았어. 오랜만에 마음 터놓고 이야기할 수 있는 친구를 만나서 너무 기뻤지.,Pro_03593,Pro_03593_00023,E62,S04_D02,CALM,False,missing-fatigue-keyword
train-016943,train,노년,남성,"건강,죽음",만성질환 무,분노,툴툴대는,TIRED,위층에서 소음이 너무 심해서 피곤해. 층간소음 때문에 잠을 못자겠어. 위층 집에게 조용히 해달라고 좋게 얘기해 봐야겠어.,Pro_10622,Pro_10622_00005,E11,S11_D02,ANGRY,True,fatigue+physical-context
train-020776,train,중년,여성,"재정,은퇴,노후준비",해당없음,불안,초조한,ANXIOUS,은퇴를 앞두고 있지만 모아 놓은 돈이 넉넉지 않아 불안해. 모아둔 돈이 없어서 어떻게 살아 갈지가 문제지. 은퇴 후에도 할 수 있는 일을 미리 찾아 놓아야겠어.,Pro_08730,Pro_08730_00018,E39,S08_D02,ANXIOUS,False,missing-fatigue-keyword
train-008612,train,청년,여성,대인관계,해당없음,분노,짜증내는,ANGRY,친구들이 자꾸 롤 하자고 불러내서 짜증 나. 자꾸 섭섭하다고 난리야. 내가 안 와서 다섯 명이 안 된대. 안 간다고 했지. 머릿수 채우려고 그냥 부르는 거야.,Pro_05104,Pro_05104_00089,E13,S04_D02,ANGRY,False,missing-fatigue-keyword
train-009102,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,흥분,HAPPY,내일이 결혼식이라니 흥분된다. 응. 빨리 자야 하는데 잠이 안 와서 큰일이야. 내일부터는 공식적으로 내 아내가 생기니까. 너무 설레고 흥분돼.,Pro_03716,Pro_03716_00008,E65,S05_D02,HAPPY,False,missing-fatigue-keyword
train-003368,train,청년,남성,"진로,취업,직장",해당없음,당황,부끄러운,ANXIOUS,취업이 되어도 마냥 좋지만은 않아. 대기업이 아니고 중소기업이라 부끄러워서 자랑을 못 하겠어.,Pro_03827,Pro_03827_00026,E56,S06_D02,ANXIOUS,False,missing-fatigue-keyword
train-003581,train,청년,여성,대인관계,해당없음,기쁨,느긋,HAPPY,언젠가부터 에스엔에스상의 인맥 관리에 너무 집착하게 된 것 같아서 싹 다 정리했어. 마음에 한결 여유가 생기고 느긋해졌어. 거기에 시간을 쏟았던 게 아까워. 얼굴도 모르는 사람들이 떠드는 얘기도 지겨웠어. 이젠 진짜 현실 속 인간관계에 집중하려고.,Pro_05157,Pro_05157_00019,E66,S04_D02,HAPPY,False,missing-fatigue-keyword
train-004952,train,중년,여성,건강,해당없음,기쁨,흥분,HAPPY,건강 검진을 했는데 신체 나이가 실제 나이보다 열 살이나 어리게 나왔어. 정말 너무 신나! 이십 대부터 운동을 빠짐없이 하고 있어. 그 외에는 특별히 신경 쓰는 게 없는데 운동이 큰 역할을 한 것 같아!,Pro_08876,Pro_08876_00001,E65,S09_D02,HAPPY,False,missing-fatigue-keyword
train-051100,train,청소년,남성,학교폭력/따돌림,해당없음,분노,악의적인,ANGRY,학교폭력 때문에 힘들어. 살고 싶지 않아. 매번 친구문제로 나는 왜 이리 힘이 드는 건지 모르겠어. 내가 바보인가 봐. 방과 후에 선생님에게 찾아가서 솔직하게 이야기 해보려고 해.,Pro_00306,Pro_00306_00059,E15,S03_D02,ANGRY,False,missing-fatigue-keyword
train-033185,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,흥분,HAPPY,최근에 만나고 있는 남자가 있는데 왠지 잘될 것 같아. 응 곧 사귈 것 같아. 어제도 만났고 내일도 만나기로 했어. 하루종일 연락도 자주 하고 있어. 이번에는 꼭 좋은 사람 만나서 길게 연애하고 싶어. 저번에는 너무 힘들었거든,Pro_05276,Pro_05276_00039,E65,S05_D02,HAPPY,False,missing-fatigue-keyword
train-033120,train,청년,여성,"진로,취업,직장",해당없음,상처,희생된,TIRED,요즘 야근이 많아 피곤해. 일주일에 세 번 이상하고 있어. 주말에도 토요일은 거의 나가서 일하고 있어. 응. 갑자기 바빠져서 충원도 이야기 해 봤지만 요즘 경기가 어렵다고 우리가 희생 좀 해달라고 하네.,Pro_05377,Pro_05377_00020,E46,S06_D02,SAD,True,fatigue+physical-context
train-035567,train,청소년,여성,학교폭력/따돌림,해당없음,불안,조심스러운,ANXIOUS,친구들이 학급 친구를 따돌리는데 내가 나서서 그만두게 해도 되는 걸까? 응. 하지만 그러다가 나도 따돌림을 겪으면 어떡해. 맞아. 그리고 내가 그 친구를 위한답시고 실수하면 또 어떡하지.,Pro_01889,Pro_01889_00017,E38,S03_D02,ANXIOUS,False,missing-fatigue-keyword
train-047244,train,청년,여성,"진로,취업,직장",해당없음,분노,성가신,ANGRY,말이 어눌해서 자꾸 면접에서 떨어져. 나는 사회에 쓸모가 없는 사람인가 봐. 다른 건 다 좋은데 말이 어눌해서 채용하기 힘들데. 나는 왜 이렇게 태어난 걸까? 대화를 많이 하지 않아도 되는 직군으로 내 장점을 살려서 다시 도전해봐야겠어.,Pro_05350,Pro_05350_00008,E19,S06_D02,ANGRY,False,missing-fatigue-keyword
train-005125,train,중년,남성,"직장, 업무 스트레스",해당없음,기쁨,안도,CALM,오늘 저녁 중요한 일정이 있는데 오후에 팀장이 갑자기 새로운 일을 시켰어. 그래도 다행히 내가 예전에 작업해둔 자료가 있어서 금방 끝냈어.,Pro_07438,Pro_07438_00011,E67,S10_D02,CALM,False,missing-fatigue-keyword
train-036810,train,청소년,여성,가족관계,해당없음,기쁨,신뢰하는,CALM,난 항상 내 뒤에서 날 응원하고 신뢰하는 엄마 아빠가 계서 너무나 든든해. 이번 어머니 아버지 결혼기념일에 멋진 선물을 해 드려야지.,Pro_01673,Pro_01673_00008,E62,S01_D02,CALM,False,missing-fatigue-keyword
train-018026,train,노년,여성,대인관계,만성질환 무,당황,열등감,SAD,내가 우리 동네 할머니들 중에서 제일 말주변이 없었어. 말주변을 늘리는 방법이 뭐가 있을까? 나도 노력해서 동네 할머니들보다 더 재치 있는 사람이 돼야겠어.,Pro_11385,Pro_11385_00019,E54,S04_D02,SAD,False,missing-fatigue-keyword
train-030272,train,청소년,남성,학업 및 진로,해당없음,기쁨,만족스러운,HAPPY,이번에 기말고사에서 수학 만점을 받았어. 응. 며칠 밤을 새면서 공부했어.,Pro_00235,Pro_00235_00020,E64,S02_D02,HAPPY,False,missing-fatigue-keyword
train-041047,train,노년,남성,재정,만성질환 무,슬픔,마비된,SAD,요즘은 육십 이라도 한창 일할 나이인데 귀가 이렇게 안 들려서 뭔 일을 못 하게 생겼어. 갑자기 한 것은 아니고 조금씩 안 들리더니 이제는 거의 들리지 않네. 병원을 알아보려고. 그리고 보청기 비용이 만만치가 않아서 그것도 걱정이네.,Pro_10876,Pro_10876_00026,E25,S13_D02,SAD,False,missing-fatigue-keyword
train-033110,train,중년,여성,"직장, 업무 스트레스",해당없음,상처,"가난한, 불우한",TIRED,요즘 야근이 많아서 너무 피곤한데 돈 때문에 계속 다녀야 하는 게 힘들어. 나만 왜 이렇게 가난한지 모르겠어.,Pro_08976,Pro_08976_00016,E45,S10_D02,SAD,True,fatigue+physical-context
train-035508,train,청소년,여성,학교폭력/따돌림,해당없음,당황,남의 시선을 의식하는,ANXIOUS,난 학교에서 친구가 없어. 그런데 학부모 면담에 부모님이 나를 보면 어떻게 여기실지 걱정돼. 맞아. 엄마 아빠가 내가 친구가 없다고 괜히 더 신경쓰게 할 것 같아서. 부모님이 오시기 전에 솔직하게 이야기해 볼까 해.,Pro_01903,Pro_01903_00006,E52,S03_D02,ANXIOUS,False,missing-fatigue-keyword
train-018494,train,노년,남성,대인관계,만성질환 무,기쁨,자신하는,HAPPY,나는 내 자식들을 누구보다 아끼고 사랑해. 소중한 내 자식에게 뭘 더 해주고 싶은데 뭘 해야 할지 모르겠어. 맛있는 것을 좋아해서 오랜만에 집에 오면 해주려고 해.,Pro_09840,Pro_09840_00001,E69,S04_D02,HAPPY,False,missing-fatigue-keyword
train-013247,train,청년,여성,대인관계,해당없음,기쁨,안도,CALM,조원들의 도움 덕분에 전공 수업 시간에 조별 발표를 무사히 마칠 수 있었어. 도와준 조원들에게 뭐라도 해주고 싶어. 우리끼리 맛있는 곳에 가서 회식을 할 거야.,Pro_05158,Pro_05158_00031,E67,S04_D02,CALM,False,missing-fatigue-keyword
train-007000,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,흥분,HAPPY,내가 성격이 너무 급하다 보니까 때로는 상대방을 당황하게 할 때가 있나 봐. 사실은 내 속마음은 그런 게 아닌데 급한 마음에 서두르다 보니 그래. 나도 속상해. 남들처럼 느긋이 지켜봐야 하는데. 말하기 전에 한 번 더 되새겨 보려고 하는데 어느 순간 또 흥분한 나를 발견하게 돼. 그래도 노력해야겠지.,Pro_08636,Pro_08636_00008,E65,S07_D02,HAPPY,False,missing-fatigue-keyword
train-029505,train,노년,여성,대인관계,만성질환 유,당황,당황,ANXIOUS,이게 무슨 상황이지. 오늘 모임에 다 같이 모이기로 했는데 나 밖에 안 왔어.,Pro_11321,Pro_11321_00020,E50,S04_D01,ANXIOUS,False,missing-fatigue-keyword
train-003580,train,청년,여성,"연애,결혼,출산",해당없음,상처,희생된,TIRED,태어난 지 얼마 안 된 아이를 키우는데 남편이 너무 안 도와줘. 나만 힘들어. 퇴근한 남편한테 육아 좀 도와달라고 하면 남편은 피곤하다고 방으로 들어가 버려. 이건 불공평해. 이대로는 너무 힘드니까 친정엄마한테 부탁할까 해. 나 혼자서는 역부족이니까.,Pro_05257,Pro_05257_00038,E46,S05_D02,SAD,True,fatigue+physical-context
train-007359,train,청년,여성,"진로,취업,직장",해당없음,기쁨,만족스러운,HAPPY,우리 회사 선배는 아주 좋은 분 같아. 선배님은 내가 모르는 것들을 차분하게 알려주셔.,Pro_05395,Pro_05395_00024,E64,S06_D02,HAPPY,False,missing-fatigue-keyword
train-018085,train,청년,남성,"연애,결혼,출산",해당없음,분노,툴툴대는,TIRED,피곤하게 일하고 온 날에도 아내가 자꾸 옆에서 말을 걸어 기분을 건드려. 날 왜 이렇게 배려 못 해줄까. 제대로 조금 쉬게 해달라고 말해봐야겠어.,Pro_03662,Pro_03662_00027,E11,S05_D02,ANGRY,True,fatigue+physical-context
train-012751,train,청년,남성,"진로,취업,직장",해당없음,분노,툴툴대는,ANGRY,내가 다니는 회사는 직원들을 위한 복지는 없으면서 주어지는 업무만 과중해. 직원들을 위한 복지는 없으면서 업무만 과도하게 시키니까 조금 화가 나. 응 직원들의 복지를 신경 써주면 좋겠어.,Pro_03782,Pro_03782_00007,E11,S06_D02,ANGRY,False,missing-fatigue-keyword
train-011165,train,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,만족스러운,HAPPY,난 노후를 준비하는 게 귀찮아. 응. 노후를 준비한다고 아끼고 저축하면서 궁핍하고 살고 싶지 않아.,Pro_08755,Pro_08755_00004,E64,S08_D02,HAPPY,False,missing-fatigue-keyword
train-006957,train,중년,남성,"직장, 업무 스트레스",해당없음,불안,스트레스 받는,ANXIOUS,나 좀 속상한 일이 있었는데 너무 스트레스야. 회사에서 업무 때문에 계속 야근이야. 너무 스트레스받아. 노래방 가서 소리나 실컷 지르려고. 그럼 좀 나아져.,Pro_07403,Pro_07403_00003,E32,S10_D02,ANXIOUS,False,missing-fatigue-keyword
train-047387,train,노년,남성,재정,만성질환 유,당황,남의 시선을 의식하는,ANXIOUS,몸은 안 좋고 퇴직해서 돈은 못 벌고 난 한심한 가장이야. 걱정이 산더미야 건강이라도 좋아야 무슨 일을 하던가 할 텐데 그것조차 못하다니. 모르겠어. 한번 알아보도록 해야지.,Pro_10843,Pro_10843_00023,E52,S13_D01,ANXIOUS,False,missing-fatigue-keyword
train-033851,train,청년,남성,"진로,취업,직장",해당없음,기쁨,감사하는,HAPPY,내 말을 듣고 쉽게 설명해 주는 팀장님께 너무 감사해. 고객이 크게 오해할 뻔했는데 나랑 통화하다 중간에 팀장님이 전화를 받아 주셨어. 이제는 안 그럴 거야. 내가 집중해서 들어야지.,Pro_03832,Pro_03832_00008,E61,S06_D02,HAPPY,False,missing-fatigue-keyword
train-009877,train,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,안도,CALM,나이 들어 어떻게 살아야 하나 걱정만 하다가 벌써 이 나이가 되었네. 다행히 이번에 복지관에서 진행하는 시니어 인생 이모작 프로그램에 남편이랑 참여하기로 했어. 응. 우리가 가진 경험을 이용해서 새로운 직업을 시작하도록 돕는 거래.,Pro_08758,Pro_08758_00004,E67,S08_D02,CALM,False,missing-fatigue-keyword
train-016689,train,청년,여성,"진로,취업,직장",해당없음,불안,스트레스 받는,TIRED,출퇴근하는 지하철은 사람이 탈 곳이 못돼. 불편하고 피곤해. 마음이라도 편하게 넉넉하게 나와야겠어.,Pro_05363,Pro_05363_00036,E32,S06_D02,ANXIOUS,True,fatigue+physical-context
train-051016,train,중년,남성,건강,해당없음,상처,희생된,SAD,갱년기가 온 것 같아. 너무 우울하고 매사에 비관적이야. 내 삶이 너무 절망스러워. 가족들에게도 미안해. 밖에 나가서 친구들과 기분전환이라도 해봐야겠어.,Pro_07297,Pro_07297_00003,E46,S09_D02,SAD,False,missing-fatigue-keyword
train-034339,train,청소년,남성,학교폭력/따돌림,해당없음,기쁨,느긋,HAPPY,일 년 내내 나를 왕따시켰던 무리가 드디어 징계를 받았어. 맞아. 근데 이제 징계받는다고 생각하니까 후련해. 이제 다른 친구들이랑도 친하게 지내게 되었어.,Pro_00357,Pro_00357_00012,E66,S03_D02,HAPPY,False,missing-fatigue-keyword
train-012413,train,청년,여성,"진로,취업,직장",해당없음,당황,당황,ANXIOUS,드디어 취업할 기회를 얻어서 면접을 봤는데 너무 당황스러웠어. 내가 전혀 준비하지 못한 질문을 면접관이 하는 거야. 그래도 옆 사람이 대답하는 동안 잘 생각해 내서 실수 없이 대답은 한 것 같아.,Pro_05381,Pro_05381_00018,E50,S06_D02,ANXIOUS,False,missing-fatigue-keyword
train-039545,train,노년,남성,"건강,죽음",만성질환 무,분노,노여워하는,ANGRY,요즘 매일 운동하던 것을 못 하고 집에만 있으려니 아주 답답하네. 남 탓 할 수도 없고. 젊었을 때 족구 경기를 하다가 아킬레스건을 다쳐서 걷는 게 불편했는데 병원을 안 가고 찜질만 해도 불편하지 않아서 그냥 방치했는데 요즘 재발해서 걷지 못하게 됐네. 그러는가? 나는 옛날에 치료를 제대로 안 받은 것에 대해서 자책하고 있었는데 이제라도 재활 치료를 받아봐야겠네.,Pro_10629,Pro_10629_00041,E18,S11_D02,ANGRY,False,missing-fatigue-keyword
train-016247,train,노년,남성,재정,만성질환 무,기쁨,흥분,HAPPY,사랑하는 아내에게 목걸이를 선물로 해줬어. 맞아. 이렇게 좋아하는 걸 보니 또 해주고 싶어. 글쎄. 이번에는 아내한테 물어봐야겠어.,Pro_10916,Pro_10916_00005,E65,S13_D02,HAPPY,False,missing-fatigue-keyword
train-031134,train,노년,여성,대인관계,만성질환 유,기쁨,느긋,HAPPY,의사가 내 우울증의 원인이 다른 사람의 시선 의식이라기에 그러지 않으려고. 그런데 의식을 신경하지 않는다는 게 하루아침에 되는 게 아닌가 봐. 아무래도 계속해서 스스로라도 의식하지 말자고 생각을 해야겠지?,Pro_11337,Pro_11337_00012,E66,S04_D01,HAPPY,False,missing-fatigue-keyword
train-030660,train,청소년,여성,학교폭력/따돌림,해당없음,불안,스트레스 받는,ANXIOUS,친한 친구인 줄 알았는데 갑자기 날 따돌려. 아 힘들어. 밥도 같이 안먹고 쉬는 시간에도 안 와.,Pro_01883,Pro_01883_00038,E32,S03_D02,ANXIOUS,False,missing-fatigue-keyword
train-007099,train,중년,여성,"직장, 업무 스트레스",해당없음,기쁨,감사하는,TIRED,요즘 매일 야근이라 피곤하고 힘든데 상사 덕분에 다행이야. 바쁜데도 다행히 상사가 연차를 쓰도록 허락해 줘서 너무 고마워.,Pro_08992,Pro_08992_00008,E61,S10_D02,HAPPY,True,fatigue+physical-context
train-035385,train,노년,여성,재정,만성질환 무,기쁨,편안한,CALM,다시 취업해서 안정적인 수입이 생겼어. 기뻐. 수입을 모아서 뭘 해야 할지 고민이야. 친구들하고 해외여행을 가야겠어.,Pro_12474,Pro_12474_00004,E63,S13_D02,CALM,False,missing-fatigue-keyword
