sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,tired_seed_candidate,tired_seed_candidate_reason,tired_seed_manual_keep,tired_seed_manual_note,service_label_original,tired_seed_version,tired_seed_applied
train-036389,train,청소년,여성,학교폭력/따돌림,해당없음,당황,고립된,SAD,친구를 다치게해서 금일 학교에 부모님이 불려왔어. 근데 부모님도 내 이야기를 안 들어주셔. 가둬진 느낌이야. 날 누가 해방시켜줬으면 좋겠어. 나는 많이 지쳤어. 조금 쉬고 생각할래.,Pro_01902,Pro_01902_00034,E51,S03_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-013403,train,청년,여성,"진로,취업,직장",해당없음,슬픔,환멸을 느끼는,TIRED,야근 때문에 너무 힘들어. 입사 후 제때 퇴근해본 적이 없어. 아무래도 회사를 그만둬야 할 것 같아.,Pro_05360,Pro_05360_00026,E29,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1,True
train-022120,train,청년,남성,"연애,결혼,출산",해당없음,기쁨,흥분,HAPPY,나를 반대하던 여자 친구의 아버지께 드디어 결혼을 허락받았어. 오늘은 정말 너무 기쁘고 행복한 날이야! 여자 친구와 행복한 오늘을 기념하며 멋진 파티를 할 거야.,Pro_03716,Pro_03716_00005,E65,S05_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-024499,train,노년,남성,대인관계,만성질환 무,슬픔,슬픔,SAD,방금 아내가 암이라는 말을 들었어. 너무 슬프고 세상이 무너진 거 같아. 나도 이렇게 믿기 힘든데 아내는 지금 얼마나 힘들까? 일단 아내 병 관리를 잘해주고 마음을 편하게 해줘야겠어.,Pro_09791,Pro_09791_00007,E20,S04_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-009155,train,청년,여성,대인관계,해당없음,슬픔,비통한,SAD,이년 넘게 만난 남자친구와 헤어졌어. 너무 허전하고 우울해. 응 어딜 가도 남자친구랑 함께였기 때문에 더 우울해지는 것 같아. 공원에 나가서 찬 바람을 쐬면서 산책이나 하려고.,Pro_05113,Pro_05113_00024,E22,S04_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-044298,train,노년,남성,대인관계,만성질환 무,불안,취약한,ANXIOUS,나이가 들면서 자녀들이 내 말을 존중하고 믿어주는 기분이 전혀 들지 않아서 속상해. 자녀들의 지지가 없어지니까 결정도 어렵고 점점 더 우유부단해지는 것 같아. 나 스스로 자신감을 가지도록 노력해야 자녀들도 나를 더 존중할 것 같아.,Pro_09804,Pro_09804_00010,E33,S04_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-023789,train,중년,여성,"직장, 업무 스트레스",해당없음,분노,분노,TIRED,야근을 며칠하고 있는지 모르겠어. 며칠째인지 셀 수도 없어. 너무 힘들어. 지금은 바쁠 때라 어쩔 수 없지. 다 같이 힘든데 나만 빠질 수도 없고 말이야.,Pro_08941,Pro_08941_00022,E10,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1,True
train-005163,train,청년,여성,"진로,취업,직장",해당없음,불안,당혹스러운,ANXIOUS,갑자기 내일부터 그만 나오래. 나 너무 당혹스러워. 미리 이야기라도 해줬으면 준비라도 했을 텐데. 이거 부당해고 아니야?,Pro_05366,Pro_05366_00001,E35,S06_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-018848,train,청년,남성,대인관계,해당없음,당황,고립된,SAD,요즘 동창회 가기가 꺼려져. 취업된 애들이 회사 애기만 잔뜩 꺼내니까 소외감이 느껴져. 내가 아직도 취업하지 못한 게 한심해지면서 나한테 실망하는 시간만 갖게 되더라고. 취업이 될 때까지 동창회는 최대한 빠지려고 해. 자책감이 자꾸 드니까 자신감도 줄어드는 거 같아.,Pro_03582,Pro_03582_00022,E51,S04_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-032336,train,청소년,여성,학교폭력/따돌림,해당없음,슬픔,환멸을 느끼는,ANGRY,나 학교에서 왕따로 지내고 있어. 그랬지. 작년에도 비슷한 일을 겪어서 말씀드렸더니 내 잘못이라고 하시더라. 작년에 잠깐 그러다가 말았는데 올해도 주동자들이랑 같은 반이 되면서 다시 시작된 거야. 벌써 삼 개월쯤 된 것 같아.,Pro_01880,Pro_01880_00002,E29,S03_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-030127,train,청소년,여성,학업 및 진로,해당없음,기쁨,만족스러운,HAPPY,오늘 성적표가 나왔는데 점수가 높아서 너무 만족스러워. 다음에는 이번보다 더 좋은 결과가 나올 수 있도록 더 열심히 공부할거야.,Pro_01795,Pro_01795_00017,E64,S02_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-022671,train,청년,여성,"진로,취업,직장",해당없음,기쁨,느긋,HAPPY,졸업 후 정신 없이 취업 준비를 해야하는데 부모님의 지원 덕에 마음이 편하다! 응. 부모님 덕분에 바쁘게 준비하지 않아도 돼서 한결 부담을 덜었어. 응. 시간이 많으니까 우선 토익 점수를 더 올려볼까 해.,Pro_05397,Pro_05397_00039,E66,S06_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-018921,train,청소년,여성,학업 및 진로,해당없음,불안,초조한,ANXIOUS,친구들과 달리 나는 아직 진로를 정하지 못해서 큰일이야. 여전히 고민 중이야. 유투버가 최고 인기 직업이라던데 나도 해 볼까 생각 중이야. 시간을 좀 더 가지면서 다양한 직업을 알아보고 내가 좋아하는 일을 찾아야겠어.,Pro_01770,Pro_01770_00032,E39,S02_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-050630,train,청소년,여성,가족관계,해당없음,불안,불안,ANXIOUS,남자 친구와 싸워서 화해하고 싶은데 말을 못 하겠어. 이러다 헤어질까 봐 초조해. 다시 생각해보니 내가 잘못한 것 같아. 남자 친구에게 너무 미안해. 친구에게 진심을 담은 손편지를 써서 줘야겠어.,Pro_01641,Pro_01641_00007,E30,S01_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-012433,train,청년,여성,"연애,결혼,출산",해당없음,분노,안달하는,ANXIOUS,코로나 때문에 결혼식이 또 밀렸어. 도대체 언제 할 수 있는 거야. 지금 벌써 두 번째 취소한 거야. 하객들한테도 미안하잖아. 하객들한테 또 연락해야 해. 정말 짜증 난다.,Pro_05227,Pro_05227_00043,E16,S05_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-025954,train,노년,여성,재정,만성질환 무,상처,상처,SAD,오늘 문화 센터에서 황 노인이 아직도 가난하게 사냐며 조롱했어. 그 말에 너무 상처 받았어. 매번 볼 때마다 저런 말을 하니까 마음이 정말 좋지 않아. 혼자 속으로만 삭혔어. 어디에도 이 마음을 풀 곳이 없는 것 같아 힘들다.,Pro_12451,Pro_12451_00012,E40,S13_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-009786,train,중년,여성,"직장, 업무 스트레스",해당없음,분노,성가신,TIRED,푹 쉬고 싶다. 맞아. 회사에서 갑자기 새로운 프로젝트를 우리 팀에서 맡으라고 하네. 야근하는 것도 힘들고 직원들 일 많이 주면 엄청나게 싫어하는데 걱정이야.,Pro_08950,Pro_08950_00019,E19,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1,True
train-002317,train,청년,여성,"진로,취업,직장",해당없음,분노,툴툴대는,TIRED,직장생활 오 년째인데 아직도 신입사원 때랑 월급이 비슷해. 일한 만큼 보상도 없고 회사도 집이랑 멀어서 출퇴근도 힘들어. 큰 성과를 내면 연봉 협상에서 인상을 요구할 수 있어. 올해에는 분발해서 내년 연봉을 올려 받을 거야.,Pro_05342,Pro_05342_00047,E11,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY,physical_fatigue_seed_v1,True
train-043224,train,노년,여성,"건강,죽음",만성질환 무,불안,취약한,ANXIOUS,건강이 나빠 일상생활을 제대로 할 수 없어. 삶이 너무 무기력해. 치료를 받기엔 경제적 상황도 여의치 않아서 너무 고민이야. 이제 내가 할 수 있는 건 아무것도 없어.,Pro_12204,Pro_12204_00003,E33,S11_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-038220,train,노년,남성,재정,만성질환 무,슬픔,비통한,SAD,왜 아무리 노력해도 사는 게 나아지지 않는 걸까? 나는 젊을 때부터 계속 열심히 일하면서 노력해왔는데 통장에 남은 돈이 하나도 없네. 이제 곧 퇴직이라 노후도 준비해야 하는데 고생만하고 삶이 불행해.,Pro_10873,Pro_10873_00021,E22,S13_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-017742,train,노년,남성,대인관계,만성질환 유,기쁨,느긋,HAPPY,오늘 허리 수술 받은 이후로 처음으로 병상에 앉아 가족들과 이야기를 나눴어. 그래. 아프지 않아서 좋았지. 앞으로도 아프지 않으면 좋으련만. 앞으로 내 건강에 더 신경을 써야겠지. 허리도 조심하고.,Pro_09777,Pro_09777_00003,E66,S04_D01,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-002239,train,중년,여성,건강,해당없음,불안,회의적인,TIRED,나이가 들어서 그런지 만사가 귀찮고 기력이 없어. 인터넷 건강 정보를 챙겨 보려고 해도 서로 다른 말들이 너무 많아서 모르겠어. 직접 병원에 가는 게 가장 좋은 것 같아.,Pro_08847,Pro_08847_00012,E36,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-020122,train,중년,남성,건강,해당없음,슬픔,비통한,SAD,교통사고로 가족들 중에 나만 남았어. 삶의 이유를 모르겠어. 어떤 말을 들어도 위로가 안 돼. 누군가를 만나는 것이 아직 너무 힘들지만 노력해봐야겠어.,Pro_07273,Pro_07273_00005,E22,S09_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-004573,train,청년,여성,"연애,결혼,출산",해당없음,기쁨,편안한,CALM,나 결혼하기 정말 잘한 것 같아. 행복하고 마음이 편안해. 남편이 퇴근하고 자기도 힘들 텐데 저녁도 준비하고 설거지도 하더라고. 내가 말 안 해도 내 마음을 먼저 알고 행동해주니까 정말 좋아.,Pro_05274,Pro_05274_00012,E63,S05_D02,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-013821,train,청소년,여성,가족관계,해당없음,기쁨,만족스러운,HAPPY,어제 언니랑 싸웠는데 아침에 언니가 나한테 먼저 사과해줘서 고마웠어. 응. 먼저 사과해줘서 미안하기도 했어. 언니가 좋아하는 빵을 사줄 거야.,Pro_01675,Pro_01675_00015,E64,S01_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-007949,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,낙담한,TIRED,매일매일 야근을 하는데도 일은 줄지 않고 부장님은 빨리 안 한다고 채근하시고 너무 스트레스가 많아서 힘들어. 그래선지 요즘 머리카락이 부쩍 빠진 것 같아. 얼마나 상심이 되던지.,Pro_08959,Pro_08959_00004,E28,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD,physical_fatigue_seed_v1,True
train-038886,train,노년,여성,재정,만성질환 무,당황,고립된,SAD,노년이 되니 자녀 관계가 악화하고 있어. 노년에다 여자라서 경제력 상실과 소득 상실로 너무 걱정된다. 내가 돈이 없으니 자녀들도 대화하지 않아서 정말 너무 버림받은 느낌이야.,Pro_12462,Pro_12462_00009,E51,S13_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-019294,train,중년,여성,"재정,은퇴,노후준비",해당없음,분노,성가신,ANGRY,폐업신고를 해야 하는데 남편이 모두 나에게 떠넘겨서 짜증나 죽겠네. 남편은 사업이 망했다고 낙심하고 자리에 누워버려서 아무것도 안 하려고 하니. 나도 짜증나지만 남편을 위로해서 다시 힘낼 수 있게 해야겠지.,Pro_08710,Pro_08710_00025,E19,S08_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-045391,train,청년,남성,대인관계,해당없음,슬픔,우울한,SAD,부모님의 학구열이 너무 높아 힘들어 울고 싶어. 대학을 가서도 간섭이 지나쳐. 전공을 바꾸고 싶다는 나의 의견에 대해 심하게 반대하셔서 너무 슬퍼. 내 생각을 인정해주는 친구들을 만나고 싶어.,Pro_03555,Pro_03555_00020,E24,S04_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-040258,train,노년,여성,대인관계,만성질환 무,분노,분노,ANGRY,우연히 소식 없던 대학 동창을 만났어. 아직도 극복한 것 같지 않아 걱정이야. 운전하다가 사고를 낸 후 벌을 받고도 스스로 용서가 안 된다며 칩거에 들어갔지. 아직도 운전을 못 하겠다고 해.,Pro_11341,Pro_11341_00050,E10,S04_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-031450,train,노년,여성,대인관계,만성질환 유,기쁨,신뢰하는,CALM,이번에 다니는 병원 의사 선생님은 정말 믿음이 가. 정말 오랫동안 달고 있던 병을 이젠 고칠 수 있을 것 같아.,Pro_11333,Pro_11333_00010,E62,S04_D01,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-034149,train,청소년,남성,학업 및 진로,해당없음,기쁨,감사하는,HAPPY,오늘 학교에서 친구랑 다퉜는데 선생님은 나만 뭐라고 하셔. 그래도 가족들은 내 잘못은 없다고 신경 쓰지 말라고 해서 기분이 좀 괜찮아졌어. 공부 열심히 하고 엄마 아빠 말씀 잘 들으면 좋아하실 것 같은데?,Pro_00232,Pro_00232_00019,E61,S02_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-027927,train,노년,남성,"건강,죽음",만성질환 무,슬픔,눈물이 나는,SAD,손주들이 내 건강에는 관심도 없는지 안부전화 한 통이 없어서 서운해. 어릴 때부터 키워 온 손주들인지라 더 서운하고 그리워. 아내와 나가서 기분 전환이나 할까 봐.,Pro_10638,Pro_10638_00023,E27,S11_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-007389,train,청소년,남성,학업 및 진로,해당없음,기쁨,신뢰하는,CALM,우리 담임 선생님은 너무 좋아. 진로에 대한 고민이 많았는데 진지하게 상담해 주셨거든. 맞아 인생에서 좋은 멘토를 만난 것 같아. 앞으로도 자주 연락드리려고 해.,Pro_00233,Pro_00233_00023,E62,S02_D02,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-023756,train,중년,여성,건강,해당없음,기쁨,감사하는,HAPPY,요즘 며칠 동안 몸이 안 좋았어. 늙으니까 몸 여기저기가 아프지만 그래도 기분은 무척 좋아. 며칠 동안 누워있는데 우리 가족들이 돌아가면서 날 간호해주더라고. 너무나 기쁘고 감사했어. 오늘은 가족들이 좋아하는 음식을 만들어서 다 함께 배불리 먹어야겠어.,Pro_08872,Pro_08872_00011,E61,S09_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-028867,train,청년,남성,"진로,취업,직장",해당없음,불안,취약한,TIRED,의사가 되는 과정에서도 항상 코피 흘리며 힘들었지만 사실 지금이 더 힘들어. 우리나라의 취약한 의사 대접에 원통해. 의사들이 단체로 반발하고 파업을 해서 권위를 높여야 해.,Pro_03804,Pro_03804_00030,E33,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-019666,train,노년,남성,"건강,죽음",만성질환 유,기쁨,신뢰하는,CALM,연금으로도 아내의 병관리를 하기에 충분할 것이라 고해서 기뻐. 생각보다 아내의 병관리에 큰돈이 안 들어서 다행이야. 앞으로 아내의 병관리에 신경 써야겠어.,Pro_10613,Pro_10613_00005,E62,S11_D01,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-031173,train,중년,여성,건강,해당없음,분노,분노,ANGRY,아들이 학교에서 맞은 것 같아. 너무 화가나고 속상해. 학교에서 선생님한테 종아리를 맞아서 멍이 든 것 같아. 아들한테 잘못했던 점을 묻고 선생님이 잘못한 거면 학교에 항의할 거야.,Pro_08821,Pro_08821_00014,E10,S09_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-006911,train,청년,여성,"진로,취업,직장",해당없음,기쁨,만족스러운,HAPPY,내 직장이 정말 탄탄해서 내 미래에 신뢰가 가. 같이 일하시는 분들도 정말 똑똑한 분이시고 재무제표도 좋은 회사야. 좋은 사람들이 곁에 있어서 너무 행복해.,Pro_05395,Pro_05395_00010,E64,S06_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-018087,train,청년,남성,"연애,결혼,출산",해당없음,분노,툴툴대는,ANGRY,내가 벌어온 돈인데 왜 아내가 관리하는지 모르겠어. 내가 벌어온 돈은 내가 쓰고 싶어. 오늘 아내랑 그 건으로 다시 상의를 해봐야겠어.,Pro_03662,Pro_03662_00005,E11,S05_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-020014,train,노년,여성,"건강,죽음",만성질환 유,상처,배신당한,SAD,암에 걸려서 아들식구랑 같이 살게 되었는데 며느리가 많이 반대했다지 뭐야. 평소에 나한테 같이 살면 너무 좋을 거 같다고 말하더니 속마음은 아니었던 거지. 남편에게 속상하다고 위로해달라고 해야지.,Pro_12153,Pro_12153_00008,E42,S11_D01,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-021638,train,청소년,여성,학업 및 진로,해당없음,슬픔,슬픔,SAD,내신이 낮게 나오는 것보단 자퇴를 하고 검정고시를 보는 게 더 나을 것 같다는 생각이 들어서 매우 슬퍼. 많이 노력해도 그만큼 나오지 않는다는 게 막막하고 포기하고 싶게 만들어. 나만의 공부법을 찾아봐야겠어. 그리고 열심히 노력해봐야겠어.,Pro_01751,Pro_01751_00014,E20,S02_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-023258,train,중년,남성,"직장, 업무 스트레스",해당없음,기쁨,안도,CALM,이직한 회사에 아는 사람이 없어서 걱정이었는데 상사가 학교 선배였어. 정말 안심이 돼. 응. 직장 적응하는데 난감했는데 참 다행이야. 학교선배인 상사의 도움을 받아 환영회를 부탁 드려야겠어.,Pro_07438,Pro_07438_00014,E67,S10_D02,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-038264,train,노년,여성,"건강,죽음",만성질환 무,당황,고립된,SAD,시어머니께서 몸이 많이 쇠약해지셔서 지금 영양주사 맞고 계셔. 큰 병은 아니고 전반적으로 기력이 쇠하셨대. 잘 드시게 해야 했는데 내가 무심했어. 지금 사골국을 끓이고 있으니 드시면 좀 기운이 나시겠지?,Pro_12222,Pro_12222_00020,E51,S11_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-030080,train,청소년,여성,가족관계,해당없음,불안,걱정스러운,ANXIOUS,요즘 엄마가 아프셔서 너무 걱정이야. 병원에 입원 중이야. 극진히 보살펴 드리면 괜찮겠지?,Pro_01648,Pro_01648_00041,E37,S01_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-036003,train,청소년,여성,학교폭력/따돌림,해당없음,불안,취약한,ANXIOUS,학급친구가 왕따를 당하고 있는데 내가 어떻게 도와줘야 할지 모르겠어. 괜히 앞에서 나서면 나도 왕따 당할까 걱정되고. 담임 선생님께 이야기 드려야겠어. 아마 벗에게 도움을 주실수 있을꺼야.,Pro_01884,Pro_01884_00034,E33,S03_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-024128,train,노년,남성,대인관계,만성질환 유,기쁨,감사하는,HAPPY,대장 수술을 해서 하루 종일 굶은 내게 의사가 이제 먹을 것을 먹어도 된다고 해서 기뻐. 내가 맛있는 음식을 먹을 수 있게 열심히 수술해준 의사에게 감사한 마음이야. 의사 선생님께 언제 한번 맛있는 음식을 대접해서 함께 먹어야겠어.,Pro_09772,Pro_09772_00006,E61,S04_D01,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-032252,train,청소년,여성,가족관계,해당없음,슬픔,낙담한,SAD,엄마랑 아빠랑 또 싸워. 또 결국 돈 때문이지. 이제 정말 지쳐.,Pro_01639,Pro_01639_00012,E28,S01_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-021244,train,청소년,남성,가족관계,해당없음,분노,분노,ANGRY,다른 애들 부모님은 원하는 물건 다 사주는데 우리 부모님은 하나도 안 사주면서 생색만 내니까 화가 나. 응. 내가 사달라는 것은 하나도 안 사주면서 맨날 효도하라고만 하잖아. 부모님께 솔직한 나의 마음을 말해야겠어. 화나고 속상하고 서운하다고 말이야.,Pro_00061,Pro_00061_00005,E10,S01_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-030002,train,중년,여성,건강,해당없음,불안,불안,ANXIOUS,요즘 나한테 큰 병이 있는게 아닌지 너무 불안해. 며칠 전부터 가슴이 꽉 막힌 것 같고 답답한데 큰 병이라도 걸렸을까 걱정돼.,Pro_08841,Pro_08841_00013,E30,S09_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-009575,train,중년,남성,"대인관계(부부, 자녀)",해당없음,기쁨,안도,CALM,아들이 취업해서 다행이야. 맞아. 목표한 기업에 들어가서 다행이야!,Pro_07078,Pro_07078_00017,E67,S07_D02,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-015798,train,중년,여성,"직장, 업무 스트레스",해당없음,당황,혼란스러운,TIRED,지금 다니고 있는 회사에서 업무가 너무 많아서 계속 다니기가 힘들어. 하루 종일 과중한 업무량으로 야근에 시달리다 보니 가족들에게 집에서 화만 내게 돼. 우선순위대로 급한 업무부터 처리해서 야근을 줄여 나가야겠어.,Pro_08990,Pro_08990_00021,E59,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS,physical_fatigue_seed_v1,True
train-014298,train,청소년,여성,학교폭력/따돌림,해당없음,불안,두려운,ANXIOUS,부모님이 주신 용돈을 뺏길까 봐 두려워. 무서운 형들이 내 주머니를 뒤져서 돈을 뺏어갈 것 같아. 그 형들이 잘 다니지 않는 길로 조심히 다녀야겠어.,Pro_01882,Pro_01882_00010,E31,S03_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-002572,train,청년,여성,"진로,취업,직장",해당없음,당황,한심한,ANGRY,친구들은 다들 취업 잘만 하는데 나는 또 낙방이야. 나는 안되는 사람인가 봐. 나 자신이 너무 한심해. 내게 모자란 부분을 찾아 더 노력해야겠어.,Pro_05389,Pro_05389_00037,E58,S06_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-032323,train,청년,여성,"진로,취업,직장",해당없음,기쁨,안도,CALM,드디어 취업이 되었어. 다니고 싶었던 직장에 다니게 돼서 정말 다행이야. 드디어 마음이 놓여. 부모님께도 당당한 딸이 될 수 있을 것 같아.,Pro_05398,Pro_05398_00014,E67,S06_D02,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-000513,train,중년,여성,"재정,은퇴,노후준비",해당없음,분노,성가신,ANGRY,퇴직 후 쉴 틈도 없이 남편이 구직하라고 매일 성화니 성가셔 죽겠어. 내가 허리가 아파서 일을 관둔 걸 알면서도 돈을 벌라고 일을 알아보라고 닦달을 하니 서운해. 아무래도 남편하고 저녁에는 구직에 대해 이야기를 해 봐야겠어.,Pro_08710,Pro_08710_00023,E19,S08_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-047599,train,청소년,남성,가족관계,해당없음,슬픔,환멸을 느끼는,ANGRY,진로에 대한 의견이 부모님과 달라서 매일 싸워. 그래서 너무 슬퍼. 어떻게 하면 부모님과 의견 차이를 좁힐 수 있을까 고민 중이야. 역시 부모님께 진지하게 내 의견을 전달하는 것이 가장 좋겠어.,Pro_00080,Pro_00080_00031,E29,S01_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-022003,train,청년,남성,"연애,결혼,출산",해당없음,슬픔,비통한,SAD,아내가 자궁 쪽에 이상이 생겨서 수술을 해야 하는데 대신 아파 줄 수 없어서 마음이 아파. 아내는 원래 몸이 약한데 수술을 해야 한다니 건강이 너무 걱정돼. 회사에 연차를 내고 아내의 곁에서 병간호를 직접 해줘야겠어.,Pro_03673,Pro_03673_00010,E22,S05_D02,False,missing-include-pattern,False,,SAD,physical_fatigue_seed_v1,False
train-007439,train,청년,남성,대인관계,해당없음,상처,억울한,ANGRY,친구가 나의 말을 오해해서 너무 억울해. 친구가 나의 말을 오해한 것 같아. 잘 풀어야 할 것 같은데 생각처럼 되지 않네. 친구에게 진지하게 이야기를 나누자고 문자를 해봐야겠어.,Pro_03578,Pro_03578_00038,E47,S04_D02,False,missing-include-pattern,False,,ANGRY,physical_fatigue_seed_v1,False
train-007050,train,청년,남성,"진로,취업,직장",해당없음,기쁨,편안한,CALM,부장님이 해외 주재원으로 나가게 되면서 팀원들이 모두 너무 만족해하네. 부장님이 일을 잘하시기는 하는데 그동안 팀원들을 너무 괴롭혔거든. 더는 시달리지 않아도 된다고 생각하니 다들 홀가분하고 편해진 거지 뭐.,Pro_03834,Pro_03834_00013,E63,S06_D02,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-009036,train,청년,남성,"진로,취업,직장",해당없음,기쁨,편안한,CALM,아빠 회사에 취업을 하기로 했어. 아빠 회사라 처음엔 눈치는 보이겠지만 구직활동 안 하는 게 어디야. 당연하지. 마음이 너무 편안하다.,Pro_03834,Pro_03834_00016,E63,S06_D02,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-003831,train,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,안도,CALM,아이가 싸운 친구랑 화해했대. 나도 얼마나 안심이 되는지 모르겠어.,Pro_08638,Pro_08638_00016,E67,S07_D02,False,missing-include-pattern,False,,CALM,physical_fatigue_seed_v1,False
train-000837,train,청소년,남성,학교폭력/따돌림,해당없음,기쁨,감사하는,HAPPY,보건 선생님이 내가 양호실에 자주 찾아오는 걸 보고 학교 폭력 신고를 해 주셨어. 선생님 덕분에 이 무섭고 아픈 굴레에서 벗어났으니 정말 감사했지. 내가 직접 만든 쿠키를 선물해 드리려고 해.,Pro_00352,Pro_00352_00008,E61,S03_D02,False,missing-include-pattern,False,,HAPPY,physical_fatigue_seed_v1,False
train-045145,train,청년,여성,"진로,취업,직장",해당없음,불안,조심스러운,ANXIOUS,전공이 적성에 안 맞아서인지 공부도 하기 싫고 그러다 보니 학점도 낮아서 스트레스를 받아. 도서관에 가려고 해도 몸이 불편해서 나가기도 어렵고 전공에 흥미도 없어서 더 힘들어. 전과 방법을 찾아보거나 복수전공은 내가 흥미를 가질 수 있는 걸로 골라야겠어.,Pro_05369,Pro_05369_00040,E38,S06_D02,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
train-017080,train,노년,여성,재정,만성질환 유,불안,걱정스러운,ANXIOUS,이번에 크게 다쳐서 급하게 병원비가 필요해. 근데 문제는 빌릴 사람이 없어. 염치없지만 가족에게 부탁해볼래.,Pro_12388,Pro_12388_00026,E37,S13_D01,False,missing-include-pattern,False,,ANXIOUS,physical_fatigue_seed_v1,False
