sample_id,service_label,baseline_pred,baseline_score,emotion_minor,emotion_major,text,manual_relabel_reason,v2_pred,v2_score
valid-005396,HAPPY,HAPPY,0.3676230609416961,신이 난,기쁨,오늘 건강검진을 했는데 아주 건강하다네. 앞으로도 이대로만 유지했으면 싶어.,RELABEL_TO_CALM_STABILITY_AND_PEACE_OF_MIND,CALM,0.3501969575881958
valid-002453,HAPPY,HAPPY,0.3740741014480591,기쁨,기쁨,내가 평소 갖고 싶었던 옷을 언니가 인터넷으로 주문해 줘서 아주 기뻐. 응. 언니는 평소에 무뚝뚝하지만 나한테 잘해 줘. 고맙다고 문자를 보낼 거야.,KEEP_HAPPY_ACTIVE_CELEBRATION_AND_REWARD,CALM,0.3588638007640838
valid-006397,HAPPY,HAPPY,0.3721025884151459,감사하는,기쁨,어제 고등학교 은사님을 만났어. 인사드리기 위해 친구들하고 찾아갔지. 어려울 때 좋은 조언을 해주신 분이야. 정말 감사하지.,RELABEL_TO_CALM_GRATITUDE_WITH_LOW_AROUSAL,CALM,0.3594779968261719
valid-001048,HAPPY,HAPPY,0.3627820611000061,자신하는,기쁨,자식들 고생시키지 않고 늙어서 편하게 갈 수 있어서 다행인 것 같아. 내 죽음으로 자식들은 슬프지 않고 남은 인생 잘 살았으면 좋겠어. 자식들에게 유산도 많이 남기고 내 보험금도 도움이 되면 좋겠어.,RELABEL_TO_CALM_RELIEF_AND_REASSURANCE,CALM,0.3542651534080505
valid-003163,HAPPY,HAPPY,0.3695206642150879,느긋,기쁨,성적이 너무 잘 나와서 선생님이 어느 대학이든 고르라고 하셨어. 그래서 기분이 좋아. 아직 시간 여유도 있고 이제 고르기만 하면 되는데 아직은 잘 모르겠어. 내가 정말 뭘 하고 싶은지 생각해보고 학과에 대한 정보도 수집해봐야 할 것 같아.,KEEP_HAPPY_CONFIDENT_FORWARD_MOMENTUM,CALM,0.3544666171073913
valid-000122,HAPPY,HAPPY,0.3692138493061065,감사하는,기쁨,입사 새내기지만 우리 팀을 잘 이끌어 주시는 팀장님이 있어서 감사함을 느껴. 그 분이 보기와는 달리 실제로는 인간미 넘치고 주어진 업무는 엄청 깔끔하게 하셔. 내가 더 믿고 신뢰해야지. 나는 그분께 정말 인정받는 신입이 되고 싶어.,RELABEL_TO_CALM_GRATITUDE_WITH_LOW_AROUSAL,CALM,0.3616596758365631
valid-002006,HAPPY,HAPPY,0.373796135187149,만족스러운,기쁨,보험회사에서 건강 축하금이라고 돈을 보내 왔어. 이렇게 큰 돈이라니 만족스러워. 이 큰 돈을 어디다 써야 할까? 아이들과 아내와 맛있는 저녁을 사서 먹어야겠어.,KEEP_HAPPY_ACTIVE_CELEBRATION_AND_REWARD,CALM,0.3582935631275177
valid-005690,HAPPY,HAPPY,0.3778620362281799,기쁨,기쁨,회사에서 마흔이 넘어서 진급해서 기뻐. 우리 부서 직원들에게 음식 대접을 하려고 해.,KEEP_HAPPY_ACTIVE_CELEBRATION_AND_REWARD,CALM,0.3513983190059662
valid-004658,HAPPY,HAPPY,0.373900443315506,감사하는,기쁨,이번에 정부에서 시행하는 서민금융지원 혜택을 드디어 받게 됐어. 그러게 말이야. 나에게 정보를 준 사촌 형에게 밥 한 번 사야겠어.,KEEP_HAPPY_ACTIVE_CELEBRATION_AND_REWARD,CALM,0.3578420877456665
valid-005218,HAPPY,HAPPY,0.3727571070194244,감사하는,기쁨,내가 병원에 입원했을 때 도와준 지인들이 정말 고마웠어. 도와준 친구들에게 작은 선물이라도 해야겠어.,RELABEL_TO_CALM_GRATITUDE_WITH_LOW_AROUSAL,CALM,0.3580552041530609
valid-005021,HAPPY,HAPPY,0.3695045113563537,느긋,기쁨,운동이 효과를 보나봐. 점점 건강해지는 기분이야. 기침도 나아지고.,RELABEL_TO_CALM_RECOVERY_AND_SETTLING,CALM,0.3529876470565796
valid-006148,HAPPY,HAPPY,0.3678466081619262,기쁨,기쁨,요샌 작은아들 얼굴만 봐도 기뻐 사춘기가 지나고 나니 부모에게 더욱 효도하려고 노력하더라고,RELABEL_TO_CALM_STABILITY_AND_PEACE_OF_MIND,CALM,0.3483492136001587
valid-004259,HAPPY,HAPPY,0.3634401857852936,자신하는,기쁨,나는 이 기업에서 꾸준히 일해서 정년퇴임을 할 수 있어. 그동안 해고당할까 봐 신경 쓰였던 나날은 이제 안녕이야. 나이는 많은데 일 잘하는 젊은 친구들은 계속 들어오니까 불안했었는데 이제는 아니야.,RELABEL_TO_CALM_STABILITY_AND_PEACE_OF_MIND,CALM,0.3357641398906708
valid-005659,HAPPY,HAPPY,0.3709701299667358,기쁨,기쁨,점점 더 몸이 건강해지고 있는 것 같아서 너무 기뻐. 운동하는 보람을 느끼게 되네.,RELABEL_TO_CALM_RECOVERY_AND_SETTLING,CALM,0.3614268004894256
valid-005231,HAPPY,HAPPY,0.365878015756607,신이 난,기쁨,건강검진 결과가 생각보다 잘 나와서 다행이야. 맞아. 비만이 걱정스럽지만 이제부터라도 관리를 열심히 해야겠어.,RELABEL_TO_CALM_RELIEF_AND_REASSURANCE,CALM,0.3439747393131256
valid-004588,HAPPY,HAPPY,0.3680746853351593,만족스러운,기쁨,오늘 새로 등록한 학원이 아주 마음에 들어. 선생님도 쉽게 설명해 주고 친구들도 내가 어색하지 않게 말 많이 걸어 주더라고.,RELABEL_TO_CALM_STABILITY_AND_PEACE_OF_MIND,CALM,0.3574497699737549
valid-001009,HAPPY,HAPPY,0.3757016658782959,신이 난,기쁨,기분이 좋아서 친구들한테 한턱 냈어. 기분이 너무 좋아서 오차까지 갔어. 끝엔 기억도 안 나. 친구들이 가장 늦게 취업한 나를 위해 축하 파티를 벌여 주었거든.,KEEP_HAPPY_HIGH_AROUSAL_EXCITEMENT,CALM,0.3586366176605224
valid-006340,HAPPY,HAPPY,0.3722578585147857,감사하는,기쁨,나 요즘 직장에서 대인관계에 참 감사해. 응. 내 직장 상사와의 대인관계에서 참 감사해하고 있어. 무뚝뚝하신 분인데 내가 잘한 부분은 잘했다고 말해주고 특히 못 했다 하는 부분은 기분 안 나쁘게 못 한 부분을 짚어주시니 마음이 편해.,RELABEL_TO_CALM_GRATITUDE_WITH_LOW_AROUSAL,CALM,0.3532445728778839
valid-002560,HAPPY,HAPPY,0.3545737564563751,자신하는,기쁨,오늘 따돌림에 대해 학교에서 배웠어. 난 언제든 따돌림당하는 친구가 생기면 도와줄 거야. 맞아. 난 항상 그럴 준비가 되어있어. 문제는 내 주위에 그런 애가 없다는 거지만. 일단 주위에 그런 애가 있는지부터 알아보려고.,KEEP_HAPPY_CONFIDENT_FORWARD_MOMENTUM,CALM,0.3078758120536804
valid-003144,HAPPY,HAPPY,0.3716066181659698,만족스러운,기쁨,결혼 후 아내와 아이들과 여행을 자주 다녀서 기뻐. 이번 여행은 조금 특별한 곳을 가보고 싶어. 오랜만에 연애 초기 때처럼 캠핑을 가보려고.,KEEP_HAPPY_ACTIVE_CELEBRATION_AND_REWARD,CALM,0.362720787525177
valid-002222,HAPPY,HAPPY,0.3707537949085235,신이 난,기쁨,선생님께서 학교폭력을 이겨낸 내가 자랑스럽다며 수고했다고 안아주셨어. 정말 행복해. 선생님께서도 학교폭력이 하루빨리 사라졌으면 좋겠다고 하셨어. 선생님께 꾸준한 익명 조사와 학생들을 관심 있게 지켜보셨으면 좋겠다고 말씀드렸어.,KEEP_HAPPY_PROUD_RECOGNITION_AND_PRAISE,CALM,0.3560023307800293
valid-000695,HAPPY,HAPPY,0.37397301197052,감사하는,기쁨,옆집 박 씨는 도움을 많이 주었어. 정말 고마운 사람이야. 약값이 없을 때 돈을 빌려주기도 해서 정말 고마웠었어. 맞아. 옆집 박 씨와 앞으로도 잘 지낼 수 있게 작은 선물이라도 하나 주려고 해.,RELABEL_TO_CALM_GRATITUDE_WITH_LOW_AROUSAL,CALM,0.3573650419712066
valid-003027,HAPPY,HAPPY,0.3702419996261596,감사하는,기쁨,오랫동안 입원했다 퇴원하는 아내를 데리러 차로 마중 나가고 있는 지금 이 순간이 감사해. 그동안 수고한 아내를 위해 이제 내가 아내가 행복해질 수 있게 도와주고 싶어. 아내를 위해 매일 아침 밥을 하고 산책을 하며 아내의 건강을 챙겨줄 거야.,RELABEL_TO_CALM_RELIEF_AND_REASSURANCE,CALM,0.3528968691825866
valid-003722,HAPPY,HAPPY,0.3726658225059509,자신하는,기쁨,이번에 교수님이 우리 조 팀플레이 발표를 들으시더니 참신하다고 칭찬하셨어. 에이 플러스를 기대해도 되겠어. 이번 팀플레이는 팀원들이 적극적으로 임해서 크게 힘들지 않고 좋은 결과를 낼 수 있었어. 다들 친해지고 싶은데 만나서 밥 한번 먹자고 해야겠어.,KEEP_HAPPY_PROUD_RECOGNITION_AND_PRAISE,CALM,0.3601234555244446
valid-003496,HAPPY,HAPPY,0.3732659518718719,기쁨,기쁨,집안일을 했는데 엄마가 용돈을 주셔서 기뻐. 친구 엄마들은 딸이 집안일을 하는 걸 당연하게 생각한대. 우리 엄마는 안 그래서 고마워. 사고 싶었던 운동화를 살 거야.,KEEP_HAPPY_ACTIVE_CELEBRATION_AND_REWARD,CALM,0.3585141003131866
valid-005564,HAPPY,HAPPY,0.3727861642837524,감사하는,기쁨,오늘 내 생일이었는데 딸아이가 케이크하고 카드를 식탁 위에 올려놓았더라고. 해준 것도 없는데 고맙더라고. 잘 커 준 것만도 고마운데 나보고 잘 키워줘서 고맙다는군.,RELABEL_TO_CALM_GRATITUDE_WITH_LOW_AROUSAL,CALM,0.346418172121048
valid-000751,HAPPY,HAPPY,0.3721696436405182,신이 난,기쁨,아빠가 출장 갔다 한 달 만에 돌아오셔서 기뻐. 아빠가 힘들게 일하시다가 오셨으니 최고의 휴식을 취할 수 있게 해드릴 거야. 아빠가 나에게 안마를 받는 것을 좋아하시니 안마를 해 드릴 거야.,KEEP_HAPPY_ACTIVE_CELEBRATION_AND_REWARD,CALM,0.3587881624698639
valid-005499,HAPPY,HAPPY,0.3642699420452118,신이 난,기쁨,와 정말 다행이다. 건강검진 진단이 아주 좋게 나왔어.,RELABEL_TO_CALM_RELIEF_AND_REASSURANCE,CALM,0.3513716459274292
valid-005332,HAPPY,HAPPY,0.3730221688747406,만족스러운,기쁨,요즘 주식으로 재미 좀 보고 있어. 여윳돈을 좀 넣었더니 이익이 아주 만족스러워.,KEEP_HAPPY_ACTIVE_CELEBRATION_AND_REWARD,CALM,0.3545212745666504
valid-004395,HAPPY,HAPPY,0.3712685704231262,신이 난,기쁨,우리 누나는 대단해. 이번에 자기가 원하는 대학교에 합격했어. 내가 볼 때도 진짜 열심히 했거든. 내가 다 신이 나네! 나도 누나를 보니 열심히 해야겠다고 생각했어. 목표를 세워야겠다.,KEEP_HAPPY_HIGH_AROUSAL_EXCITEMENT,CALM,0.3561618328094482
valid-004434,HAPPY,HAPPY,0.3724125921726227,신이 난,기쁨,부모님께서 내 기말고사 성적을 보시고 자랑스러워하셔서 무척 기뻐. 정말 열심히 공부했는데 좋은 성적을 받고 부모님도 기뻐하시니까 신이 나. 오늘은 부모님과 함께 나가서 외식할 거야.,KEEP_HAPPY_PROUD_RECOGNITION_AND_PRAISE,CALM,0.3604172766208648
valid-003908,HAPPY,HAPPY,0.3697068989276886,기쁨,기쁨,회사 사람들이 내 생일까지 축하해 주리라고는 생각지도 못했어. 그런 행복한 일을 경험하고 나니까 회사일도 더 잘하고 싶어졌어. 내가 새로운 아이디어를 지금보다 더 많이 만들어 내야겠어.,KEEP_HAPPY_PROUD_RECOGNITION_AND_PRAISE,CALM,0.3490683436393738
valid-001091,HAPPY,HAPPY,0.3606462478637695,자신하는,기쁨,내 친구들은 다들 성격이 점잖고 성품이 온화한 것 같아. 많은 친구들이 있는데 다들 점잖고 온화한 친구들이라니 난 행복한 사람인 것 같아. 많은 친구들이 좋은 사람들이라 나는 행복한 사람인 것 같아.,RELABEL_TO_CALM_STABILITY_AND_PEACE_OF_MIND,CALM,0.3501553833484649
