sample_id,candidate_bucket,service_label,approved_label,emotion_major,emotion_minor,predicted_label,predicted_score,joy_signal_count,calm_signal_count,review_note,text
train-029838,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,안도,HAPPY,0.37544509768486023,0,0,,나 이번 시험 마킹 잘못 한 줄 알고 걱정 많이했어. 응. 밀리지않게 마킹 잘되었더라고. 다행이야.
train-034451,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,안도,HAPPY,0.3754236400127411,1,1,,다리에 깁스한 아들을 친구들이 많이 도와준다고 하니 안심이야. 아이들이 그래도 정도 많고 잘 도와주는 걸 보니 기분이 아주 좋아. 글쎄. 아이들을 모두 불러다가 간식이라도 맛있는 것을 대접해주고 싶어.
train-030181,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,편안한,HAPPY,0.3754233121871948,0,1,,오랜만에 온 가족이 같이 저녁 먹으러 밖에 나갔어. 삼겹살집으로 갔는데 주변이 시끄러웠지만 편안한 식사였어.
train-027920,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,편안한,HAPPY,0.3754049837589264,0,0,,당뇨를 앓고 있는 나에게 교회 사람들이 늘 도움을 줘. 응. 그래서 내게 도움을 주시는 분들에게 보답을 하고 싶어. 집에 초대해서 맛있는 식사를 대접해야겠어.
train-009457,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,신뢰하는,HAPPY,0.37539660930633545,0,0,,본사로부터 부서 인원 증원을 승인받았어. 나보고 새 멤버를 뽑으라는데 역시 김 대리가 제일 나을 거 같아. 굉장히 성실하고 꼼꼼해서 내가 가장 신뢰하는 직원이지.
train-032016,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,편안한,HAPPY,0.37538525462150574,1,1,,요즘은 내 대인관계가 편안한 편이야. 오래 만난 단짝들끼리 다툼이 있었어. 돈 문제로 친구랑 싸웠었거든. 그래도 이제는 편안해서 기뻐.
train-023957,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,안도,HAPPY,0.3753810524940491,0,0,,내 제안서가 승인이 됐어. 정말 다행이야. 정말 다행이야. 이제 제안서를 바탕으로 일을 해야 하는데 이것도 잘하고 싶어. 제안서를 바탕으로 계획을 철저히 세우고 최선을 다해 주어진 직무를 수행할 거야.
train-025618,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,신뢰하는,HAPPY,0.3753710985183716,0,0,,몸이 쇠약해서 병원에 가고 싶었지만 돈이 부담이었는데 딸이 보내줘서 고마웠어. 딸이 크니까 의지를 할 수 있어서 마음이 든든해. 딸한테 고마워. 오늘 집으로 오라 해서 아주 맛있는 걸 만들어줘야겠어.
train-034654,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,신뢰하는,HAPPY,0.37537020444869995,0,0,,상황이 어려웠는데도 불구하고 정액을 믿고 따라준 동업자가 있어서 기반을 잡을 수 있었어. 날 믿고 따라 준 게 정말 감사해. 밥을 사 주면서 내 마음을 전달 해야겠어.
train-033713,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,편안한,HAPPY,0.37536489963531494,0,0,,최근에 우연히 아내와 함께 운동을 다니기 시작했어. 평소에는 대화도 별로 안 하지만 같이 운동하니까 자연스럽게 대화하게 됐지. 그러면서 요즘 이야기를 많이 공유하게 됐고.
train-009655,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,편안한,HAPPY,0.37531349062919617,1,0,,저녁 먹고 아내랑 산책하는 게 요즘 사는 낙이야. 그래. 애들 얘기부터 앞으로 어떤 집에 살지 그런 얘기를 하는 게 좋아. 젊을 때부터 서로 대화를 많이 한 덕분인 거 같아.
train-030271,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,편안한,HAPPY,0.3753088116645813,1,0,,올해 들어 성적이 꾸준히 좋아지고 있어. 앞으로 수능 때까지 총 정리만 잘하면 원하는 성적이 나올 것 같아. 그럼 한 달도 안남았으니까 컨디션 유지에 신경쓰려고해.
train-009622,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,편안한,HAPPY,0.3753044605255127,0,0,,매주 산을 다녔더니 몸이 매우 건강해졌어. 초기에는 중간만 가도 힘들었는데 이제는 완주해도 힘들지가 않아.
train-033299,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,안도,HAPPY,0.37529727816581726,0,0,,지난주에 건강검진 결과가 나왔는데 정상이라고 결과가 나왔어. 결과가 좋게 나와서 다행이야
train-033510,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,안도,HAPPY,0.37529245018959045,0,0,,노후 준비를 거의 마친 거 같아서 든든해. 내가 계획한 노후 자금을 다 마련해서 이제 걱정이 없네.
train-033230,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,편안한,HAPPY,0.37529128789901733,0,1,,내 주식이 많이 올라서 팔았어. 너무 편안해! 노후준비로 사둔 주식인데 손해 볼까 봐 계속 걱정했는데 이제 내 재정은 안정권이야!
train-020628,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,안도,HAPPY,0.37528640031814575,1,0,,내가 신장 이식이 필요해서 병원에 치료를 받으러 갔더니 오늘 신장 기증자가 나타났다고 하네! 맞아. 다른 사람에 비하면 신장 기증자가 빨리 나타나서 치료가 더 빨라지는 거지! 맞아. 그래서 정말 다행이고 기뻐.
train-012843,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,신뢰하는,HAPPY,0.37527021765708923,1,0,,난 절대 음감이 있어서 피아니스트가 되고 싶어. 멋진 피아니스트가 될 거라고 주변에서 많이 말을 해줘. 콩쿠르도 나가보고 음악도 많이 들으려고 해. 그럼 음악성도 좋아지겠지.
train-013848,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,안도,HAPPY,0.37525591254234314,1,0,,내가 연애하는 사실을 친구들에게 비밀로 했었는데 오늘 들통 났어. 응. 처음에는 되게 곤란했는데 친구들이 다행히도 나를 미워하지 않아서 기뻐. 너무 기뻤지. 그리고 친구들한테 너무 고마웠어.
train-029085,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,편안한,HAPPY,0.3752206563949585,1,0,,환갑을 넘어가면서 가족이나 친구들과 함께 시간을 보낼 수 있어서 행복하네. 가족들과 지인들에게 꾸준하게 연락하면서 자주 만날꺼야.
train-005616,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,편안한,HAPPY,0.37520626187324524,0,0,,오늘 퇴근을 일찍 했어. 오늘 업무처리량이 적어서 사장님께서 일찍 퇴근하라고 하셨어.
train-002060,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,편안한,HAPPY,0.37520405650138855,0,1,,질병에 걸려도 금전적으로 여유가 있으니 정말 편안하다. 금전적 여유가 있으면 치료가 쉽고 생활도 즐겁지. 걱정했는데 마음이 놓이네.
train-012847,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,신뢰하는,HAPPY,0.3751870393753052,1,0,,나는 준비를 많이 했으니 이번 시험에서 만점 받을 거야. 만점 받으려고 여러 번 반복해서 문제를 많이 풀었어. 점점 자신감이 생겨 좋아.
train-005441,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,안도,HAPPY,0.3751867711544037,0,0,,나는 다른 사람을 만나는 게 익숙하지 않아. 그래서 오늘 새롭게 만날 분을 위해 여러 가지를 준비했어. 미리 점검지점을 뽑아 그것에 맞춘 대화를 하였고 미팅을 무사히 끝낼 수 있었어. 정말 다행이야.
train-014201,CALM_TO_HAPPY_BOUNDARY,CALM,,기쁨,안도,HAPPY,0.3751755952835083,1,1,,다리에 깁스한 아들의 동료를 걱정했는데 친구들이 많이 도와준다고 하니 안심이야. 아이들이 그래도 정도 많고 잘 도와주는 걸 보니 기분이 아주 좋아. 글쎄. 아이들을 모두 불러다가 간식이라도 맛있는 것을 대접해주고 싶어.
