sample_id,candidate_bucket,service_label,approved_label,emotion_major,emotion_minor,situation_keyword,review_note,text
train-029483,ANGRY_TO_SAD,ANGRY,,분노,방어적인,대인관계,,직장동료와 친해지기 어려워. 동료인데 친해지는데 오래걸려. 사람들과 거리감이 들어.
train-029545,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"직장, 업무 스트레스",,어제 일이 너무 많아서 야근을 했지 뭐야! 피곤해 조금 쉬고 싶어. 직장 업무 스트레스로 이러다 쓰러지지나 않을지 모르겠어.
train-029821,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"대인관계(부부, 자녀)",,남편은 내가 무슨 얘길하면 무조건 화부터 내서 대화하기가 겁나. 당분간은 먼저 말을 걸지 않고 잠자코 있어 볼 거야.
train-029854,ANGRY_TO_SAD,ANGRY,,분노,방어적인,대인관계,,나이가 들면서 친구를 만들기 무서워지네. 일단 몇 년간은 혼자 지내고 친구가 필요할 때 사귈래.
train-029926,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"직장, 업무 스트레스",,김부장이 갑자기 친철하게 대해 왜 그러는 걸까. 이번 프로젝트에 자기 이름을 올려달라고 할 것 같아.
train-029983,ANGRY_TO_SAD,ANGRY,,분노,방어적인,가족관계,,엄마가 내 일기장 보는거 같아서 문을 잠궜어. 그냥 친구들 얘기랑 비밀 같은거? 그래서 기분이 안좋아.
train-030135,ANGRY_TO_SAD,ANGRY,,분노,방어적인,가족관계,,권위적인 아버지와 소통이 어려워. 대화가 적어지고 방어적이 되는거지.
train-030212,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,나는 항상 학교에서 방어적인거 같아. 혹시나 친구들이 나를 따돌릴까봐 소극적으로 행동하고 있어.
train-030356,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,요즘 폭력적인 학생 때문에 학교 다니기 조심스러워. 아무래도 친구들과 대화를 통해 해결해야 될거같애.
train-030409,ANGRY_TO_SAD,ANGRY,,분노,방어적인,가족관계,,엄마가 내 방에 안들어오면 좋겠어. 응. 내 공간인데 자꾸 들어오니까 마음이 안좋아.
train-030480,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,성적이 별로 안좋아서 진로 선택이 조심스러워. 그래도 원하는 학과에 지원하는 게 맞는 거 같애.
train-030517,ANGRY_TO_SAD,ANGRY,,분노,방어적인,가족관계,,우리 가족에게 내가 너무 방어적으로 대하고 있어. 사춘기라서 가족들과의 대화를 피하고 싶어.
train-030584,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,대학교 원서 넣을 때 낮춰서 넣을 생각이야. 괜히 도전했다가 다 떨어질 거 같아서 안전하게 가려고.
train-030901,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"직장, 업무 스트레스",,김 부장은 항상 나를 모함하려고 해. 기분 나빠. 응. 왜 나만 갖고 그러는지. 짜증나. 오랜만에 친구들과 수다를 떨어야겠어.
train-030902,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"직장, 업무 스트레스",,프로젝트에 내 의견이 하나도 반영되지 않았어. 열심히했는데 짜증나. 응. 프로젝트고 뭐고 다 때려 치우고 싶어. 화가 나. 나가서 커피 좀 마시고 와야겠어.
train-030903,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"직장, 업무 스트레스",,왜 다들 나를 이상하게 보는거야. 너무 화가나. 새 옷을 입고 갔는데 직원들이 나를 이상하게 쳐다보잖아. 무시하면 그만이긴 한데 너무 짜증나네. 응. 나가서 산책하면서 좋은 공기를 마셔야 겠어.
train-030904,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"직장, 업무 스트레스",,왜 하는 일마다 사사건건 참견하는거지? 기분나쁘게. 부장님이 내가 뭘하든 잔소리하고 참견해서 스트레스 받아. 직장 익명 게시판에 하소연을 좀 해야겠어.
train-031198,ANGRY_TO_SAD,ANGRY,,분노,방어적인,건강,,아내와 또 싸웠어. 이번에는 거짓말까지 해버렸어. 약이 왜 줄지 않느냐고 계속 물어봐서 회사에 두었다고 거짓말까지 해버렸어. 사실대로 말해야 하는데 어떻게 하지? 사실은 약의 종류가 너무 많아서 먹기 힘들었다고 말해보려고 아내도 이해해주겠지?
train-031199,ANGRY_TO_SAD,ANGRY,,분노,방어적인,건강,,자식이 만날 나만 보면 하는 소리가 있는데 자꾸 들으니 짜증이 나네. 무작정 괜찮다는 말만 해. 많이 아픈 내 속을 몰라주는 것 같아. 내가 아픈 사실을 밝히려고. 그럼 나를 좀 더 걱정해주지 않을까?
train-031421,ANGRY_TO_SAD,ANGRY,,분노,방어적인,재정,,고혈압 때문에 요새 돈이 나가는 돈이 너무 많아. 그래. 어떻게 해서든 돈을 아껴야겠어.
train-031529,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"재정,은퇴,노후준비",,요새 방어적이게 되는 것 같아. 재정상태가 엉망이어서 그런가봐.
train-031652,ANGRY_TO_SAD,ANGRY,,분노,방어적인,대인관계,,어제 기원에서 동갑내기 친구를 만났는데 정말 좋은 친구가 될 수 있을지 걱정이야. 일단 심도 있는 대화를 해 봐야겠어.
train-031675,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"건강,죽음",,독감 백신을 맞아야 할 지 망설여지네. 독감 백신이 상온에 노출됐다고 해서 좀 지켜봐야 하나 고민 중이야.
train-031679,ANGRY_TO_SAD,ANGRY,,분노,방어적인,재정,,친구가 돈을 빌려 달라고 하는데 거절했어. 나는 아무한테도 돈을 빌려주지 않아.
train-031735,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"재정,은퇴,노후준비",,나는 노후 자금으로 주식 투자를 하는 데는 방어적인 입장이야. 이제 오십이 넘어서 돈 벌기도 힘든데 손해 보면 어떻게 해.
train-031794,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,우리 반 아이들이 요즘에 자꾸 나를 따돌려서 학교에 가기 싫어. 부모님과 상의해 보려고.
train-031971,ANGRY_TO_SAD,ANGRY,,분노,방어적인,대인관계,,귀가 안 들려서 사람 만나는 것이 꺼려져. 가까운 소리만 겨우 들어. 보청기는 너무 비싸서 엄두도 못 내.
train-031980,ANGRY_TO_SAD,ANGRY,,분노,방어적인,대인관계,,난 잘못 한 거 없는데 노인정에 사람들이 이제 오지 말라잖아. 난 당당하다고! 자기들이 이상하면서 왜 애먼 사람을 잡는건지 원. 그럼. 난 절대 하나도 잘못한 일이 없다고.
train-032035,ANGRY_TO_SAD,ANGRY,,분노,방어적인,재정,,주식시장이 안 좋아서 정리할까 고민이야. 방어적인 태도를 취해야 할 것 같아. 이러다가 손실이 날 것 같아서. 당장은 잃지않는 게 가장 중요하니까 이게 맞는 것 같아.
train-032083,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"직장, 업무 스트레스",,직장에서 사람과 친해지고 싶지 않아. 어차피 퇴사하면 안 볼 사이니까. 나이가 드니 방어적으로 살게 되네.
train-032131,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"대인관계(부부, 자녀)",,딸 아이가 또 화났네. 치마가 너무 짧다고 혼을 냈더니 토라져 버렸어. 문도 잠가 버리고 어떻게 해야 될지 모르겠네.
train-032299,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"대인관계(부부, 자녀)",,어제 우리 아들이 무슨 잘못을 해서 야단을 좀 쳤는데 글쎄 걔 말이 엄마가 자기한테 해 준 게 뭐가 있냐고 하는데 기가 막히네. 내가 애들 뒷바라지를 하느라 얼마나 고생을 했는데. 아들이 그림을 좀 잘 그리는 편이긴 한데 내가 미대는 절대 안 된다고 하고 그림 도구 같은 걸 다 버렸거든. 근데 부모가 돼서 자식 진로에 대한 결정은 할 수 있지 않겠어? 애가 공부할 시간도 없는데 틈만 나면 붓을 잡고 있으니 나도 화가 나서 그랬지. 아들한테 좀 미안한 마음은 있긴 한데 그렇다고 부모한테 그렇게 말을 하는 게 더 나쁜 거 아닌가?
train-032453,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"재정,은퇴,노후준비",,시부모님은 도대체 왜 그러실까? 밖에 나가서 돈을 벌어야만 가정에 보탬이 된다고 생각하셔. 전업주부도 직장인 못지않게 살림하느라 힘들고 그것도 능력인데 완전히 무시당하는 기분이야.
train-032492,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,진로 문제로 요즘 부모님과 대화를 하는데 내가 원하는 걸 안 들어 줘서 방어적으로 대화하고 있어. 내가 원하는 걸 해야 행복할 거 같아서 부모님에게 사실대로 말하려고. 내가 하고 싶은 일을 해야지 성공할 거 같아서.
train-032695,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,회사에 면접을 보러 갔을 때는 최대한 나 자신을 숨겨야 한다고 생각해. 면접관들이 원하는 답을 얘기하면 되지. 그 답이 굳이 내가 아니어도 상관은 없잖아. 나를 있는 그대로 보여줄 필요는 없을 것 같아. 나중에 내가 한 말로 구설에 오를 수도 있으니까.
train-032711,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"재정,은퇴,노후준비",,노후 문제로 부부 싸움을 했는데 부인이 감정이 상하지 않았을까 걱정 돼. 이제 나이가 들어서인지 이야기를 하다 보면 내가 방어적으로 아내를 대하는 게 느껴진다며 화가 난다더라.
train-032882,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"연애,결혼,출산",,여자친구가 결혼하자고 하는데 나는 아직 준비가 안 된것 같아. 나는 아직 돈을 충분히 모으지 못한 것 같아. 결혼 후에 같이 돈을 모을 수도 있긴 해.
train-032922,ANGRY_TO_SAD,ANGRY,,분노,방어적인,대인관계,,친구 사귀는 게 참 어려운 것 같아. 진지하게 내 속사정을 다 털어 놓기에는 시간이 많이 필요해.
train-032953,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,취업하기가 너무 힘들어. 일 년 넘게 준비 중이야. 다른 사람들은 취직하는데 나만 못하고 있는 것 같아. 여러 가지 열심히 하는데 나보다 뛰어난 사람들이 너무 많은 것 같아 위축되고 있어.
train-033395,ANGRY_TO_SAD,ANGRY,,분노,방어적인,대인관계,,코로나 때문에 대중 교통을 이용하기가 무척이나 꺼려지네. 이젠 길을 가다가도 마주 오는 사람이 마스크를 안쓰고 있으면 피하게 되네.
train-033447,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"대인관계(부부, 자녀)",,무슨 말만 하면 발끈하고 도대체가 내 말을 들으려고 하지 않는다니까? 남편이나 아들이나 똑같고 참 살면 살수록 어렵네. 별것도 아닌 머리 모양으로도 참견하고 말도 기분 나쁘게 해. 더는 집안 남자들 때문에 기분 상하기 싫어. 그냥 여자 조카랑 가깝게 지내야겠어.
train-033672,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"연애,결혼,출산",,나는 아이는 못 낳을 것 같아. 아이를 낳느라고 아프고 경력 끊어지고. 여자만 손해잖아.
train-033857,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,팀장님이 나한테만 이 과제를 줬는데 너무 부당한 것 같아. 응. 정말 부당하다고 생각해. 응. 어이도 없고 화가 나긴 하지만 어쩌겠어.
train-033858,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,동료가 보고서를 안 쓰고 있는데 너무 얄미워! 보고서를 열심히 써도 될까 말까인데 그냥 내가 빨리 쓰는 게 낫겠어! 어차피 할 거 마음가짐부터 바로 해야겠어.
train-033859,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,이틀 연속 외근이라니 나한테 왜 그러는 걸까? 왜 나만 외근을 시키는지 정말 모르겠지만 빨리 다녀와야겠어. 어차피 갈 거 좋은 마음으로 가야지.
train-033860,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,왜 맨날 나만 많은 업무량을 주는 걸까? 너무 화나! 다른 직장 동료들도 있는데 업무를 조금 나눠서 동일하게 주면 좋을 텐데. 내가 업무를 잘 해내서 그런 거겠지.
train-033861,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,팀원들이 열심히 참여를 안 해줘서 속상해! 팀원들이 각자 맡은 일이 많아서 바쁜 건 알지만 참여를 해줘야 업무를 빨리 끝낼 텐데 말이야 그렇게 생각하지 않으면 너무 스트레스 받을 것 같아.
train-033862,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,친구가 내 직업에 대해 은근히 비난하는 것 같아서 화나! 자기는 얼마나 좋은 직업이라고 나한테 그러는 걸까? 짜증 나! 응. 어이도 없고 너무 화가 나.
train-033863,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,종종 과장님께서 나만 차별하시는 것 같아 기분이 나빠! 나한테만 왜 그러는지 모르겠지만 참아야지 어쩌겠어. 응. 참고 버티면 언젠가는 차별 안하실 거야.
train-033864,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,취업 문이 너무 좁은 것 같다는 생각이 들어서 힘들어. 그래도 취업 문이 좁은 현실은 어쩔 수 없다는 건 알지만 이런 현실이 화나! 어쩔 수 없으니 취업할 때까지 열심히 해봐야지.
train-033865,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,직장 상사가 나에게 말을 너무 함부로 해서 기분이 나빠. 그래서 직장 상사랑 얘기를 하다 보면 나도 모르게 방어적으로 돼. 응. 이게 좋은 것만은 아닌데 말이야.
train-033866,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,상사가 너무 시대착오적인 발언들을 해! 그런 발언들은 무슨 생각에 말하는 건지 모르겠어. 이러면 안되는데 점점 이해가 안 가.
train-033867,ANGRY_TO_SAD,ANGRY,,분노,방어적인,"진로,취업,직장",,내가 희망하는 진로를 무조건 전망이 없다고 비하해! 응. 제대로 알지도 못하면서 말이야. 정확히 이해했구나.
train-033979,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,나를 꾀어 같이 수업을 빼먹은 친구가 자신은 아니라고 방어적인 태도에 화가 났어. 그 녀석이 먼저 수업 시간 빼고 간식 먹자고 했는데 이제 와서 나한테 뒤집어씌우다니. 그 친구에게 그 때 왜 그렇게 행동했는지 얘기를 해봐야겠어.
train-033980,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,친구가 놀자고 해서 갔는데 선배들이랑 담배를 피우고 있어서 화가 나면서 좀 위축됐어. 나도 모르게 놀랐는지 방어적인 자세를 취하게 되더라고. 이제 그 친구와는 거릴 두려고 해.
train-033981,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,학원을 빠지고 놀자 한 친구가 자기 부모한테는 내 탓이라고 말했다고 하니 화가 나네. 정말 기가 막히잖아. 자기가 먼저 꾀어 놓고 혼나니 내 핑계를 대다니. 일단 다른 친구랑 맛있는 걸 먹으러 갈 거야.
train-033982,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,내 성적을 보고 웃음을 터뜨린 친구에게 정색하고 화를 냈어. 자기가 내 성적을 보고 웃을 레벨이 아닌데 말이야. 좋은 성적을 받고 싶어서 더 열심히 공부할 거야.
train-033983,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,미술 시간에 만든 내 작품을 친구가 떨어트릴 뻔해서 놀랐어. 저번에도 내 물건을 실수로 떨어뜨렸는데 오늘도 그럴 뻔했어. 매번 부주의한 친구에게 확실하게 얘기를 해야겠어.
train-033984,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,가장 친한 동성 친구가 나를 친구 이상으로 좋아한다고 해서 말문이 막혔어. 어떻게 해야 할지 모르겠는데 화도 나고 화를 내면 안 되겠다는 생각도 들어. 우선 친구와 얘기를 나눠 봐야겠어.
train-033985,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,친구와 말싸움을 하는데 친구가 나를 주먹으로 때려서 화를 내려다 참았어. 이미 말싸움으로 감정이 나빠졌는데 주먹까지 오가면 더 큰 싸움이 될까 봐 참았어. 일단 화를 내지 않는 게 중요하고 화를 내려다가도 참을 수 있으면 참는 게 좋아 보여.
train-033986,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,우리 집 비밀번호를 누르는데 친구가 계속 쳐다보고 있어서 좀 어색했어. 비밀번호를 그렇게 유심히 보는 건 매너가 아니잖아. 화를 내려다 말았어. 사소한 걸로 기분 상하는 것도 싫어서 화를 내지는 않았어.
train-033987,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,내 꿈을 무시하고 절대 불가능하다고 말하는 친구가 너무 싫은데 나는 화도 못 내고 답답했어. 마치 나에 대해서 다 아는 것처럼 내가 할 수 없을 거라고 단정 짓는 게 너무 싫었어. 좀 더 구체적인 계획을 세워서 그런 친구가 나타나면 난 이렇게 준비하고 있다고 말해주고 싶어.
train-033988,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,내가 주말에 얼마나 공부를 했는지 물어보는 친구에게 궁금해하지 말라고 했어. 나도 몰라. 근데 나의 공부 시간을 자기 공부 시간하고 비교하는 것 같아서 화가 나더라고. 평소에 다른 것에서도 나를 자꾸 따라하려고 해서 괜히 기분이 나빠.
train-033989,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,친구와 싸운 일로 나한테 신경질을 내는 동생한테 소리를 지르고 싶었는데 참았어. 내가 소리 지르면 나하고 싸우게 될까 봐 방어적이게 되네. 웬만하면 내가 받아 주고 참으려고 해.
train-033990,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,같은 반 애들이 자꾸만 나를 괴롭혀서 화가 나. 나는 아무런 잘못도 하지 않았는데 너무 집요하게 괴롭히고 있어. 혼을 내주고 싶어. 학교 폭력 신고 센터에 신고하면 벌도 받고 나를 다시 괴롭히지 못할 거야.
train-033991,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,행실 나쁜 녀석들이 이번에는 내 친구들을 따돌리고 있대. 화가 나고 안타까워. 청소 당번도 억지로 시키고 발표할 때면 비웃는대. 너무한 것 같아. 아무래도 모른 척할 수는 없어. 그만 두라고 한마디 해야겠어.
train-033992,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,쉬는 시간에 선생님 몰래 같은 반 애들이 친구를 때리는 걸 봐서 화가 났어. 평소에 행실이 나쁜 애들이었지만 그래도 학우를 때릴 줄은 몰랐어. 담임 선생님께 내가 본 걸 솔직하게 말씀드리면 도움이 될까?
train-033993,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,친구가 어떤 애한테 머리를 맞았대서 화가 치밀었어. 그냥 앉아 있었는데 머리를 세게 치고 지나갔대. 정말 나쁜 애야. 그런 애는 똑같이 당해봐야 해. 마음 같아서는 나도 그 애 머리를 때려주고 싶어.
train-033994,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,걔네들이 오늘도 나를 괴롭혔어. 더 이상 학교에 가기가 싫어. 도대체 언제까지 나를 이렇게 괴롭힐 생각일까? 지치고 화도 나. 나도 가만히 있진 않을 거야. 내일도 그러면 대들 거야.
train-033996,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,도시락에 엄마가 달걀말이를 싸주셨는데 어떤 애가 억지로 뺏어 먹어서 짜증 나. 엄마가 새벽에 일찍 일어나 열심히 만들어주신 건데 속상해. 오늘은 우물쭈물했지만 이제는 못 뺏어 먹도록 확실히 말을 할 거야.
train-033997,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,쉬는 시간에 매점에 갔다가 돌아오니 나쁜 애들이 내 사물함을 뒤지고 있어서 화가 났어. 지난번에 내 지갑이 사라진 것도 그 애들 짓일까? 사물함에 자물쇠를 걸어 잠그면 그 애들도 더 뒤지지 못할 거야.
train-033998,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,노트에 숙제를 했는데 자꾸 훔쳐 가서 베끼는 애가 있어. 화가 나. 매번 그런 식이야. 선생님은 내가 베낀 줄 알지도 몰라. 선생님께 말씀드리는 게 좋은 방법일 것 같아.
train-033999,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,내 친구가 어떤 애를 괴롭히는데 이제는 나도 자기랑 똑같이 하래서 화나. 처음에는 권유였지만 거절할수록 점점 강요가 되고 있어. 아무리 그 애가 나를 협박하더라도 절대로 나는 흔들리지 않을 거야.
train-034000,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,사실은 나를 괴롭히는 애가 있어서 화가 나고 신경이 날카로워져. 매일 쉬는 시간이면 나를 불러서 심부름을 시켜. 그냥 무시할래. 걔가 이제 나를 불러도 쳐다보지도 않을 거야.
train-034747,ANGRY_TO_SAD,ANGRY,,분노,방어적인,대인관계,,대기업 다니는 친구들은 속으로 나를 무시할 거 같아. 알게 모르게 내가 중소기업을 다니는 것으로 비웃는 것 같아. 그냥 친구들의 시선에 신경을 최대한 안 쓰려고 해.
train-034748,ANGRY_TO_SAD,ANGRY,,분노,방어적인,대인관계,,이직하려고 하는데 경력 때문에 아마도 어려울 것 같아. 맞아. 내 경력이 부족한 탓에 절망감밖에 안 들어. 모르겠어. 경력을 계속 쌓는 거밖에 답이 없을 것 같아.
train-035550,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,나는 반에서 은근히 따돌림을 당하는데 한 급우가 다가왔어. 무슨 의도로 다가온걸까? 나랑 친구가 되고 싶다고 했어. 내가 안타까워서 그런 게 아닐까? 내 주변에는 날 괴롭히는 애들뿐이니까. 얘도 사실 날 괴롭히러 온 것만 같아!
train-035565,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,난 지금의 성적과 석차를 유지하고 싶은데 부모님은 계속 더욱 높은 성적을 윈하셔 부모님이 너무 욕심이 많으신 거 같아. 부모님이 날 이해해주고 심하게 간섭을 안 하셨음 좋겠어. 내일 부모님과 솔직한 대화를 해봐야겠어 그럼 해답이 나올 수도 있을 거 같아.
train-035770,ANGRY_TO_SAD,ANGRY,,분노,방어적인,가족관계,,아빠는 언제나 가부장적이야 아빠랑 얘기하기 싫어. 아빠랑 얘기만 하면 다퉈 그래서 그냥 말을 안하려고 피해. 아버지랑 이야기하면 나만 힘들어서 그냥 이야기 자체를 안하는 게 더 나아.
train-035798,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,오랫동안 학교폭력을 당해서 이제는 누구와도 관계를 갖기 싫다는 생각이 들어. 다가오면 밀어내게 돼. 응. 다 똑같이 나쁜 애들일 뿐이야.
train-035825,ANGRY_TO_SAD,ANGRY,,분노,방어적인,가족관계,,계부가 생겼어. 하지만 난 아직 그분을 받아들일 마음이 안된 것 같아. 그래. 지금까지 우리 아버지를 잊지 못했는데 어찌 새아버지를 받아 들여야 할지 모르겠어. 일단 엄마랑 대화를 해봐야겠어.
train-036280,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,어떤 아이들이 내 좌석에 음료수를 엎질러 놓고 어질러 놓았어. 지금후에도 그러면 어떡하지? 지난번에 내 교과서를 훔쳐가더니. 그런데 나는 아는 체 하지 않을거야. 아는 척도 하기 불쾌해.
train-036390,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,오늘 누가 내 책상에 낙서했어. 나는 아무 말도 못 하고 가만히 엎드려있었어. 얌전히 당하고있는 내가 싫어. 일단 낙서를 한 범인을 찾아 대화를 해야겠어.
train-036427,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,반에서 학교폭력 당하는 친구가 있는데 나도 함께 괴롭힘 당할까 봐 그 친구를 도와주지 못하겠어. 나도 함께 괴롭힘 당하게 된다고 생각하면 너무 끔찍해. 선생님께 이야기 드려 봐야겠어.
train-036463,ANGRY_TO_SAD,ANGRY,,분노,방어적인,가족관계,,엄마랑 감정적으로 너무 싸우다보니까 이젠 대화하자고 하면 벌써 싫어져. 남자친구 연애하는 얘기로 하루 전에 다튔어. 대화가 안통한다는 생각 때문에 그냥 거부감이 들어.
train-036501,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,이번 시험 점수가 너무 안나왔어. 하지만 나는 진짜 최선을 다했어. 엄마는 뭐라고 혼내겠지만 난 할 만큼 했어. 운이 나빴을 뿐이야.
train-036524,ANGRY_TO_SAD,ANGRY,,분노,방어적인,가족관계,,엄마랑 이야기하기 싫어. 엄마는 평소엔 나 신경도 안쓰다가 엄마 이야기하고 싶을 때만 이야기하고 친한 척 해. 그냥 다른 가족들이랑 잘보낼래.
train-036591,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,수시 원서를 접수하는데 상향을 너무 내면 안 될 것 같아. 그냥 안정적으로 내는 것이 나을 것 같아. 그냥 지역에 있는 대학교에 지원하려고 생각하고 있어.
train-036634,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,나는 학습을 하고싶지 않은데 어른들은 계속 공부를 해야한다고 해. 나는 음식을 조리하는게 좋아서 요리사가 되고싶어.
train-036639,ANGRY_TO_SAD,ANGRY,,분노,방어적인,가족관계,,시험기간이라고 엄마 잔소리가 너무심해. 내가 알아서 할텐데 개입하지않았으면 바라. 나도 알지만 과도한 간섭은 짜증이나!
train-036650,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,문제풀이 위주로 학습하라는데 절대 안할거야. 난 개념위주로 학습하고 싶어. 과목별 특징에 따라 세우지.다른사람이 추천하는 공부법은 내 것이 아니라 경계하는 편이야.
train-036674,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,선생님이 내 진로 선택에 상관하지 않았으면 좋겠어. 내가 혼자 할 수 있는 일인데 지나치게 사사건건 간섭해서 짜증나. 선생님을 할수있는한 피해다닐래.
train-036693,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,요즘 정말 신경쓰이는 일이 있어. 학교에서 우리반 애가 다른 아이를 괴롭히는 걸 봤거든. 못살게구는 애는 친구도 많고 힘도 정말 센 애야. 내가 뭐라고 한다고 변해질게 있을까?
train-036768,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,걔네가 누구를 왕따시키든 말든 나랑은 관련없는 일이야. 신경쓰이지만 어쩔 수 없어. 나한테 손해만 없었으면 좋겠어.
train-036770,ANGRY_TO_SAD,ANGRY,,분노,방어적인,가족관계,,오늘 성적표가 도착해서 엄마가 보기 전에 감췄는데 가져오라네. 어떡하지? 응 일단 할 수 있는 대로 열심히 내 성적표를 지켜내긴 할 건데 이룰 수 있겠지?
train-036788,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학교폭력/따돌림,,오늘 전학생이 대화 시도했는데 말걸지 말라고 했어 다 걜 위한거니까. 나한테 친한 척하면 함께 왕따 당하거든. 그래서 그냥 밀어내는 쪽이야.
train-036868,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,수학 과외는 더이상 하기 싫어. 남자 선생님이라 둘이 한 공간에 있는게 불편해. 맞아. 남자는 아무래도 불편하고 거부감이 생겨서 수학은 과외말고 학원으로 찾아보려고해.
train-036888,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,난 어쩌면 대학을 못 갈 거야. 나는 긴장을 몹시 해서 수능날 능력 발휘를 못할 거 같아. 어쩔 수 없어. 나는 자신을 잘 아니까.
train-036910,ANGRY_TO_SAD,ANGRY,,분노,방어적인,학업 및 진로,,공부가 내 취향은 아니라 공부를 안하는 것 뿐이야. 학업이 내 길이 아니라 가수가 내 길이라서 안하는 거 뿐이야. 난 노래 훈련을 할거야 그거면 돼.
